# x + y
2*(z^(x|(~y|z))) - (~(x&y)&(x^(y^z))) - 3*~(x|(y^z)) - (z^(x&(~y|z))) - 3*(y^~(x&(y|z))) + ~(x&(y^z)) + 3*(~(x^y)|(x^z)) + (z|~(x|~y)), x + y
~(x|(y|z)) - (y^(~x|(y&z))) + (y^(~x&(y|z))) + (y|~z) - ((x&y)^(x^(~y|z))) + (z|(x&y)), x + y
12297829382473034411*(z^~(x&(~y&z))) + 12297829382473034410*(~x&(y|z)) + (y^(x&(~y|z))) + (x&(y&z)) + 12297829382473034411*(z&(x|~y)) + y + 12297829382473034411*(~(x^y)|(x^z)) + 12297829382473034410*~(~x&(~y&z)), x + y
-(z^(x|(y|z))) + ((x&y)^~(x^(y&z))) - 2*(y^(~x|(y|z))) - 4*~x - 2*(~(x&y)&~(x^(y^z))) + 5*((y&~z)^(~x|(y^z))) - 3*((x&y)|~(y^z)) + 5*(y|~z), x + y
-(x^(y|z)) + (z^~(~x&(y|z))) + (~(x^y)&~(x^z)) - 3*(y^~(x&(y|z))) + 2*((x&y)|(x^(y^z))) + (x|(~y&z)) + ((x&y)|~(y^z)), x + y
2*(y^~(x&(y^z))) - ~(x|(~y&z)) - (z&~(x&y)) - (~y|~(x^z)) + 3*(y^(x&(y^z))), x + y
-2*((x&y)^~(x^(y&z))) - 3*~(y|~z) + 5*(z^(x&y)) + 6*~(~x&(y|z)) + 8*(~(x&~y)&~(y^z)) - 5*~(y^z) - 10*((x&y)|~(x^(y^z))) + 3*(y|~(x^z)), x + y
-(z^(~x|(y|z))) - 9*(y^~(~x&(~y&z))) - 2*(z^(x|(~y&z))) + 3*(~(x&y)&~(x^(y^z))) + 5*(z^~(~x|(~y&z))) + 7*(z^~(x&(y|z))) - 5*(z|~(x|~y)), x + y
-(y^~(x&(~y&z))) + ((x^y)&~(x^z)) - 2*(y^~(~x&(y^z))) + 2*(z^~(~x&(~y|z))) + 3*((x&z)|~(y|z)) - (z|(x&~y)), x + y
-5*(y^~(~x&(y^z))) - 3*(~(x&y)&(y^z)) + 4*(y^(x|(~y|z))) + 3*(y^(x&(y|z))) - ~(x&(y&z)) + 3*(x|~z) - (~(x&~y)&~(y^z)), x + y
1044826868974943518*(~x&(y&z)) + 17401917204734608095*(~(x&~y)&~(x^(y^z))) - 2*(y^~(x&z)) + 2*((x&y)|~(y^z)) + (z&~(x&~y)) + 17401917204734608096*(z|(x^y)) + 17401917204734608095, x + y
13176245766935394012*((y&~z)|~(x|(~y&z))) + 13176245766935394011*~(x&(y|z)) + 13176245766935394011*(z^(~x|(~y&z))) + 15811494920322472814*(y^~(x|~z)) + 15811494920322472815*(z^~(x&(y|z))) + 7905747460161236408*(z^~(~x|(y&z))) + 2635249153387078803*(y^(x&(y^z))) - (~x|(~y|z)), x + y
6148914691236517207*(y&~z) + 12297829382473034410*~z + 12297829382473034410*(y^(~x|(y&z))) + 12297829382473034412*(~y&~(x^z)) + 6148914691236517205*((x&z)^(x^(~y&z))) + ((x&y)|(x^(y^z))) + 2*((x&z)^(x^(y&z))) - (y|(x&~z)), x + y
14057987405529750706*~(x|(y|z)) + 2*(z^~(x&(~y&z))) + 4388756668179800904*(~x&(y&z)) + 4388756668179800905*((x|~y)&~(y^z)) + 14057987405529750714*(~(x&~y)&~(y^z)) + 4388756668179800905*(z^~(x|(y&z))) + 14057987405529750710*(y^~(~x|(y&z))), x + y
-~(x|(y|z)) + (x|~z) + 2*((x&y)|~(y^z)) - (y|~z) - (~(x^y)|(x^z)) + (y|~(x|~z)), x + y
-(~(x&y)&(y^z)) + ~(x|~y) + 2*(x|(y^z)) + (z^~(x|y)) - (~x|(~y|z)), x + y
-~(y|~z) + 3689348814741910322*(y&(x^z)) + 11068046444225730969*(y^~(~x&(~y|z))) + 11068046444225730969*(~x|(~y&z)) + 11068046444225730971*~(x&(y&z)) + 3689348814741910326*(~(x|~y)|(x^(y^z))) + 11068046444225730967*~(x&(y^z)) + 3689348814741910325*((x&y)|~(x^(y^z))), x + y
15811494920322472815*(~y&(x^z)) + 10540996613548315210*(z^~(x&(~y&z))) + 10540996613548315207*(y^(x|(y|z))) + 5270498306774157604*(~(x&y)&~(y^z)) + 2635249153387078802*(~(x|y)|(x^(y^z))) + 2635249153387078803*(x|(~y&z)) + 7905747460161236408*((x&y)^(x^(y&z))) + 5270498306774157605*(y|z), x + y
4*~(x|z) - 3*~(y&z) + (y^~(~x|(~y&z))) + ((x&~y)|~(x^(y^z))) - (y^~(x&(y&z))) + 4*(x|(~y&z)) - (~(x|~y)|~(y^z)), x + y
-(z^(x&(y|z))) + 6148914691236517206*(z^(x&y)) + 6148914691236517206*(y^(~x&(y|z))) + 6148914691236517206*(y&(x|z)) + 12297829382473034411*(y|~z) + 6148914691236517206*(x|y) + 6148914691236517205*(z|~(x|y)), x + y
-7*~(x|(y|z)) + 2*~(y|z) + 5*(~(x|y)|(y^z)) - 3*(~x|(y^z)) + 3*(y^~(x&(~y|z))) - 5*((x&~y)|(x^(y^z))) + 4*(y^~(~x|(y&z))), x + y
-~(~x|(y&z)) + ((x^y)&(x^z)) - (z^(~x&(y|z))) + 3*x - 2*(~(x^y)|(x^z)) + 2*~(x&~y), x + y
4*(z^(x|y)) + 5*~(x|~y) + 8*(z&~(x&y)) + (~y|(x^z)) - 8*~(x&(y&z)) + 7*((x&y)|~(y|z)) - 3*(z^(x&~y)) - 2*(y^(~x&(y^z))), x + y
1513150028711682291*(z^(~x|(~y|z))) + 3026300057423364587*~(~x|(~y|z)) + 1513150028711682291*~(x^(y^z)) + 15420444016286187032*~(x&(y&z)) + 15420444016286187030*(y^~(x|(~y&z))) + 16933594044997869326*(z^~(x&(y|z))) + 3026300057423364584*(~y|~(x^z)) + 1513150028711682294*(y^~(x|z)), x + y
~(x^z) + y - (z^~(x|(y&z))) + (x|(y&z)), x + y
7905747460161236407*(z^(x|(~y|z))) + 10540996613548315209*((x|~y)&(y^z)) + 2635249153387078803*(y&~(x&z)) + 15811494920322472814*((x|y)&(x^(y^z))) + 5270498306774157606*(x&(y|z)) + 5270498306774157605*((x|y)&~(y^z)) + 7905747460161236407*(~(x^y)|(x^z)) + 2635249153387078802*((x&y)|~(x^(y^z))), x + y
10540996613548315208*(y^(~x|(y&z))) + 13176245766935394013*(z^~(~x|(~y&z))) + 15811494920322472816*(y^~(x|(~y&z))) + 10540996613548315210*(x^(y^z)) + 5270498306774157604*(y^(~x|(y^z))) + 7905747460161236407*((x&z)^~(x^(~y&z))) + 2635249153387078803*(y^~(x|(y&z))) + 13176245766935394010*(~(x^y)|(x^z)), x + y
-~(x|(y&z)) - 2*(y^~(~x&(~y|z))) + (y^~(~x&(y&z))) + 2*(x|y), x + y
12297829382473034410*(z^(x|(y&z))) + 12297829382473034411*(z^(x|(~y&z))) + 12297829382473034410*(y^(x&(y|z))) + 6148914691236517206*(y^(~x&(y|z))) + 6148914691236517205*((x|y)&~(y^z)) + 6148914691236517207*(x|y), x + y
-(y^(~x|(y|z))) + (y^~(x&~z)) + ~(~x&(~y|z)) + (y&z), x + y
-(z^(~x|(~y|z))) + (y^(~x|(~y|z))) - 2*((x&z)^~(y&~z)) + (x^z) + 2*(~(x|~y)|~(y^z)), x + y
((x&z)^(x^(~y&z))) + ~(x|(y^z)) + 2*(~x&(y|z)) + (x^(y&z)) - 3*~(x&y) + 2*(z^~(x&(y|z))), x + y
-6*(y^~(~x&(~y&z))) + 2*(~(x|~y)|(y^z)) + 3*((x&~y)|(x^(y^z))) + 8*((x|y)&~(y^z)) - 11*(z&~(x&~y)) - 4*(y^~(~x|(y&z))) + 6*(z|~(x|y)), x + y
-2*(z^(x|~y)) - (y^(x&z)) + 2*(~(x|y)|~(x^(y^z))) + 4*(y|(x&~z)) - (~(x|~y)|(x^(y^z))) - (y|~(x|~z)), x + y
3*(~(x&~y)&(y^z)) + 2*(x&(~y&z)) + 2*(z^(x|(~y&z))) - 2*(~(x|y)|~(x^(y^z))) + 4*(x&z) - 3*~(x^(~y|z)) + 2*(~(x|~y)|~(y^z)) - (y|~(x|~z)), x + y
(y^(~x|(y&z))) + 3*(z^~(x&(~y&z))) + 5*~(y|~z) - 5*(y^(~x|(y|z))) - (y^(~x|(~y|z))) - (y^~(~x|(~y&z))) + 3*(~(x&~y)&~(y^z)) - (y|~(x^z)), x + y
-3*((x^y)&(x^z)) - 2*(~(x|y)|(x^(y^z))) + 3*(y|(x&~z)) - (z^~(x|y)) + 3*~(y&~z) - (z|(x&y)), x + y
2*((x&z)|(y&~z)) - (z^~(x&(~y|z))) + ((x&y)|~(y^z)), x + y
~(x^(y|z)) + 2*(y|(x&~z)) - (y|~z), x + y
11068046444225730969*(z^(x|(~y|z))) + 14757395258967641294*(z^~(x&~y)) + 7378697629483820645*(y^(~x|(y|z))) + 3689348814741910322*(x^(~y|z)) + 11068046444225730970*~(x^y) + 11068046444225730969*(z^~(x&(y|z))) + 11068046444225730970*~(x&(~y&z)) + 3689348814741910325*(x|(~y|z)), x + y
12297829382473034409*(z^(~x|(~y|z))) + 12297829382473034412*(z^(x|(y&z))) + 12297829382473034413*((x^y)&(x^z)) + 6148914691236517205*(y^(x|(y^z))) + 6148914691236517207*(y^~(x|(y^z))) + 12297829382473034410*(x&(~y|z)) + 2*(z^(~x&(y|z))) - (y|~(x|~z)), x + y
(y^~(x&(~y&z))) + 6*(~(x&~y)&(y^z)) - 4*(~x|(y^z)) - 2*(y^~(x&(~y|z))) - ((x&~y)|(x^(y^z))) - (y|~(x|z)) + 5*(z^~(x|y)) + ~(~x&(~y&z)), x + y
12297829382473034410*(y^~(~x&(~y&z))) + 6148914691236517206*((x&y)^~(x^(~y|z))) + 6148914691236517206*(~z|(x^y)) + 6148914691236517206*(z^~(~x|(~y&z))) + 12297829382473034413*(x&(y&z)) + 12297829382473034411*(y^~(~x|(y&z))) + 12297829382473034410*(z|(x^y)), x + y
-((x^y)&~(x^z)) + 3*(z^~(~x&(y&z))) - 2*(~y|(x^z)) - 4*(y^~(x|(y^z))) + 2*~(x^y) + (z^(~x&(~y|z))) + 3*((x&z)|(y&~z)), x + y
-(z^~(~x&(~y&z))) - 3*(z^~(~x|(~y&z))) + 2*~(x&(y&z)) - 3*((x&z)^~(x^(~y&z))) + (~(x|~y)|(x^(y^z))) + 2*~(x&~y) + 3*(x|(y&z)) - (x|z), x + y
-(y^~(~x&(~y&z))) + 3*(x&(y^z)) - 2*(y^(x&z)) + (~(x|~y)|~(x^(y^z))) + 2*(y^(x&~z)), x + y
-11*~(x|(y|z)) + (z^(x|(y&z))) + 4*(~(x&~y)&(y^z)) + 6*~(x|(y^z)) - 7*(z&~(x&y)) - 3*((y&z)|(~x&(y|z))) - 3*(y^~(x|(y&z))) + 8*(z|~(x|y)), x + y
-~(y|~z) - ~(~x|(y^z)) + 2*x + ((y&z)|(~x&(y|z))), x + y
2*(z^(x&(y|z))) + (y^(x&(~y|z))) - 3*(z^~(~x|(~y&z))) - ~(x^(y&z)) + 2*(x|(~y&z)) + ((x^y)|~(x^z)), x + y
3*~(x|y) - 5*(x&~y) + 4*(z^(x|~y)) - 6*~(x&(~y|z)) + 4*(~(x|~y)|(y^z)) + 3*~(x^(~y|z)) - ~(y&~z), x + y
-7*(z^(x|(~y|z))) + 2*~(x|~y) - 8*~(x|~z) + 9*(~(x|~y)|~(x^(y^z))) - 4*(~x|(~y&z)) - 6*((x&z)^~(x^(~y&z))) + 12*(~(x|y)|~(y^z)) - 4*((x&~y)|~(y^z)), x + y
-~(x|z) + 4*~(~x|(y&z)) - 2*(~y|(x^z)) - ((x&~y)|(x^(y^z))) + 3*(~x|(y&z)), x + y
-4*(~(x^y)&(x^z)) + ((x&y)^~(x^(y&z))) - 8*(y^(~x|(y|z))) + 2*((x&z)^~(y&~z)) + 6*~(x^(y^z)) - (y^~(x&(y|z))) + 10*(z&(x|~y)) - 7*(z&(x|y)), x + y
6148914691236517205*(x&(~y&z)) + 6148914691236517204*(y^(x|(y|z))) + 12297829382473034411*(y^~(~x|(~y&z))) + 12297829382473034410*(y^~(~x&(y&z))) + 6148914691236517206*(~(x^y)|~(x^z)) + 6148914691236517204*(y^(~x&(y^z))) + 6148914691236517208*(x|z), x + y
(x^(y&z)) + (z&~(x&y)) - (~x|(~y&z)) + (z^(~x|(~y&z))) + ~(x^y) + (y^(x&~z)) - (~(x|y)|~(y^z)), x + y
-4*((x&z)^~(x^(y&z))) + (y^(x|(y^z))) - (y^~(x|(~y&z))) - 2*(y^(~x&(y|z))) + 5*(y^(~x&(~y|z))) - 4*(~(x|y)|~(y^z)) + 4*~(y&~z), x + y
6148914691236517204*(y^(x|(y&z))) + (y^~(x&~z)) - (y^~(x&z)) + 2*~(x^(~y|z)) + 12297829382473034412*((x&z)^(x^(y&z))) + 12297829382473034411*y + 12297829382473034410*((y&z)|(x&(y|z))), x + y
(~(x&~y)&~(x^(y^z))) + (y&~(x&z)) + 2*((x&z)^~(y&~z)) + (y^(x&z)) - 2*(~y|(x^z)) + ~(x^z) + 3*x - 2*~(~x&(~y&z)), x + y
2*~(x|(y|z)) - 2*~(x|y) - (~x|(y^z)) - (z^(~x&(~y|z))) + (x|(~y&z)) + 2*(~x|(y|z)), x + y
(z^(x|(y|z))) + (y^~(~x&(~y&z))) - (z^(x|~y)) + 2*(y&(x|z)), x + y
12297829382473034411*(z^(~x|(y|z))) + ((x&y)^(y|~z)) + 6148914691236517205*(y&~(x&z)) + 6148914691236517205*((x&z)^~(y&~z)) - (~(x&y)&~(x^(y^z))) + 12297829382473034411*(x|(~y&z)) + 6148914691236517207*((y&z)|(x&(y|z))), x + y
(y^~(x&(y&z))) + (y|(x&~z)) + ((y&z)|(x&(y|z))) - ~(y&~z), x + y
-(z^(~x|(~y|z))) - (~x&(~y&z)) + ((y&~z)^(~x|(y^z))) + 2*(y&(x|~z)) - 2*((x&y)|~(y|~z)) + 2*(x|(~y&z)), x + y
2*(z^(x|(~y|z))) - 3*(~(x&y)&~(y^z)) + 2*(z^~(~x&(y&z))) - 4*(~z|(x^y)) - 3*(y^(~x&(~y|z))) - ((x&y)|~(y|~z)) + 2*(y|~(x^z)) - 4, x + y
-3*((x^y)&~(x^z)) + 3*(y^(~x|(~y|z))) + (y^z) + 6*(y&~(x^z)) - 3*(y^~(x&(~y|z))) + 2*(x^(~y&z)) - 4*((x&y)|(x^(y^z))) + ((y&z)|(~x&(y|z))), x + y
6*~(x|(~y|z)) + 4*(z^(x&(~y|z))) - 2*~(x&(y|z)) - 4*(~x|(~y&z)) - ~(x^(~y|z)) - 3*(y|~(x|~z)) + (z^~(x|y)) + 5*(~x|(y|z)), x + y
10407670385001525177*(~z&(x^y)) + 5203835192500762590*(~(x&~y)&~(x^(y^z))) + 13242908881208789027*(y^(x&(~y|z))) + 8039073688708026437*(z^~(x&(y&z))) + 5203835192500762591*(x^(y^z)) + ~(x^(~y|z)) + 10407670385001525180*~(x^(y|z)) + 13242908881208789025*(y^(~x|(y^z))), x + y
-3*(y^(~x|(~y|z))) - 2*(z^(x|~y)) + 2*(z^~(~x&(y|z))) + ~(x&y) + 2*(y^~(x|(~y&z))) - 3*(~(x&~y)&(x^(y^z))) + 3*(x|(y^z)), x + y
(z^~(x&~y)) - (y^(~x|(y|z))) + ((x|~y)&~(y^z)) + 2*(z|(x&y)) - (z|~(x^y)), x + y
(z^(x|(~y|z))) - (y^~(x&(~y&z))) + ~(x^(~y|z)) + (y^(~x&(y^z))), x + y
2*(y^~(x&(y^z))) - 2*(~(x|y)|(y^z)) - ((x^y)&(x^z)) - 3*(z&~(x^y)) + 3*(z^~(x|~y)) + 2*(y&(x|z)), x + y
-~(y|~z) + (x^(y|z)) + 2*(x&(y|z)), x + y
6148914691236517206*(~z&~(x^y)) + 12297829382473034410*(x^z) + 6148914691236517206*((x&~y)|~(x^(y^z))) + 12297829382473034410*(z^(x&y)) + 12297829382473034411*((x&y)|(y^z)) + 3*(z^~(~x|(y&z))) - 2*(~(x^y)|(x^z)) + 6148914691236517206*(y|~(x^z)), x + y
-(~x|(~y&z)) + (~y|(x^z)) + (y&~(x^z)) + (y|(x&z)), x + y
-3*~(x|y) + 8*~(x|(y^z)) - 3*(z^(x&y)) + (~(x&~y)&(x^(y^z))) - 3*((x&y)|(x^(y^z))) + 8*(x|(y^z)) + ((x&y)^(x^(y&z))) - 5*((x^y)|~(x^z)), x + y
-~z + 8*((y&z)^~(x&(y^z))) - 6*(y^(~x|(~y|z))) + 3*~(x^(y^z)) - 2*((x&y)^(y|z)) - 4*(z^(~x|(~y&z))) + 6*(x&(y|z)), x + y
11068046444225730969*~(y|z) + 7378697629483820647*((x^y)&~(x^z)) + 14757395258967641293*(y^(x|(y|z))) + 11068046444225730969*(y^(~x|(~y|z))) + 3689348814741910325*(y&(x^z)) + 11068046444225730968*~x + 3689348814741910324*~(x^(y^z)) + 2*(~(x|y)|(x^(y^z))), x + y
((x&y)^~(x^(~y|z))) + ~(x^(y^z)) - 2*(~x|(y^z)) + ~(x&~y) + (y|z), x + y
(z^~(x&(~y&z))) + 5122086585426122094*(~(x&y)&(y^z)) + (x^(y^z)) + 5122086585426122096*y + 10244173170852244190*(~(x^y)|(x^z)) + 8202570902857307425*~(x&(~y&z)) + 13324657488283429522*(z|(x&y)), x + y
4*((x&z)^(x^(~y&z))) + 6*(z^(x&(y|z))) - 9*(z^(x&y)) - 4*(y^~(x&z)) + 4*(z&(x|~y)) - 2*((x&y)|~(y|~z)) + 3*((x&y)|~(x^(y^z))) + (~x|(~y|z)), x + y
2*(y^(x|(y&z))) - (y^~(~x&(y&z))) + 2*~(x^y) + 17043092652003850223*(y^~(x&(y|z))) + 1403651421705701391*(~y|~(x^z)) + 1403651421705701393*(z^~(~x|(y&z))) + ((x&~y)|~(y^z)) + 17043092652003850224*(z|(x^y)), x + y
-7*((x&z)^(x^(~y&z))) - 3*~(x^(~y&z)) + 2*(x^(y&z)) + 7*(y^(x|(y^z))) + 3*~(x^(y|z)) + 4*~(~x&(~y|z)) - 5*((x&y)^(x^(y&z))), x + y
(x&(y|z)) + (z&(x|~y)) - 2*(y^(~x|(y^z))) + (z^~(x|(~y&z))) + ((x&y)|~(y^z)), x + y
-(z^~(x&~y)) - 2*((x|~y)&(y^z)) - ((x&~y)|~(x^(y^z))) - 3*~(x&(y^z)) - (~x|(~y|z)) - 6, x + y
3*(z^(x|(y|z))) + (~(x&~y)&(y^z)) + 3*(z^~(x&~y)) - 4*(z^~(x&(~y&z))) - (z^~(~x&(y&z))) + 3*((x&~y)|~(y^z)) - ~(x&~z), x + y
7355528276334206251*~(x|(~y|z)) + 7384489967771224247*((x&~y)|(y^z)) + 11062254105938327373*(y^(x|~z)) + 14768979935542448488*~(x&y) + 3706725829604121121*(y^~(x|(~y&z))) + 7384489967771224247*((x&~y)|(x^(y^z))) + 14740018244105430494*(x|~y) + 11062254105938327372*(y^~(x|(y&z))), x + y
6*((x&y)|~(y|z)) - 4*(~z|~(x^y)) - 3*((x&z)|~(y|z)) + 2*(y^(~x|(y^z))) - 4*(~(x&~y)&~(y^z)) + 3*((x&z)^~(x^(~y&z))) + 2*(z|(x^y)), x + y
2*((x&z)^(x^(~y&z))) + 11*(~(x|y)|(y^z)) + 2*~(x&y) - 10*(~x|(y^z)) - 7*~(~x&(y&z)) + 4*((x&y)|~(y^z)) + 2*(y|~(x|~z)) + 3*(y^(x&(y^z))), x + y
-2*(z^~(x&(~y&z))) + 3*(x^(y&z)) - 2*(z^~(~x|(~y&z))) - (y^~(x&(y&z))) + 3*~(~x&(y&z)), x + y
5675976251822072055*(~z&~(x^y)) + 14189761884842997575*(y^~(x&(y^z))) + 1418994062955518013*((x^y)&(x^z)) + 17027750010754033601*(z^(~x|(~y&z))) + 2837988125911036029*((x|y)&(x^(y^z))) + 12770767821887479562*y + 4256982188866554041*(y|~(x|~z)) + ((x&y)|~(x^(y^z))), x + y
((x&y)^(y|~z)) - ((x&z)^(y|z)) - 2*(y^(x|~z)) + 2*((x|y)&~(x^(y^z))) + (x^(~y&z)) + ((x^y)|~(x^z)), x + y
6148914691236517204*(z^(~x|(~y|z))) + (y^~(~x&(~y&z))) + 6148914691236517206*(y^~(x|(y^z))) + 12297829382473034411*((x&z)|(y&~z)) + 12297829382473034412*(y|(x&~z)) + 6148914691236517205*((x&y)|~(x^(y^z))), x + y
5*(z^(x|(~y|z))) - 3*(x&(~y&z)) - (~z|(x^y)) + 2*(x|(~y&z)) - 2*~(~x&(y&z)) - 3*((x&y)|~(y^z)) + 4*(y^(x&(y^z))) + ((x&y)|~(x^(y^z))), x + y
-9*((y&z)^~(x&(y^z))) + 9*((y&~z)^(~x|(y^z))) + 4*((x^y)|(x^z)) + 16*((x|y)&(x^(y^z))) - 2*(x|(~y&z)) + 6*(z&~(x&~y)) - 8*(z^(x&~y)) - 10*(y^(x&(y^z))), x + y
13176245766935394011*(y^(x|(y|z))) + 10540996613548315209*(y^~(~x&(y|z))) + 7905747460161236407*(~(x&~y)&(x^(y^z))) + 2635249153387078803*((x&z)|(y&~z)) + 15811494920322472814*~(x&~y) + 15811494920322472813*(z^~(x|y)) + 13176245766935394012*((x&~y)|~(y^z)) + (x|(y&z)), x + y
5*~(~x|(~y|z)) - 5*~(~x|(y&z)) + 2*(z^~(x&(~y&z))) - 5*~(x|~y) + 2*(y^(x&z)) - 2*~(x^y) + 2*(~(x|~y)|(x^(y^z))) + 2*((x&y)^(x^(y&z))), x + y
-(z^(~x|(~y|z))) + 3*(~(x&~y)&(y^z)) - (y^(x|(~y|z))) + 4*((x^y)&(x^z)) - 3*(z^(x|(~y&z))) - 2*((x&z)^(y|z)) + 2*((x|y)&~(x^(y^z))) + 2*(z^~(x&(y&z))), x + y
6148914691236517204*~(x|z) + 6148914691236517207*(~z&~(x^y)) + (x&~z) + 6148914691236517206*(x&(~y&z)) + 6148914691236517205*(z^(x&y)) + 6148914691236517206*(z^~(x|~y)) + 6148914691236517207*(y&~(x&~z)) + 6148914691236517205*(y^~(x|(y&z))), x + y
-(y^~(x&(~y&z))) + ((y&~z)^(~x|(y^z))) + 2*~(~x|(~y&z)) - (z^~(x|y)) + (z^~(x|(y&z))), x + y
12297829382473034410*(~(x|y)|(y^z)) + 6148914691236517206*(~x|(~y&z)) + 6148914691236517205*(~(x|~y)|(y^z)) + 12297829382473034412*((x&y)|~(y|~z)) + 6148914691236517207*(y|(x&~z)) + 12297829382473034410*(z^(x&~y)) + 6148914691236517205*((y&z)|(~x&(y|z))), x + y
15354470445940849510*(z^(~x|(~y|z))) + 6184547255537404211*((y&z)^~(x&(y^z))) + 3056641063467815100*(y^(~x|(y|z))) + 3056641063467815100*(y&(x^z)) + 12297829382473034412*((y&~z)|~(~x|(~y&z))) + 9205555754704332305*(~(x|y)|(x^(y^z))) + 12297829382473034411*(y^~(~x|(y&z))) + 3092273627768702106*((x&y)|~(x^(y^z))), x + y
2049638230412172401*(z^~(x&~y)) + 12297829382473034411*(y^(~x|(~y|z))) + 6148914691236517206*(z^~(~x&(y&z))) + 8198552921648689607*(y^(~x&(y|z))) + 6148914691236517206*~(x^y) + 10248191152060862010*(z^(~x&(y|z))) + 2049638230412172403*((y&z)|(x&(y|z))) + 10248191152060862008*(z|~(x|y)), x + y
14355460088147732057*(z^(~x|(~y|z))) + 11269014029635685587*(z^(x|(~y|z))) + 3086446058512046471*(~(x^y)&(x^z)) + 4091283985561819558*(z^(x|y)) + 11269014029635685586*(~(x&y)&~(x^(y^z))) + 11269014029635685587*(y^(~x&(~y|z))) + 7177730044073866031*~(~x&(~y&z)), x + y
-10*(~y&~(x^z)) - 2*((x|~y)&(y^z)) - 4*(y^~(~x|(y^z))) + 8*(~(x|~y)|~(x^(y^z))) - 5*(y&~(x^z)) + 5*(y^~(x&(~y|z))) + 5*~(x^(~y|z)) - 3*(~x|(y&z)), x + y
-4*(y^(x|(~y&z))) - 5*(~(x^y)&~(x^z)) + 2*(z^~(x|~y)) + 2*(~(x^y)|(x^z)) + 3*((x^y)|~(x^z)), x + y
-3*(~(x&y)&(y^z)) - 4*((x|~y)&~(y^z)) + 2*(z^(~x&(~y|z))) + 3*~(~x&(y&z)) + 2*(y^(x&~z)) - (y|~(x^z)), x + y
7905747460161236407*~(y|z) + 7905747460161236408*(y^~(~x|(y^z))) + 15811494920322472812*(z^(x&(~y|z))) + 15811494920322472813*~(x^(~y&z)) + 15811494920322472814*(z^(x&y)) + 13176245766935394012*(y|~(x|z)) + 5270498306774157606*(z|(x&~y)), x + y
-(z^(x|y)) + ((x&y)^~(x^(~y|z))) + 4166791594008805620*(~x|(~y&z)) + 4166791594008805621*~(~x|(~y&z)) + 4166791594008805620*(y^(~x&(y^z))) + 14279952479700745997*(y|~(x|~z)) + 14279952479700745996*(x|(~y|z)), x + y
(~(x|y)|(y^z)) - 2*~(x^(~y&z)) - (z^~(x|~y)) + 2*(y^(x&(y^z))) + ~(~x&(~y&z)), x + y
~(x|z) - 2*(~x&(~y&z)) + (z^(x|y)) - 2*~(x^(~y&z)) - ((x&y)|(x^(y^z))) + ((x&~y)|~(y^z)) + 2*(y|z), x + y
2*~(x|z) + (y^~(~x&(y|z))) + 2*((x|y)&~(x^(y^z))) - 3*(~x|(~y&z)) + (x|(y^z)) - ((x&z)^(x^(y&z))) + 2*(z&~(x&~y)), x + y
6229596651551479100*(y&~z) + 4072382474052690838*~z + 14374361599656860777*(y^(x|(~y&z))) - (~(x|~y)|(y^z)) + 10301979125604169937*((x|~y)&~(y^z)) + 4072382474052690840*(x^(~y&z)) + 10301979125604169938*~(~x&(y^z)) + 12217147422158072519*~(~x&(~y&z)), x + y
2*(~y&~(x^z)) - (z^(x|(~y&z))) - 2*(~(x|~y)|~(y^z)) + 4*(y|(x&~z)) + ((x&y)^(x^(~y|z))) - (~x|(y|z)), x + y
-~(y&z) + (y^~(~x|(y^z))) - ((x|~y)&(x^(y^z))) + (x^(~y&z)) + ~(x^(~y|z)) + (y^(~x|(~y&z))), x + y
-2*((x&y)^~(x^(y&z))) - 5*(y^~(~x&(y^z))) + 5*(z^~(x&(~y&z))) + 2*(y&~(x^z)) - 2*(x&y) + (x|~y) + (~x|(y&z)), x + y
8552419427926217526*(~z&(x^y)) + 9894324645783334090*(z^(x|(y|z))) - (~(x&~y)&(y^z)) + 9894324645783334088*(z^(~x&(~y|z))) + 8552419427926217528*~(x^(y|z)) + (z^~(x|~y)) + (y|(x&~z)), x + y
-4*~z + 2*((x&y)^~(x^(~y|z))) + (z^~(~x&(y|z))) + 3*(z^~(x&(y&z))) - (z&(x|~y)) + (y|~(x|z)) - (y|~z), x + y
(y^~(x&(y^z))) + 2*(y^(x|(y&z))) - ~(~x|(y&z)) - ~(x&(y|z)) + 2*(y&(x|z)), x + y
3*~(~x|(~y|z)) - 2*(~z&~(x^y)) - ((x&y)^~(x^(~y|z))) + (x|~z) + ~(~x&(~y&z)), x + y
-(y^(x|(~y|z))) + (~z|~(x^y)) - (y|(x&~z)) + 2*(x|y), x + y
4*(z^(x|~y)) - 2*~(x^(y^z)) + (~(x&~y)&(x^(y^z))) + 2*(z^~(x|~y)) + (y&z) - 3*~(x&(y^z)) + (z^~(x|(y&z))), x + y
2*(~x&(y^z)) + 14435584233270504743*(x&~y) + 2005579920219523439*(~(x&y)&~(y^z)) + 16441164153490028180*~(x|~y) + 16441164153490028175*(~x&(~y|z)) + 14435584233270504744*(y^~(x|(~y&z))) + 2005579920219523435*(x|~z) + 2005579920219523439*(z|~(x^y)), x + y
2*(z^(x|(~y|z))) - (z^(x|y)) + 2*(~(x&~y)&(x^(y^z))) - 2*(~(x|y)|(x^(y^z))) + ((x&~y)|(x^(y^z))) + (y|(x&~z)), x + y
