# x + y
2*~(x|~y) - (x^y) + 2*x, x + y
17064987289605146407*(x&~y) - ~(x|~y) + 17064987289605146408*y + 1381756784104405210*(x|y), x + y
9858470838788596954*~(x|y) + 9858470838788596955*(x^y) + 9858470838788596956*(x&y) + 9858470838788596954, x + y
5983377019464843961*(x^y) + 5983377019464843962*(x&y) + 12463367054244707656*(x|y), x + y
2492097909755408429*~y + 15954646163954143186*(x^y) + 15954646163954143187*(x|~y) + 2492097909755408431*(x|y), x + y
7672678602907521772*(x&~y) + (x&y) + 7672678602907521772*y + 10774065470802029845*(x|y), x + y
731020531206963738*~(x|~y) + 18081233808106069747*(x^y) + 365510265603481870*x + 18081233808106069748*y, x + y
-(x&~y) + 13969775151244272792*~(x|~y) + 13969775151244272793*x + 4476968922465278825*(x|y), x + y
10959345575239010842*~(x|y) + 10959345575239010845*(x^y) + 7487398498470540772*~(x&y) + 2*~(x^y), x + y
11508069690310723534*(x&~y) + 12692709228554189849*(x^y) + 12692709228554189850*x + 5754034845155361768*y, x + y
17621400268404228291*~x + (x^y) + 17621400268404228293*(x&y) + 825343805305323325*~(x&~y), x + y
2906551353008925931*~y + x + 2906551353008925932*y + 2906551353008925931, x + y
15923224361021610951*(x&~y) + x + 15923224361021610952*y + 2523519712687940665*(x|y), x + y
4443772193601295918*~x + (x^y) + 4443772193601295920*(x&y) + 14002971880108255698*~(x&~y), x + y
15597833237388209421*(x^y) + 15597833237388209422*(x&y) + 2848910836321342196*(x|y), x + y
496555962496009732*~(x|y) + 496555962496009731*(x^y) + 17950188111213541884*~(x&y) + 2*(x|y), x + y
-~y + 7325899691055481237*~x + 7325899691055481238*x + 7325899691055481236, x + y
6929338903105192007*~(x|y) + (x&y) + 6929338903105192008*(x|y) + 6929338903105192007, x + y
6028592399580986163*(x&~y) + 6028592399580986163*(x&y) + 12418151674128565454*x + y, x + y
14983924835208518578*~(x|~y) + 14983924835208518579*x + y + 3462819238501033038*(x|y), x + y
14693668328617306527*~(x|y) + 3753075745092245088*(x^y) + 3753075745092245089*~(x^y) + 14693668328617306529*(x|y), x + y
17677078424687526696*~(x|y) + 17677078424687526698*x + 769665649022024919*(x|~y) + ~(x&~y), x + y
4887933766302920768*(x^y) - 2*~(x&y) + 4887933766302920767*~(x^y) + 4887933766302920765, x + y
10374665067575971188*~(x|~y) + 10374665067575971189*x + y + 8072079006133580428*(x|y), x + y
16701221846167932610*~(x|~y) + (x^y) + 16701221846167932612*(x&y) + 1745522227541619006*y, x + y
16033728385637494200*(x^y) + 16033728385637494201*(x&y) + 2413015688072057417*(x|y), x + y
10452562290672078842*~(x|y) + 10452562290672078843*(x^y) + 10452562290672078844*(x&y) + 10452562290672078842, x + y
11154541722302642663*(x^y) + 3646101175703454476*~(x&y) + 14800642898006097140*~(x^y) + 3646101175703454478*(x|y), x + y
17544725762314925281*~y + 902018311394626335*~x + 902018311394626336*x + 17544725762314925282*y, x + y
10964084504222205704*(x&y) + 7482659569487345913*x + 7482659569487345913*y + 10964084504222205704*(x|y), x + y
15830737454612919417*~(x|y) - ~(x&y) + 15830737454612919418*(x|y) + 15830737454612919416, x + y
7916406697398436662*~(x&y) + 7916406697398436663*(x&y) + (x|y) + 7916406697398436662, x + y
-2*~(x|y) + 7807389324668485694*(x^y) + 7807389324668485695*~(x^y) + 7807389324668485693, x + y
145726989887420432*(x^y) + 145726989887420433*(x&y) + 18301017083822131185*(x|y), x + y
112061504203336837*~(x|y) + 112061504203336836*(x^y) + 18334682569506214779*~(x&y) + 2*(x|y), x + y
6309329429095874318*(x^y) + 6309329429095874319*(x&y) + 12137414644613677299*(x|y), x + y
17840053632676533625*(x&~y) + 17840053632676533625*~(x|~y) + 606690441033017990*(x^y) + 2*(x|y), x + y
13751089871589194995*(x^y) + 13751089871589194996*(x&y) + 4695654202120356622*(x|y), x + y
13561650947936515614*~(x|~y) + 13561650947936515615*x + y + 4885093125773036002*(x|y), x + y
7075885511233632887*(x^y) + 7075885511233632888*(x&y) + 11370858562475918730*(x|y), x + y
5793727434089927869*~(x|y) + 6326508319809811873*~(x&y) + 6326508319809811874*~(x^y) + 12120235753899739744*(x|y), x + y
6562546023643213004*(x&~y) + x + 6562546023643213005*y + 11884198050066338612*(x|y), x + y
15135352146473353669*~(x|~y) + (x^y) + 15135352146473353671*(x&y) + 3311391927236197947*y, x + y
-2*~(x|y) + 9567457252009273927*(x^y) + 9567457252009273928*~(x^y) + 9567457252009273926, x + y
5893397870656268621*~(x|y) + 15500045138381417305*~(x&y) + 15500045138381417306*~(x^y) + 2946698935328134312*(x|y), x + y
12812710397572359018*~(x|~y) + 12040388874923372107*(x^y) + 6406355198786179510*x + 12040388874923372108*y, x + y
17816155984946597232*~(x|y) + x + 17816155984946597233*y + 630588088762954384*~(x&~y), x + y
12014416360813698461*(x^y) + 6432327712895853154*~(x&y) + 6432327712895853156*(x|y) + 6432327712895853154, x + y
900899213018073030*~(x|~y) + 17996294467200515101*(x^y) + 450449606509036516*x + 17996294467200515102*y, x + y
16326393173864599869*~y + x + 16326393173864599870*y + 16326393173864599869, x + y
10070616086725676944*~(x|y) + 10070616086725676945*x + 8376127986983874672*(x|~y) + y, x + y
11127883151821358065*(x^y) + 11127883151821358066*(x&y) + 7318860921888193552*(x|y), x + y
182920629119652299*~x + 18263823444589899316*(x^y) + 18263823444589899317*~(x&~y) + 182920629119652301*(x|y), x + y
7493547566659610280*~(x|y) - ~(x&y) + 7493547566659610281*(x|y) + 7493547566659610279, x + y
6346946425444031159*~(x|y) + 15273270860987536036*~(x&y) + 15273270860987536037*~(x^y) + 3173473212722015581*(x|y), x + y
7273214644631330388*(x^y) + 7273214644631330389*(x&y) + 11173529429078221229*(x|y), x + y
2118267360035939937*~(x|y) + 2118267360035939939*x + 16328476713673611678*(x|~y) + ~(x&~y), x + y
2012019581147020855*~(x|y) + 2012019581147020856*(x^y) + 16434724492562530761*~(x&y) + 2*(x&y), x + y
11701371662428759051*(x^y) - 2*~(x&y) + 11701371662428759050*~(x^y) + 11701371662428759048, x + y
(x^y) + 18441749626906272393*~(x&y) + 18441749626906272395*(x&y) + 18441749626906272393, x + y
15030014430938313747*~(x|y) + 15030014430938313746*(x^y) + 3416729642771237869*~(x&y) + 2*(x|y), x + y
6744009123343665512*(x&~y) + 6744009123343665512*(x&y) + 11702734950365886105*x + y, x + y
10243887227180657124*x + 8202856846528894493*(x|~y) + 8202856846528894494*y + 10243887227180657123*~(x&~y), x + y
