# x + y
13664254869414482676*((~(x^y)&~t)|(~(x|(y|z))&t)) + 6832127434707241344*((~(y^z)&~t)|((~z&(x^y))&t)) + 15713893099826655077*(((z^~(x|(y&z)))&~t)|(~(~x|(~y|z))&t)) + 10248191152060862011*((~(x^(y&z))&~t)|(((x^y)&~(x^z))&t)) + 3416063717353620669*(((z&(x|y))&~t)|((y^(x|z))&t)) + 10248191152060862013*(((z^~(x|(~y&z)))&~t)|((y^(~x|(~y|z)))&t)) + 1366425486941448269*((~(x&(y&z))&~t)|((x^z)&t)) + 4099276460824344790*(((z&~(x&~y))&~t)|((y^(x&z))&t)) + 6148914691236517211*(((y^(x&(y|z)))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 12297829382473034411*(((y^~(x&~z))&~t)|((x&(y&z))&t)) + 15030680356355930937*((~(x^(~y&z))&~t)|(((x|~y)&~(y^z))&t)) + 17763531330238827490*((((y&z)|(x&(y|z)))&~t)|(((x&z)|(y&~z))&t)) + 15030680356355930947*(((~x|(y&z))&~t)|(((y&~z)^(x|(y^z)))&t)) + 6832127434707241334*((~(~x&(y|z))&~t)|((z^~(x|(~y&z)))&t)) + 3416063717353620677*((((x&y)^(x^(~y|z)))&~t)|((~(x&~y)&~(y^z))&t)) + 3416063717353620670*(((x|z)&~t)|(((x|y)&~(y^z))&t)), x + y
33*(((y^(x|(y|z)))&~t)|((y^(x|(y&z)))&t)) + 38*(((y^(~x&(y^z)))&~t)|((y^~(~x&(y^z)))&t)) - 19*(((y^~(x|~z))&~t)|(((x|y)&(y^z))&t)) - 22*(((y|~z)&~t)|(((x&z)^~(x^(y&z)))&t)) + 17*(((z^(x|(y&z)))&~t)|((~x&(~y|z))&t)) + 80*(((x&~y)&~t)|((~(x^y)&~(x^z))&t)) - 95*(((y^(x|(~y|z)))&~t)|((y^~(x&z))&t)) - 17*(((y^(x|(y|z)))&~t)|((y^(~x|(y^z)))&t)) + 14*(((y^~(x&(y&z)))&~t)|((y^(~x|(y^z)))&t)) + 36*(((z^~(x&(y|z)))&~t)|((x|(y^z))&t)) + 45*(((~x&(~y&z))&~t)|((y&z)&t)) + (((~(x|~y)|~(y^z))&~t)|(~(x&(~y&z))&t)) + 18446744073709551504*((~(~x|(~y&z))&~t)|(((x&y)^(x^(y&z)))&t)) - 16*((((x&z)^(y|z))&~t)|(~(~x&(~y&z))&t)) + 116*(((z^~(x&(y&z)))&~t)|((z|(x&~y))&t)) - 50*((((x&z)|~(y|z))&~t)|((z|~(x|~y))&t)), x + y
16769767339735956009*(((~y&(x^z))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 3912945712605056400*(((~x&(~y|z))&~t)|((y^(~x|(y|z)))&t)) + 12856821627130899623*((((x&y)|(y^z))&~t)|((~(x&y)&(y^z))&t)) + 11738837137815169215*(((~(x&~y)&(x^(y^z)))&~t)|((z^(x|(~y&z)))&t)) + 13974806116446630000*((((x&z)^(x^(~y&z)))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 5589922446578652016*(((x|z)&~t)|((z^~(~x&(y&z)))&t)) + 12856821627130899611*(((z|~(x^y))&~t)|((z^(x&(~y|z)))&t)) + 7825891425210112807*((~(~x|(y|z))&~t)|(~(x&(y|z))&t)) + 11738837137815169205*((((x&y)|(x^(y^z)))&~t)|(((x&~y)|~(x^(y^z)))&t)) + 16769767339735956008*((~(x^y)&~t)|(((x^y)|(x^z))&t)) + 9502868159183708409*((~(~x&(y|z))&~t)|((y&~(x^z))&t)) + 11179844893157303996*((((x&z)|(y&~z))&~t)|((x^(y^z))&t)) + 4471937957262921610*(((y^~(x&(y^z)))&~t)|((~(x|y)|(x^(y^z)))&t)) + 14533798361104495206*((~(x&~z)&~t)|(((x&z)^~(x^(~y&z)))&t)) + 3912945712605056409*((((x|~y)&(x^(y^z)))&~t)|((y|~(x|~z))&t)) + 11738837137815169220*(((z^~(x&~y))&~t)|(~(~x&(~y&z))&t)), x + y
5411044928288135140*((~(x&z)&~t)|(~(y|z)&t)) + 11559959619524652346*((((x&~y)|~(x^(y^z)))&~t)|(~(~x|(~y|z))&t)) + 4673175165339753075*(((y^(~x&(y|z)))&~t)|((z^(x|(y|z)))&t)) + 1475739525896764130*(((~(x|y)|~(x^(y^z)))&~t)|((y^~(x&(~y&z)))&t)) + 1475739525896764128*((((x^y)&(x^z))&~t)|(((x&z)^~(x^(y&z)))&t)) + 9346350330679506152*((~(x&~x)&~t)|(((x&z)^(x^(~y&z)))&t)) + 3689348814741910325*((((x&y)^~(x^(y&z)))&~t)|((~z|(x^y))&t)) + 12543785970122495100*(((y&z)&~t)|(((x|y)&(x^(y^z)))&t)) + 5902958103587056517*(((~(x|y)|~(x^(y^z)))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 8854437155380584774*(((~z&~(x^y))&~t)|((y^~(x&z))&t)) + 1475739525896764131*((~(~x&(y|z))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 4181261990040831700*(((~(x^y)&~(x^z))&~t)|((x^(~y&z))&t)) + 15987178197214944735*((((x|y)&~(y^z))&~t)|(~(x^(y|z))&t)) + 2951479051793528260*(((x^z)&~t)|(((y&~z)^(x|(y^z)))&t)) + 7132741041834359957*((~(y&~z)&~t)|((z^~(x|~y))&t)) + 14757395258967641292*((~(x|y)&~t)|(((x&y)^(x^(y&z)))&t)), x + y
17174554827246823917*(((y^(~x|(y&z)))&~t)|((~x&(~y&z))&t)) + 5088756985850910793*(((x^(~y|z))&~t)|(~(x|y)&t)) + 17174554827246823919*((~(x|(y&z))&~t)|((z^(x&y))&t)) + 6997040855545002337*(((y^(~x|(y&z)))&~t)|(~(x&(y&z))&t)) + 14630176334321368523*(((x|(y^z))&~t)|((y&(x|~z))&t)) + 17174554827246823921*((((x|y)&~(x^(y^z)))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 3816567739388183094*(((y^~(x|(~y&z)))&~t)|(~(x^y)&t)) + 5724851609082274640*(((x|y)&~t)|(~(x^(~y|z))&t)) + 6997040855545002337*(((~(x&y)&(x^(y^z)))&~t)|((z^~(x&(~y|z)))&t)) + 12721892464627276974*((~(x^(y^z))&~t)|((~y|~(x^z))&t)) + 16538460204015460069*((~z&~t)|(((x&z)^(x^(y&z)))&t)) + 12721892464627276977*((~(x^z)&~t)|(((x&z)^(x^(y&z)))&t)) + 8905324725239093883*(((~x&(y&z))&~t)|((y|~z)&t)) + 5724851609082274638*(((z^~(~x|(~y&z)))&~t)|((~(x^y)|(x^z))&t)) + 636094623231363850*((~(~x|(y|z))&~t)|((y^~(~x|(y&z)))&t)) + 5088756985850910792*((~(~x|(y&z))&~t)|(~(y&~z)&t)), x + y
17361641481138401523*((((x&y)^(y|z))&~t)|(~(x|(~y|z))&t)) + 15191436295996101330*((~(x^(~y&z))&~t)|((z^(~x|(y|z)))&t)) + 2*(((x|(y^z))&~t)|((~y&~(x^z))&t)) + 13021231110853801138*(((y^(~x|(y|z)))&~t)|((y^z)&t)) + 11936128518282651042*(((z^(x&y))&~t)|(~(x|~y)&t)) + 6510615555426900572*(((y^~(x|(y^z)))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 17361641481138401524*((~(y|~z)&~t)|((x^z)&t)) + 3255307777713450284*((~(~x&(~y&z))&~t)|(~(x&z)&t)) + 3255307777713450284*(((~x|(~y|z))&~t)|((y^(x|~z))&t)) + 7595718147998050667*((((x&y)|~(x^(y^z)))&~t)|((~z|(x^y))&t)) + 13021231110853801142*(((y^~(x|z))&~t)|(~(x^(~y|z))&t)) + 2170205185142300190*(((x&(y|z))&~t)|((y^(x&~z))&t)) + 10851025925711500951*(((x&(y&z))&~t)|(((x&y)^(x^(~y|z)))&t)) + 9765923333140350854*(((~z|~(x^y))&~t)|((~(x^y)|(x^z))&t)) + 17361641481138401520*((((x&y)|~(y|~z))&~t)|((~(x^y)|(x^z))&t)) + 2170205185142300193*(((~y|(x^z))&~t)|((y|~(x|~z))&t)), x + y
13527612320720337866*(((~(x^y)|~(x^z))&~t)|(~(x|z)&t)) + 12297829382473034415*(((y^(x&(y|z)))&~t)|((y&~z)&t)) + 13527612320720337861*(((z^(~x|(~y&z)))&~t)|((y^~(~x&(~y&z)))&t)) + 11068046444225730966*((~(y|~z)&~t)|((x^(~y|z))&t)) + 15987178197214944741*(((~(x|~y)|(y^z))&~t)|((y^(x&z))&t)) + 7378697629483820654*(((y|~(x^z))&~t)|((z&~(x&y))&t)) + 6148914691236517183*(((~z|(x^y))&~t)|(((x&y)^(y|z))&t)) + 17216961135462248172*((((x&y)^(x^(~y|z)))&~t)|((~x|(~y&z))&t)) + 8608480567731124080*~((y^z)|~x) + 7378697629483820632*((z&~t)|(((x|y)&(x^(y^z)))&t)) + 9838263505978427535*((~(y&~z)&~t)|((y&(x|~z))&t)) + 13527612320720337854*(((x&~z)&~t)|((y^(~x|(y^z)))&t)) + 9838263505978427537*((((x&y)^(x^(y&z)))&~t)|((y&~(x&~z))&t)) + 6148914691236517193*(((~(x|~y)|~(y^z))&~t)|(((x&y)|~(y^z))&t)) + 17216961135462248168*(((y|z)&~t)|(((x&y)^(x^(~y|z)))&t)) + 1229782938247303467*((((x^y)&(x^z))&~t)|((z^(x&~y))&t)), x + y
6148914691236517107*(((~(x&y)&(x^(y^z)))&~t)|(~(x|(y|z))&t)) + 70*(((~(x^y)|~(x^z))&~t)|(~(x|z)&t)) + 12297829382473034365*((((x&z)^~(x^(y&z)))&~t)|((z^~(x&(~y&z)))&t)) + 12297829382473034531*(((y^~(x&(~y&z)))&~t)|((z^~(~x&(y|z)))&t)) + 12297829382473034354*(((z|~(x|y))&~t)|((x^(y&z))&t)) + 6148914691236517276*(((y^(~x|(~y&z)))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 12297829382473034274*(((y|~(x^z))&~t)|(~(x&(y&z))&t)) + 12297829382473034197*(((y^(x|(y|z)))&~t)|((y&(x|~z))&t)) + 41*(((y^(x&(y^z)))&~t)|((y^~(x&(y|z)))&t)) + 12297829382473034653*(((y^(x|(~y&z)))&~t)|(((x&z)|(y&~z))&t)) - 71*(((~x|(~y|z))&~t)|((y^(~x|(y^z)))&t)) + 12297829382473034365*(((z&~(x&~y))&~t)|(((y&z)|(~x&(y|z)))&t)) + 51*(((z^~(x&(y|z)))&~t)|((y|(x^z))&t)) + 12297829382473034359*((~(x&(~y|z))&~t)|(((x&y)^(x^(y&z)))&t)) + 12297829382473034490*(((z|~(x^y))&~t)|(((x^y)|~(x^z))&t)) + 12297829382473034381*((((y&z)^~(~x&(y^z)))&~t)|((z|~(x|y))&t)), x + y
14563219005560172322*(((y^(x&(y^z)))&~t)|(~(~x|(~y|z))&t)) + 3883525068149379289*(((z^(~x|(~y&z)))&~t)|((y^(x|(y&z)))&t)) + 2912643801112034473*(((z^(x&(y|z)))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 7767050136298758579*(((z^~(x&(y&z)))&~t)|((y^(x&z))&t)) + 12621456471485482682*((((x|~y)&(x^(y^z)))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 6796168869261413763*((((x|y)&(x^(y^z)))&~t)|((z^~(x&y))&t)) + 6796168869261413750*((~(x|(~y|z))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 7767050136298758580*((~(x|z)&~t)|((x&(~y|z))&t)) + 16504981539634861957*((((x|~y)&~(y^z))&~t)|((x|~z)&t)) + 7767050136298758578*(((~z|~(x^y))&~t)|((y^(~x|(~y&z)))&t)) + 14563219005560172339*(((~y&~(x^z))&~t)|((x|(~y&z))&t)) + 15534100272597517142*(((y^~(~x&(y&z)))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 16504981539634861985*(((z|(x&~y))&~t)|((y|~(x|~z))&t)) + 3883525068149379282*((y&~t)^z) + 5825287602224068927*(((y|~(x|~z))&~t)|((z|(x&y))&t)) + 8737931403336103395*((((x&~y)|(y^z))&~t)|((x|(~y|z))&t)), x + y
14189803133622732006*(((y&~z)&~t)|(~(x|y)&t)) + 8513881880173639219*(((~(x&~y)&(x^(y^z)))&~t)|((~y&(x^z))&t)) + 7094901566811366001*((((x&z)^(x^(~y&z)))&~t)|((~(x^y)&(x^z))&t)) + 17027763760347278408*(((z^(~x&(y|z)))&~t)|((z^(x|(y&z)))&t)) + 7094901566811366001*(((y^(x|(y|z)))&~t)|((~(x&y)&(y^z))&t)) + 14189803133622732005*((((y&~z)^(x|(y^z)))&~t)|((z^~(~x&(y&z)))&t)) + 4256940940086819566*(((~(x&y)&(y^z))&~t)|((z^~(~x&(y|z)))&t)) + 9932862193535912445*(((z|~(x|~y))&~t)|(~(x&(~y|z))&t)) + 4256940940086819585*(((~(x|~y)|~(x^(y^z)))&~t)|((y&(x|~z))&t)) + 2837960626724546391*((((y&z)|(~x&(y|z)))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 2837960626724546425*(((y^z)&~t)|((x^(~y&z))&t)) + 17027763760347278411*(((y^(~x&(y|z)))&~t)|((~(x&~y)&~(y^z))&t)) + 17027763760347278422*(((z^(x|(~y|z)))&~t)|(~(x&(~y&z))&t)) + 9932862193535912420*((((x&y)^~(x^(~y|z)))&~t)|(((x&y)^(x^(y&z)))&t)) + 4256940940086819587*(((y&(x|z))&~t)|(z&t)) + 15608783446985005225*((~(x^(y^z))&~t)|((z|~(x^y))&t)), x + y
16233134784864405424*(((y^(x|(~y&z)))&~t)|((z^(x|(y|z)))&t)) + 7378697629483820648*((((x&~y)|(y^z))&~t)|((y^~(x&(y^z)))&t)) + 9592306918328966838*(((y^(~x&(y^z)))&~t)|((y^~(x&(y^z)))&t)) + 11068046444225730967*(((y^~(~x&(y^z)))&~t)|((y^~(~x&(~y&z)))&t)) + 14757395258967641293*(((~(x|~y)|~(x^(y^z)))&~t)|(~(y&z)&t)) + 16233134784864405423*(((z^~(x|(y&z)))&~t)|(~(x|(~y&z))&t)) + 2213609288845146192*(((x^(y^z))&~t)|(((x&y)^(y|~z))&t)) + 8116567392432202711*((((x|~y)&(y^z))&~t)|((y^(x|~z))&t)) + 9592306918328966840*((((x|~y)&(y^z))&~t)|((y^(x&(y|z)))&t)) + 4427218577690292389*((((y&z)|(~x&(y|z)))&~t)|((y^(x&(y|z)))&t)) + 7378697629483820647*(((y^(x&~z))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 8116567392432202714*((((x&y)|~(y|z))&~t)|(((x&z)|~(y|z))&t)) + 5165088340638674451*((((x&y)^(y|~z))&~t)|((z^(~x&(y|z)))&t)) + 7378697629483820647*(((z&~(x^y))&~t)|((z^~(x&(y|z)))&t)) + 8854437155380584775*((((x&z)^(x^(~y&z)))&~t)|((z^~(x|~y))&t)) + 7378697629483820647*(((z^(x|(y|z)))&~t)|((x|(y|z))&t)), x + y
7378697629483820648*(((y^~(x&(y|z)))&~t)|(~(x|(~y&z))&t)) - 4*((~(x|(y|z))&~t)|((y^~(~x|(y^z)))&t)) - 2*((~y&~t)|((z^~(~x&(~y|z)))&t)) + 11068046444225730961*(((y^(~x&(y^z)))&~t)|((z&(x^y))&t)) + 11068046444225730974*((((y&~z)|~(x|(~y&z)))&~t)|((x^(y&z))&t)) + 11068046444225730968*((~(~x&(y|z))&~t)|(((x&~y)|~(x^(y^z)))&t)) + 14757395258967641298*(((y^(~x|(~y&z)))&~t)|((y^(x&z))&t)) + 7378697629483820647*((~y&~t)|((y^(x&(~y|z)))&t)) - 3*(((z^(~x|(y&z)))&~t)|((x&(y&z))&t)) - ((~(x&y)&~t)|((y^~(x|(y^z)))&t)) + 11068046444225730969*((~(x^(y|z))&~t)|((z&~(x^y))&t)) + 7378697629483820649*(((~x&(y|z))&~t)|(((x|~y)&(x^(y^z)))&t)) + 7378697629483820647*(((y^(~x&(y^z)))&~t)|((z^~(x&(y|z)))&t)) - 2*((~(y&z)&~t)|(~(~x&(y|z))&t)) + 3*(((x|z)&~t)|((y&z)&t)) + 11068046444225730972*((((x&z)|~(y|z))&~t)|(~(~x&(y^z))&t)), x + y
16538460204015460070*((~(x&y)&~t)|((y&~z)&t)) + 17174554827246823924*((((x|y)&(y^z))&~t)|(~z&t)) + 15266270957552732367*((~(x|(y&z))&~t)|((y^~(~x&(~y&z)))&t)) + 2544378492925455398*((~(x&(y^z))&~t)|((y^~(x&~z))&t)) + 16538460204015460069*((~(x|(y^z))&~t)|((y&~(x&z))&t)) + 12721892464627276971*(((x&~y)&~t)|(~(x&(y|z))&t)) + 4452662362619546944*(((z|~(x|~y))&~t)|((z&(x^y))&t)) + 8905324725239093885*((((x&y)^(x^(~y|z)))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 10177513971701821585*((((x&~y)|~(x^(y^z)))&~t)|(((x|y)&~(x^(y^z)))&t)) + 5724851609082274633*(((x|(~y|z))&~t)|((y^(x&z))&t)) + 5724851609082274641*((~(~x&(y|z))&~t)|((~(x|~y)|(y^z))&t)) + 8269230102007730036*(((y^~(x|z))&~t)|((~(x|y)|(x^(y^z)))&t)) + 1272189246462727699*(((~(x&~y)&~(x^(y^z)))&~t)|((x&z)&t)) + 17810649450478187762*(((y|~(x^z))&~t)|(~(x^(y|z))&t)) + 7633135478776366186*((~(~x|(~y|z))&~t)|((~x|(y&z))&t)) + 1908283869694091551*(((y^~(x&(y&z)))&~t)|(((x^y)|~(x^z))&t)), x + y
(((y^~(x|(~y&z)))&~t)|((z^(x|(~y|z)))&t)) + 7905747460161236407*((~(~x&(y|z))&~t)|((x&~y)&t)) + 10540996613548315209*(((~(x&y)&(y^z))&~t)|((y^~(~x|(~y&z)))&t)) + 5270498306774157604*((~(x&~x)&~t)|((y^(x&(~y|z)))&t)) + 15811494920322472813*(((x&~x)&~t)|((~x|(~y&z))&t)) + 2635249153387078801*(((y^~(x|(y&z)))&~t)|((~(x^y)&~(x^z))&t)) + 15811494920322472814*((((y&~z)|~(~x|(~y&z)))&~t)|((y^(~x&(~y|z)))&t)) + 2635249153387078803*(((z|(x&y))&~t)|((x&z)&t)) + 2635249153387078803*(((z|~(x^y))&~t)|(~(x^z)&t)) + 10540996613548315209*(((~x|(y^z))&~t)|(~(x^(~y|z))&t)) + 15811494920322472813*(((z^~(x&(y|z)))&~t)|((z&(x|~y))&t)) + 10540996613548315210*(((z^~(x|(y&z)))&~t)|(y&t)) + 2635249153387078803*(((z^~(~x&(~y|z)))&~t)|((z&(x|y))&t)) + 2635249153387078802*(((x&(y|z))&~t)|(((y&z)|(x&(y|z)))&t)) + 5270498306774157605*(((x&(~y|z))&~t)|(z&t)) + 2635249153387078803*((((y&~z)|~(~x|(~y&z)))&~t)|((x|(y|z))&t)), x + y
3883525068149379287*((~(x|(~y&z))&~t)|((x&~x)&t)) + 10679693937410793041*(((x&~y)&~t)|((~(x&y)&(x^(y^z)))&t)) + 5825287602224068933*(((z^(x|~y))&~t)|((y^(x|(~y|z)))&t)) + 3883525068149379288*(((z|(x&~y))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 13592337738522827506*(((z&~(x&y))&~t)|(~(x|~z)&t)) + 8737931403336103395*(((y^(~x|(y|z)))&~t)|((~x&(~y|z))&t)) + 12621456471485482684*((~(~x&(~y|z))&~t)|((z^(x&(y|z)))&t)) + 4854406335186724111*(((~z|~(x^y))&~t)|((z^~(~x&(~y|z)))&t)) + 16504981539634861968*(((y^(~x|(y&z)))&~t)|((y^(x&(~y|z)))&t)) + 10679693937410793038*((((x^y)|~(x^z))&~t)|(~(~x|(~y&z))&t)) + 11650575204448137864*(((~x&(~y&z))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 9708812670373448219*((((y&z)^~(x&(y^z)))&~t)|((x&z)&t)) + 9708812670373448219*(((z^~(~x|(y&z)))&~t)|((z&(x|~y))&t)) - 3*(((x^(y^z))&~t)|(((x&~y)|(x^(y^z)))&t)) + 5825287602224068935*((~(~x&(y&z))&~t)|((x|y)&t)) + 7767050136298758578*~((x^t)&~z), x + y
8680820740569200762*(((x|(~y&z))&~t)|(~(x|y)&t)) + 15191436295996101335*(((z^~(x&~y))&~t)|((y^~(x&(y^z)))&t)) + 4340410370284600374*(((z^~(x&(y&z)))&~t)|((y^~(x&(y^z)))&t)) + 13021231110853801144*((((x&y)|~(y^z))&~t)|(((x&z)^(x^(~y&z)))&t)) + 16276538888567251423*((((x&z)|~(y|z))&~t)|((y^(~x|(~y|z)))&t)) + 8680820740569200762*(((z^~(x&(y|z)))&~t)|((z^(~x|(~y&z)))&t)) + 16276538888567251427*(((y^~(x&(~y&z)))&~t)|((y^~(x&(y|z)))&t)) + 6510615555426900571*(((z^(x|(~y|z)))&~t)|(((x&z)|~(y|z))&t)) + 9765923333140350853*(((~x|(y^z))&~t)|(~(x^(~y|z))&t)) + 16276538888567251424*(((~x&(y&z))&~t)|((y^~(x&(y&z)))&t)) + 4340410370284600379*((((y&~z)|~(x|(~y&z)))&~t)|((z^~(x|(~y&z)))&t)) + 11936128518282651049*(((~(x|~y)|~(y^z))&~t)|(~(~x&(y&z))&t)) + 7595718147998050665*(((z^(~x|(~y|z)))&~t)|((z^(x&~y))&t)) + 15191436295996101330*((((x&z)|~(y|z))&~t)|((y^(~x&(y^z)))&t)) + 11936128518282651048*(((y&(x|~z))&~t)|(((x&y)^(x^(y&z)))&t)) + 2170205185142300190*((((x|~y)&(x^(y^z)))&~t)|((z^~(x|(y&z)))&t)), x + y
17027763760347278415*(((y^(~x|(y^z)))&~t)|(~(x|(~y|z))&t)) + 7462785351757140540*((((x&y)|(x^(y^z)))&~t)|(~(x|y)&t)) + 367883784945774535*(((z^~(x&(y&z)))&~t)|((z^(x|(y&z)))&t)) + 420438611366599466*(((~x&(y^z))&~t)|((y^~(x&~z))&t)) + 6884682261128066271*((((x&z)^(x^(y&z)))&~t)|(((x&z)^(x^(~y&z)))&t)) + 7042346740390541073*((((x&~y)|(x^(y^z)))&~t)|(~(x|~y)&t)) + 10826294242689936276*(((~(x|~y)|~(x^(y^z)))&~t)|((y^~(~x&(y|z)))&t)) + 13348925910889533079*(((y^(~x&(y|z)))&~t)|((y^(x&z))&t)) + 14242357960043556945*((~(x&z)&~t)|(((x|y)&(x^(y^z)))&t)) + 14767906224251806280*((~y&~t)|((y&(x|~z))&t)) + 7042346740390541075*(((y&(x^z))&~t)|((z&(x|~y))&t)) + 13611700042993657745*((~(x&(~y|z))&~t)|((~(x^y)|~(x^z))&t)) + 1366425486941448268*(((y^~(~x&(~y|z)))&~t)|((y|~(x|z))&t)) + 18183969941605426947*(((y^(~x|(y|z)))&~t)|((z&~(x&~y))&t)) + 1366425486941448269*((((x&y)^(y|z))&~t)|((z^~(~x|(y&z)))&t)) + 3205844411670320937*(((y^~(x&(y&z)))&~t)|(~(~x&(y^z))&t)), x + y
11068046444225730968*(((z|(x^y))&~t)|((~z&(x^y))&t)) + 3689348814741910328*(((x&(y^z))&~t)|((z^(x|(y|z)))&t)) + 7378697629483820658*(((~x&(y^z))&~t)|((~y&(x^z))&t)) + 3689348814741910319*(((z^(x|(y|z)))&~t)|((~y&~(x^z))&t)) + 3689348814741910309*(((x&(y^z))&~t)|(((x^y)&~(x^z))&t)) + 3689348814741910321*((~(~x|(y|z))&~t)|((y^(x|z))&t)) + 7378697629483820663*(((z^~(x&y))&~t)|((~(x|y)|(y^z))&t)) + 10*(((~(x|y)|~(x^(y^z)))&~t)|((~x&(y&z))&t)) + 6*(((x&~z)&~t)|((~x&(y|z))&t)) - 18*(((~z|~(x^y))&~t)|(~(x&z)&t)) + 13*((~(~x|(~y&z))&~t)|((y^~(~x&(y|z)))&t)) - 6*((((x&y)^(y|~z))&~t)|((~x|(~y&z))&t)) - 6*((((y&z)|(~x&(y|z)))&~t)|((~x|(y^z))&t)) + 11068046444225730963*((((x&z)|~(y|z))&~t)|((z^(x&~y))&t)) + 7378697629483820651*(((y|(x&z))&~t)|(~(x&~y)&t)) + 4*(((y^(x|(~y|z)))&~t)|((y^(x&(y^z)))&t)), x + y
9708812670373448218*(((~(x|y)|~(y^z))&~t)|(((x&y)^~(x^(y&z)))&t)) + 7767050136298758576*((~(x^(y|z))&~t)|((x&(~y&z))&t)) + 5825287602224068931*(((z^~(~x&(y&z)))&~t)|((x&(y^z))&t)) + 17475862806672206789*(((z|(x&y))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 9708812670373448220*(((~(x|y)|~(y^z))&~t)|((x^y)&t)) + 1941762534074689639*((~(x|z)&~t)|(~(x&y)&t)) + 6796168869261413757*((((x|y)&~(y^z))&~t)|((~x|(y^z))&t)) + 10679693937410793042*(((y|(x&z))&~t)|(~(x&(y&z))&t)) + 14563219005560172330*(((x^(y|z))&~t)|(~(~x|(~y&z))&t)) + 8737931403336103395*(((y^(x|(~y&z)))&~t)|((y^~(x&(~y|z)))&t)) + 6796168869261413750*((~(~x|(y|z))&~t)|((y^~(x&z))&t)) + 1941762534074689648*(((z^~(~x&(~y&z)))&~t)|((x^(y^z))&t)) + 15534100272597517152*(((x|(y|z))&~t)|((~z|~(x^y))&t)) + 970881267037344817*((((x&y)|(x^(y^z)))&~t)|((y&z)&t)) + 11650575204448137863*((((x^y)&(x^z))&~t)|((y^(~x&(y^z)))&t)) + 13592337738522827511*((((x&y)|(y^z))&~t)|(((x&~y)|~(y^z))&t)), x + y
15238614669586151342*(((z^~(x|(~y&z)))&~t)|((x&~x)&t)) + 1604064702061700138*((~(x^y)&~t)|(~(x|z)&t)) + 16842679371647851477*(((z^~(x|(~y&z)))&~t)|((z^(~x|(~y|z)))&t)) + 802032351030850072*((~(x|y)&~t)|((z^(x|(y&z)))&t)) + 8020323510308500701*(((x^z)&~t)|(~(~x|(y&z))&t)) + 5614226457215950492*((~(x&z)&~t)|(((x|y)&(y^z))&t)) + 15238614669586151339*(((z^~(~x|(y&z)))&~t)|((y^~(x&~z))&t)) + 3208129404123400276*((((x&z)^~(x^(y&z)))&~t)|(((x&z)^(x^(~y&z)))&t)) + 5614226457215950485*((((x|~y)&~(x^(y^z)))&~t)|(((x&z)^(y|z))&t)) + 4812194106185100425*(((x&~y)&~t)|(~(x^(y^z))&t)) + 10426420563401050911*((~(~x&(y&z))&~t)|(~(x^y)&t)) + 6416258808246800558*(((z^~(x|~y))&~t)|((~(x|~y)|~(y^z))&t)) + 11228452914431900981*(((y^~(x&(~y&z)))&~t)|((z^~(~x|(y&z)))&t)) + 8020323510308500701*((((y&z)|(x&(y|z)))&~t)|((z^~(~x|(y&z)))&t)) + 16040647020617001409*(((~(x&~y)&(y^z))&~t)|((y|(x^z))&t)) + 3208129404123400290*((((x|~y)&~(x^(y^z)))&~t)|((y|(x^z))&t)), x + y
