# 49374 + 3735936685*x
49374*(x&~y) + 18446744073709502242*~(x&y) + 3735887311*x, 49374 + 3735936685*x
17888584621401192500*(x&~y) + 3735936685*(x&y) + 17888584617665255815*~(x&~y) + 17888584617665305189, 49374 + 3735936685*x
18446744073709502242*(x&~y) + 3735986059*x + 18446744073709502242*(x|~y) + 18446744073709502242*y, 49374 + 3735936685*x
6410317545126017633*~(x|y) + 6410317545126017633*~(x|~y) + 12036426524847597298*~x + 18446744069973664305, 49374 + 3735936685*x
16095341304943431329*~(x|y) + 16095341301207544018*~(x|~y) + 2351402768766070913*~x + 3735887311*(x|y), 49374 + 3735936685*x
3735936685*(x&~y) + 18446744069973664305*~(x|~y) + 18446744073709502242*~(x&y) + 3735887311*y, 49374 + 3735936685*x
18446744069973614931*~x + 349335027333564906*~(x&y) + 349335027333564906*(x&y) + 349335023597677595, 49374 + 3735936685*x
11389205009908675009*(x&~y) + 18446744069973614931*~x + 11389205009908675009*~(x&~y) + 11389205006172787698, 49374 + 3735936685*x
16994767143554919627*~x + 1451976930154582615*~(x&y) + 1451976930154582615*(x&y) + 16994767147290856312*x, 49374 + 3735936685*x
5457142022571164536*(x&~y) + 5457142022571213910*(x&y) + 12989602054874274391*x + 18446744073709502242*~(x&~y), 49374 + 3735936685*x
12124234041181726184*~(x|y) + 12124234041181726184*~(x|~y) + 12124234044917662869*x + 12124234041181775558, 49374 + 3735936685*x
18446744069973664305*~(x|y) + 3735887311*~y + 18446744073709502242*~x + 3735887311*(x&y), 49374 + 3735936685*x
5486141042483754722*~x + 10972282088703495503*x + 12960603031225747520*(x|~y) + 12960603031225747520*(x|y), 49374 + 3735936685*x
6931692167036070987*(x&~y) + 6931692163300134302*~x + 6931692167036070987*(x&y) + 6931692163300183676, 49374 + 3735936685*x
17847294774432310889*~x + 17847294778168247574*x + 17847294774432360263, 49374 + 3735936685*x
10637493626529887380*(x&~y) + 10637493622793950695*~x + 7809250450915551547*~(x&y) + 3735887311*(x&y), 49374 + 3735936685*x
18446744073709502242*~(x|y) + 18446744073709502242*(x&~y) + 3735936685*x + 18446744073709502242*y, 49374 + 3735936685*x
4734248319330382529*~(x|y) + 3735936685*(x|~y) + 4734248323066319214*(x|y) + 4734248323066368588, 49374 + 3735936685*x
18446744066237727620*~(x|~y) + 7471823996*(x^y) + 18446744069973614931*~(x&y) + 3735887311*~(x&~y), 49374 + 3735936685*x
3735887311*~y + 18446744066237678246*~(x|~y) + 18446744069973614931*~(x^y) + 7471823996*y, 49374 + 3735936685*x
11207760681*(x&~y) + 18446744069973614931*~y + 18446744069973614931*(x^y) + 3735887311*~(x&~y), 49374 + 3735936685*x
13803832116675859433*~(x|y) + 13803832116675859433*~(x|~y) + 4642911953297755498*~x + 18446744069973664305, 49374 + 3735936685*x
3735887311*(x&~y) + 13775273477695429767*~x + 13775273481431366452*(x&y) + 4671470596014072475*~(x&~y), 49374 + 3735936685*x
6497534166286507919*~x + 6497534170022444604*x + 6497534166286557293, 49374 + 3735936685*x
12051265406460351947*~(x|y) + 6395478663513262984*~x + 6395478667249199669*(x|~y) + 6395478663513312358, 49374 + 3735936685*x
1564460790932260339*~x + 1564460794668197024*x + 1564460790932309713, 49374 + 3735936685*x
14379556552608683826*(x&~y) + 14379556548872747141*~x + 14379556552608683826*(x&y) + 14379556548872796515, 49374 + 3735936685*x
16473360138845888967*~(x|y) + 18446744073709502242*~(x|~y) + 16473360142581825652*x + 1973383934863613275*(x|~y), 49374 + 3735936685*x
18446744069973614931*~(x|y) + 6535423540111828922*~(x|~y) + 6535423543847765607*(x|~y) + 6535423540111878296, 49374 + 3735936685*x
16645216708238142259*~(x|y) + 18446744073709502242*~x + 16645216711974029570*x + 1801527365471409357*(x|~y), 49374 + 3735936685*x
14957353601451585486*~(x|y) + 14957353597715698175*~(x|~y) + 3489390472257916756*~x + 3735887311*(x|y), 49374 + 3735936685*x
17530006536788119137*(x&~y) + 17530006536788069763*~x + 916737536921432479*~(x&y) + 3735887311*x, 49374 + 3735936685*x
15010609745006483929*(x&~y) + 15010609745006533303*(x&y) + 3436134332438954998*x + 18446744073709502242*~(x&~y), 49374 + 3735936685*x
5363236584216946037*~x + 13083507489492556205*~(x&y) + 13083507489492556205*(x&y) + 5363236587952882722*x, 49374 + 3735936685*x
3242555531512942328*~x + 3242555535248879013*x + 3242555531512991702, 49374 + 3735936685*x
1029095322208644104*~(x|y) + 17417648747764970827*~x + 17417648751500907512*(x|~y) + 17417648747765020201, 49374 + 3735936685*x
4346236970831377874*~x + 4346236974567314559*x + 4346236970831427248, 49374 + 3735936685*x
4635308818463043444*(x&~y) + 4635308818462994070*~x + 13811435255246508172*~(x&y) + 3735887311*x, 49374 + 3735936685*x
7403702949353251291*~x + 7403702953089187976*x + 7403702949353300665, 49374 + 3735936685*x
7170350561946276231*~x + 7170350565682212916*x + 7170350561946325605, 49374 + 3735936685*x
17275870855898615835*(x&~y) + 3735936685*(x&y) + 17275870852162679150*~(x&~y) + 17275870852162728524, 49374 + 3735936685*x
1964268054875645970*~(x|~y) + 18446744073709502242*~x + 1964268058611533281*x + 16482476018833905646*(x|y), 49374 + 3735936685*x
18446744073709502242*~y + 3735936685*(x^y) + 7471873370*(x&y) + 18446744069973565557*y, 49374 + 3735936685*x
5560551230424591086*~x + 5560551234160527771*x + 5560551230424640460, 49374 + 3735936685*x
3735887311*(x&~y) + 18446744069973614931*(x^y) + 18446744073709502242*~(x&~y) + 3735936685*(x|y), 49374 + 3735936685*x
2975841323732432379*~x + 2975841327468369064*x + 2975841323732481753, 49374 + 3735936685*x
17188294352818362063*~(x|y) + 17188294356554348122*x + 1258449720891140179*(x|~y) + 18446744073709502242*(x|y), 49374 + 3735936685*x
7333920943657548869*~(x|y) + 7333920943657548869*~(x|~y) + 11112823130051953373*~x + 3735887311*x, 49374 + 3735936685*x
474461782283163815*~(x|y) + 18446744069973614931*~(x|~y) + 474461786019100500*(x|y) + 474461782283213189, 49374 + 3735936685*x
3823992096424163734*~(x|y) + 14622751973549401823*~(x|~y) + 14622751977285338508*(x|~y) + 3823992100160100419*(x|y), 49374 + 3735936685*x
17420830779508469704*~(x&y) + 17420830783244406389*(x&y) + 18446744069973614931*~(x&~y) + 17420830775772582393, 49374 + 3735936685*x
18446744069973664305*~(x|~y) + 18446744073709502242*~(x&y) + 18446744073709502242*y + 3735936685*(x|y), 49374 + 3735936685*x
11930722053709641981*~(x|y) + 11930722057445529292*~(x|~y) + 6516022016263972950*~x + 3735887311*(x|~y), 49374 + 3735936685*x
7598799692910485165*~x + 7598799696646421850*x + 7598799692910534539, 49374 + 3735936685*x
3644890192532683736*~(x|~y) + 3644890196268620421*(x|~y) + 3735936685*(x|y) + 3644890196268669795, 49374 + 3735936685*x
12387222308407504555*(x^y) + 12387222308407504555*~(x^y) + 3735936685*x + 12387222308407553929, 49374 + 3735936685*x
18446744069973614931*~x + 18446744069973664305*(x&y) + 3735887311*(x|~y) + 3735887311*y, 49374 + 3735936685*x
8565382830327371674*~x + 8565382834063308359*x + 8565382830327421048, 49374 + 3735936685*x
12946290593564257729*~(x|~y) + 2750226738204653914*~x + 15696517335504848328*(x|~y) + 2750226741940590599*(x|y), 49374 + 3735936685*x
17902849437566280347*~x + 17902849441302217032*x + 17902849437566329721, 49374 + 3735936685*x
8238943505693534045*(x&~y) + 18446744069973614931*~(x&y) + 8238943501957597360*~(x&~y) + 8238943498221710049, 49374 + 3735936685*x
2042052966856332920*~y + 16404691106853169322*~x + 16404691110589106007*x + 2042052966856332920*y, 49374 + 3735936685*x
3867335763016751403*~(x|y) + 3867335763016751403*~(x|~y) + 3867335766752688088*x + 3867335763016800777, 49374 + 3735936685*x
13216438172865728984*(x&~y) + 13216438172865728984*(x&y) + 5230305904579759317*x + 49374, 49374 + 3735936685*x
15840466455936195507*~x + 2606277614037419424*~(x&y) + 2606277614037419424*~(x&~y) + 2606277610301532113, 49374 + 3735936685*x
735917534048070496*~(x|y) + 735917534048070496*~(x|~y) + 17710826539661431746*~x + 3735887311*x, 49374 + 3735936685*x
3371538111164638914*(x&~y) + 3735936685*x + 3371538111164638914*~(x&~y) + 3371538111164688288, 49374 + 3735936685*x
3735936685*~y + 18446744069973614931*(x^y) + 7471873370*(x|y) + 3735986059, 49374 + 3735936685*x
18446744069973614931*~(x|y) + 8524414379370938709*~(x|~y) + 8524414383106875394*(x|~y) + 8524414379370988083, 49374 + 3735936685*x
3624038418156212377*(x&~y) + 18446744069973614931*~x + 3624038418156212377*~(x&~y) + 3624038414420325066, 49374 + 3735936685*x
3735887311*(x&~y) + 15887233171019981818*~x + 15887233174755918503*(x&y) + 2559510902689520424*~(x&~y), 49374 + 3735936685*x
10112388505032263718*(x&~y) + 10112388497560439722*~x + 8334355572413175209*~(x&y) + 3735887311*~(x&~y), 49374 + 3735936685*x
1531121435123218884*~y + 18446744069973614931*~x + 1531121435123218884*y + 1531121431387331573, 49374 + 3735936685*x
7142841607790359224*~y + 18446744069973614931*~x + 7142841607790359224*y + 7142841604054471913, 49374 + 3735936685*x
1069349074182129911*~x + 1069349077918066596*x + 1069349074182179285, 49374 + 3735936685*x
16191022663160484406*(x&~y) + 3735936685*x + 16191022663160484406*~(x&~y) + 16191022663160533780, 49374 + 3735936685*x
15175063732503571452*~y + 3271680341205930790*~x + 3271680344941867475*x + 15175063732503571452*y, 49374 + 3735936685*x
6187837933290977242*~x + 6187837933291026616*(x&y) + 3735887311*x + 12258906140418525000*~(x&~y), 49374 + 3735936685*x
3205737807483852854*(x&~y) + 15241006269961586073*~(x&y) + 15241006273697522758*(x&y) + 3205737803747916169*~(x&~y), 49374 + 3735936685*x
13372174706412139405*~(x&y) + 13372174710148076090*(x&y) + 18446744069973614931*~(x&~y) + 13372174702676252094, 49374 + 3735936685*x
17412880160756453215*(x&y) + 1033863916689035086*x + 1033863912953098401*~(x&~y) + 1033863912953147775, 49374 + 3735936685*x
7356523367292562219*~x + 7356523371028498904*x + 7356523367292611593, 49374 + 3735936685*x
17314901458801592463*~(x|y) + 1131842611171973094*~(x|~y) + 1131842614907909779*(x|~y) + 17314901462537529148*(x|y), 49374 + 3735936685*x
7381133743307384706*~(x|~y) + 7381133747043321391*(x|~y) + 3735936685*(x|y) + 7381133747043370765, 49374 + 3735936685*x
3735887311*~y + 18446744073709502242*~x + 18446744069973664305*~(x&y) + 3735887311*(x|y), 49374 + 3735936685*x
14843176234161366156*~(x|y) + 3603567839548136086*~x + 3603567843284072771*x + 14843176234161366156*(x|y), 49374 + 3735936685*x
14815405911970392094*~x + 14815405915706328779*x + 14815405911970441468, 49374 + 3735936685*x
9025013219306076178*(x&~y) + 18446744069973614931*~x + 9025013219306076178*~(x&~y) + 9025013215570188867, 49374 + 3735936685*x
9999948685207384227*~(x|y) + 18446744073709502242*~x + 9999948688943271538*x + 8446795388502167389*(x|~y), 49374 + 3735936685*x
14034320881489380108*~x + 9621897693005194659*x + 4412423192220122134*(x|~y) + 4412423192220122134*(x|y), 49374 + 3735936685*x
2894883771061976214*~(x|y) + 2894883774797962273*x + 15551860302647526028*(x|~y) + 18446744073709502242*(x|y), 49374 + 3735936685*x
3735986059*(x&~y) + 18446744069973614931*~y + 18446744073709502242*(x^y) + 3735887311*(x|~y), 49374 + 3735936685*x
10302169389327303375*~x + 10302169393063240060*x + 10302169389327352749, 49374 + 3735936685*x
9724299046451894238*~y + 8722445027257608004*~x + 8722445030993544689*x + 9724299046451894238*y, 49374 + 3735936685*x
7854994823636824517*~x + 10591749250072677725*~(x&y) + 10591749250072677725*(x&y) + 7854994827372761202*x, 49374 + 3735936685*x
15323079454022369705*(x&~y) + 15323079454022369705*(x&y) + 3123664623423118596*x + 49374, 49374 + 3735936685*x
8646889919439139499*~(x|~y) + 8646889923175076184*x + 9799854154270412117*(x|y) + 49374, 49374 + 3735936685*x
2732718779196472242*~(x|y) + 15714025290777142689*~x + 15714025294513079374*(x|~y) + 15714025290777192063, 49374 + 3735936685*x
7471774622*(x&~y) + 18446744073709502242*~x + 18446744069973664305*(x^y) + 3735887311*y, 49374 + 3735936685*x
10752539822076983094*(x&~y) + 13070474162671035382*~(x&y) + 13070474166406972067*x + 5376269911038466860*~(x&~y), 49374 + 3735936685*x
10551085148292132845*~(x|y) + 3947829460840716356*~x + 3947829464576653041*(x|~y) + 14498914612868785886*(x|y), 49374 + 3735936685*x
4489750774942466402*~x + 4489750778678403087*x + 4489750774942515776, 49374 + 3735936685*x
18446744069973614931*~(x|y) + 6384895274282903426*~(x|~y) + 6384895278018840111*(x|~y) + 6384895274282952800, 49374 + 3735936685*x
18446744069973614931*~x + 1615434582761585285*(x^y) + 1615434582761585285*~(x^y) + 1615434579025697974, 49374 + 3735936685*x
8839019852633968320*~x + 8839019852634017694*(x&y) + 3735887311*x + 9607724221075533922*~(x&~y), 49374 + 3735936685*x
4395035419993399856*(x&~y) + 4395035419993350482*~x + 14051708653716151760*~(x&y) + 3735887311*x, 49374 + 3735936685*x
1953669618748101720*(x&~y) + 16493074454961400522*~x + 16493074458697337207*x + 1953669618748101720*~(x&~y), 49374 + 3735936685*x
2502959151921504023*(x&~y) + 18446744073709502242*~x + 2502959151921504023*(x&y) + 15943784925523934904*x, 49374 + 3735936685*x
15666073077573359924*~x + 3735887311*~(x&y) + 15666073085045183920*(x&y) + 2780670992400255007*~(x&~y), 49374 + 3735936685*x
5448521737274046356*~y + 12998222336435455886*~x + 12998222340171392571*x + 5448521737274046356*y, 49374 + 3735936685*x
10930484377535066159*~(x&y) + 10930484381271002844*(x&y) + 18446744069973614931*~(x&~y) + 10930484373799178848, 49374 + 3735936685*x
11229782739125970639*~(x&y) + 11229782742861907324*(x&y) + 18446744069973614931*~(x&~y) + 11229782735390083328, 49374 + 3735936685*x
3488521884199285892*~(x|~y) + 3488521887935271951*x + 18446744073709502242*(x|~y) + 14958222189510216350*(x|y), 49374 + 3735936685*x
6342761054197222687*~(x|y) + 6051991507888171435*~x + 6051991511624108120*(x|~y) + 12394752565821330807*(x|y), 49374 + 3735936685*x
8620547438544278716*~x + 8620547442280215401*x + 8620547438544328090, 49374 + 3735936685*x
3717690144282977191*~x + 3717690148018913876*(x&y) + 14729053925690637740*~(x&~y) + 18446744069973664305, 49374 + 3735936685*x
10296029217901895662*~(x|~y) + 8150714855807606580*~x + 8150714859543543265*x + 10296029217901895662*(x|~y), 49374 + 3735936685*x
18116953856417474455*~(x|~y) + 329790217292027787*~x + 329790221027964472*x + 18116953856417474455*(x|~y), 49374 + 3735936685*x
219307621994240864*~(x|y) + 219307618258353553*~(x|~y) + 18227436451715261378*~x + 3735887311*(x|y), 49374 + 3735936685*x
16852860814579180676*~(x|y) + 1593883255394434255*~x + 1593883259130370940*(x|~y) + 1593883255394483629, 49374 + 3735936685*x
15383451865771082989*~(x|y) + 15383451862035195678*~(x|~y) + 3063292207938419253*~x + 3735887311*(x|y), 49374 + 3735936685*x
558568382471581561*~(x|y) + 18167459880605767806*~x + 18167459884341704491*(x|~y) + 279284193103734436*(x|y), 49374 + 3735936685*x
5064038684376344306*~x + 5064038688112280991*x + 5064038684376393680, 49374 + 3735936685*x
11996843908899602778*~(x|~y) + 18446744073709502242*~x + 11996843912635490089*x + 6449900164809948838*(x|y), 49374 + 3735936685*x
18446744069973614931*~x + 8782261602323464893*~(x&y) + 8782261602323464893*(x&y) + 8782261598587577582, 49374 + 3735936685*x
16424702491097597422*(x&~y) + 18446744069973614931*~(x&y) + 16424702487361660737*~(x&~y) + 16424702483625773426, 49374 + 3735936685*x
1180397701350100380*~(x|y) + 1180397705086086439*x + 17266346372359401862*(x|~y) + 18446744073709502242*(x|y), 49374 + 3735936685*x
15609240077997911788*~x + 15609240081733848473*(x&y) + 2837503991975703143*~(x&~y) + 18446744069973664305, 49374 + 3735936685*x
13376494870606107819*(x&~y) + 18446744069973614931*~x + 13376494870606107819*~(x&~y) + 13376494866870220508, 49374 + 3735936685*x
16048406459876481894*~(x&y) + 16048406463612418579*x + 16048406459876481894*~(x&~y) + 13650068846043461546, 49374 + 3735936685*x
18446744069973614931*~(x|~y) + 3735887311*(x^y) + 3735936685*(x&y) + 18446744073709502242*~(x^y), 49374 + 3735936685*x
11048795285290898673*(x&~y) + 11048795277819074677*~x + 7397948792154540254*~(x&y) + 3735887311*~(x&~y), 49374 + 3735936685*x
3355480312830823318*~(x&y) + 3355480316566760003*x + 3355480312830823318*~(x&~y) + 6710960625661696010, 49374 + 3735936685*x
8406810030080413941*~(x|~y) + 8406810033816350626*(x|~y) + 3735936685*(x|y) + 8406810033816400000, 49374 + 3735936685*x
1515861294570229250*~x + 1515861298306165935*x + 1515861294570278624, 49374 + 3735936685*x
16524188205590918021*(x&~y) + 3735936685*(x&y) + 16524188201854981336*~(x&~y) + 16524188201855030710, 49374 + 3735936685*x
9179444241527997117*~(x&y) + 18358888483056043608*(x&y) + 9267299835917441810*x + 9267299832181505125*~(x&~y), 49374 + 3735936685*x
3735887311*(x&~y) + 2220537408164992069*~x + 2220537411900928754*(x&y) + 16226206665544510173*~(x&~y), 49374 + 3735936685*x
16336937968908823236*~(x|~y) + 16336937972644809295*x + 18446744073709502242*(x|~y) + 2109806104800679006*(x|y), 49374 + 3735936685*x
5187968547126942762*~x + 5187968550862879447*x + 5187968547126992136, 49374 + 3735936685*x
11360230912863850527*~y + 18446744069973614931*~x + 11360230912863850527*y + 11360230909127963216, 49374 + 3735936685*x
18352221441076363681*~(x|y) + 18352221444812300366*x + 94522632633187935*(x|~y) + 49374, 49374 + 3735936685*x
12383429907690248012*(x&~y) + 12383429903954311327*~x + 6063314166019303604*~(x&y) + 18446744069973664305, 49374 + 3735936685*x
4220388629658944000*(x&~y) + 16336549758880054929*~(x&y) + 16336549762615991614*x + 2110194314829447313*~(x&~y), 49374 + 3735936685*x
16045186484930187043*(x&~y) + 2401557592515251884*~(x&y) + 2401557596251188569*(x&y) + 16045186481194250358*~(x&~y), 49374 + 3735936685*x
1432602133700765545*~(x|~y) + 18446744069973614931*~x + 1432602133700765545*(x|~y) + 1432602129964878234, 49374 + 3735936685*x
15417705101016800721*(x&~y) + 3735936685*x + 15417705101016800721*~(x&~y) + 15417705101016850095, 49374 + 3735936685*x
11703157333922361015*~x + 6743586739787141227*(x^y) + 6743586739787141227*~(x^y) + 11703157337658297700*x, 49374 + 3735936685*x
18446744069973614931*~x + 14031554865509080320*(x^y) + 14031554865509080320*~(x^y) + 14031554861773193009, 49374 + 3735936685*x
17923262295467636917*~x + 523481774505978014*~(x&y) + 523481774505978014*~(x&~y) + 523481770770090703, 49374 + 3735936685*x
9093967534855817968*~x + 13899760306281617945*~(x&y) + 4546983771163820982*x + 13899760306281617945*~(x&~y), 49374 + 3735936685*x
1724169787637953394*~(x|y) + 18446744069973614931*~(x|~y) + 1724169791373890079*(x|y) + 1724169787638002768, 49374 + 3735936685*x
4347886773891143773*~(x|y) + 18446744073709502242*~(x|~y) + 4347886777627080458*x + 14098857299818358469*(x|~y), 49374 + 3735936685*x
17686592253754297786*~(x|y) + 760151816219267771*~(x|~y) + 760151819955204456*(x|~y) + 17686592257490234471*(x|y), 49374 + 3735936685*x
7849132710624643763*~(x|~y) + 10597611359348971168*~x + 10597611363084907853*(x|y) + 10597611359349020542, 49374 + 3735936685*x
10898558027494235956*~x + 10898558031230172641*x + 10898558027494285330, 49374 + 3735936685*x
15673873805033210186*(x&~y) + 15673873805033160812*~x + 2772870268676341430*~(x&y) + 3735887311*x, 49374 + 3735936685*x
118464307759688132*~x + 18328279765949814110*(x^y) + 18328279765949814110*~(x^y) + 118464311495624817*x, 49374 + 3735936685*x
16956433215975001394*~x + 1490310853998613537*~(x&y) + 1490310853998613537*~(x&~y) + 1490310850262726226, 49374 + 3735936685*x
2917514536509830160*~x + 2917514540245766845*x + 2917514536509879534, 49374 + 3735936685*x
10576834491103683873*~x + 10576834494839620558*x + 10576834491103733247, 49374 + 3735936685*x
5089973498783148509*~(x|~y) + 18446744073709502242*~x + 5089973502519035820*x + 13356770574926403107*(x|y), 49374 + 3735936685*x
854473668517236472*~(x|y) + 18446744073709502242*~x + 854473672253123783*x + 17592270405192315144*(x|~y), 49374 + 3735936685*x
17442748464520651427*~(x&y) + 17442748468256588112*x + 17442748464520651427*~(x&~y) + 16438752855331800612, 49374 + 3735936685*x
170535445369306149*~(x|~y) + 18446744073709502242*~x + 170535449105193460*x + 18276208628340245467*(x|y), 49374 + 3735936685*x
13562182716707340931*~(x|y) + 4884561357002161311*~x + 4884561360738097996*x + 13562182716707340931*(x|y), 49374 + 3735936685*x
2238927548388700792*(x&~y) + 16207816525320801450*~x + 16207816529056738135*x + 2238927548388700792*~(x&~y), 49374 + 3735936685*x
18446744069973614931*~(x|y) + 17157945642957378717*~(x|~y) + 17157945646693315402*(x|~y) + 17157945642957428091, 49374 + 3735936685*x
10295542320550272239*~x + 10295542324286208924*(x|~y) + 10295542324286208924*(x|y) + 2144340571126978921, 49374 + 3735936685*x
1962528715435644831*~x + 1962528719171581516*x + 1962528715435694205, 49374 + 3735936685*x
9918278597635708576*~x + 9918278601371645261*x + 9918278597635757950, 49374 + 3735936685*x
18446744073709502242*~(x|y) + 229327745226632608*~(x|~y) + 229327748962569293*x + 18217416328482869634*(x|y), 49374 + 3735936685*x
3735887311*~y + 18446744073709502242*~(x|~y) + 7471823996*(x&y) + 18446744069973614931*~(x^y), 49374 + 3735936685*x
10098984182106960735*~(x|y) + 10098984185842946794*x + 8347759891602541507*(x|~y) + 18446744073709502242*(x|y), 49374 + 3735936685*x
14593516619457232489*~(x|~y) + 14593516623193218548*x + 18446744073709502242*(x|~y) + 3853227454252269753*(x|y), 49374 + 3735936685*x
14114656699010520652*~x + 4332087370963094279*~(x&y) + 4332087370963094279*~(x&~y) + 4332087367227206968, 49374 + 3735936685*x
7406498451205120113*~x + 7406498454941056798*x + 7406498451205169487, 49374 + 3735936685*x
11181603773979361188*~x + 11181603777715297873*x + 11181603773979410562, 49374 + 3735936685*x
441089231730574522*(x&~y) + 18005654841978977094*~(x&y) + 18005654845714913779*x + 18005654841979026468, 49374 + 3735936685*x
17323980298673203901*~(x|y) + 18446744073709502242*~(x|~y) + 17323980302409140586*x + 1122763775036298341*(x|~y), 49374 + 3735936685*x
4357429458470771208*~x + 14089314611502843723*~(x&y) + 14089314611502843723*~(x&~y) + 14089314607766956412, 49374 + 3735936685*x
10985470198969577085*(x&~y) + 3735936685*(x&y) + 10985470195233640400*~(x&~y) + 10985470195233689774, 49374 + 3735936685*x
6273591134457861788*(x&~y) + 6273591134457911162*(x&y) + 12173152942987577139*x + 18446744073709502242*~(x&~y), 49374 + 3735936685*x
3715473502498530545*~x + 3715473506234467230*x + 3715473502498579919, 49374 + 3735936685*x
12864366943684172340*~x + 12864366947420109025*x + 12864366943684221714, 49374 + 3735936685*x
4190789556127358558*~(x|y) + 4190789559863245869*~(x|~y) + 14255954513846256373*~x + 3735887311*(x|~y), 49374 + 3735936685*x
7130501815853549318*(x&~y) + 18446744069973614931*~x + 7130501815853549318*~(x&~y) + 7130501812117662007, 49374 + 3735936685*x
8465330678389799202*~x + 9981413395319703040*~(x&y) + 9981413395319703040*(x&y) + 8465330682125735887*x, 49374 + 3735936685*x
18446744073709502242*~(x|y) + 1579744570045727521*~(x|~y) + 1579744573781664206*x + 16866999503663774721*(x|y), 49374 + 3735936685*x
18446744069973614931*~(x|y) + 9076475844807686420*~(x|~y) + 9076475848543623105*(x|~y) + 9076475844807735794, 49374 + 3735936685*x
8895737517162593073*~x + 8895737520898529758*x + 8895737517162642447, 49374 + 3735936685*x
16119334246935584150*(x&~y) + 3735936685*(x&y) + 16119334243199647465*~(x&~y) + 16119334243199696839, 49374 + 3735936685*x
8505877177542961360*~(x|~y) + 8505877181278898045*(x|~y) + 3735936685*(x|y) + 8505877181278947419, 49374 + 3735936685*x
16376799590371029616*~x + 16376799594106966301*x + 16376799590371078990, 49374 + 3735936685*x
2930413929158628746*(x&~y) + 18446744069973614931*~(x&y) + 2930413925422692061*~(x&~y) + 2930413921686804750, 49374 + 3735936685*x
5561378800334992432*~x + 15666054673542030713*~(x&y) + 2780689403903408214*x + 15666054673542030713*~(x&~y), 49374 + 3735936685*x
10560696307887700147*~x + 10560696311623636832*x + 10560696307887749521, 49374 + 3735936685*x
18316518015358071814*~x + 18316518019094008499*x + 18316518015358121188, 49374 + 3735936685*x
16834704498095919401*~x + 16834704501831856086*x + 16834704498095968775, 49374 + 3735936685*x
8647485362211313248*~x + 8647485365947249933*x + 8647485362211362622, 49374 + 3735936685*x
9016093982570228415*~(x|~y) + 9016093986306165100*(x|~y) + 3735936685*(x|y) + 9016093986306214474, 49374 + 3735936685*x
4188910392042974631*~(x|y) + 14257833681666527611*~x + 14257833685402464296*x + 4188910392042974631*(x|y), 49374 + 3735936685*x
9760982123408842555*~y + 18446744069973614931*~x + 9760982123408842555*y + 9760982119672955244, 49374 + 3735936685*x
16471414500313416337*(x&~y) + 16471414496577479652*~x + 1975329573396135279*~(x&y) + 18446744069973664305, 49374 + 3735936685*x
6475088868747757861*(x&~y) + 6475088868747757861*(x&y) + 11971655208697730440*x + 49374, 49374 + 3735936685*x
6486042829808743710*~x + 6486042833544680395*x + 6486042829808793084, 49374 + 3735936685*x
5112637384552890235*(x&~y) + 18446744073709502242*~x + 5112637384552890235*(x&y) + 13334106692892548692*x, 49374 + 3735936685*x
1846039570941037728*~x + 1846039574676974413*x + 1846039570941087102, 49374 + 3735936685*x
2586633453965360768*~y + 3735936685*x + 2586633453965360768*y + 2586633453965410142, 49374 + 3735936685*x
2084794852799364480*(x&~y) + 18446744073709502242*~x + 2084794852799364480*(x&y) + 16361949224646074447*x, 49374 + 3735936685*x
17848373988163436671*~(x|y) + 18446744069973614931*~(x|~y) + 17848373991899373356*(x|y) + 17848373988163486045, 49374 + 3735936685*x
1349264709102300599*~x + 1349264712838237284*x + 1349264709102349973, 49374 + 3735936685*x
18446744069973614931*~(x|y) + 16472646460165394308*~(x|~y) + 16472646463901330993*(x|~y) + 16472646460165443682, 49374 + 3735936685*x
16578626220557224177*(x&~y) + 3735936685*x + 16578626220557224177*~(x&~y) + 16578626220557273551, 49374 + 3735936685*x
10984844328690690832*(x&~y) + 18446744069973614931*~(x&y) + 10984844324954754147*~(x&~y) + 10984844321218866836, 49374 + 3735936685*x
11280391227769566921*~x + 11280391231505503606*x + 11280391227769616295, 49374 + 3735936685*x
4581591240573032474*~(x|~y) + 18446744073709502242*~x + 4581591244308919785*x + 13865152833136519142*(x|y), 49374 + 3735936685*x
3299038858668780680*(x&~y) + 3299038854932843995*~x + 3299038858668780680*(x&y) + 3299038854932893369, 49374 + 3735936685*x
1668795143728497506*(x&~y) + 1668795139992560821*~x + 16777948929981054110*~(x&y) + 18446744069973664305, 49374 + 3735936685*x
12652120377823105211*(x&~y) + 12652120370351281215*~x + 5794623699622333716*~(x&y) + 3735887311*~(x&~y), 49374 + 3735936685*x
13894022103532592043*(x&~y) + 3735936685*x + 13894022103532592043*~(x&~y) + 13894022103532641417, 49374 + 3735936685*x
17532615621481004268*~x + 17532615621481053642*(x&y) + 3735887311*x + 914128452228497974*~(x&~y), 49374 + 3735936685*x
2675362466916225891*(x&~y) + 15771381606793325725*~(x&y) + 15771381610529262410*x + 15771381606793375099, 49374 + 3735936685*x
1965578732484498836*~(x|y) + 1965578732484498836*~(x|~y) + 1965578736220435521*x + 1965578732484548210, 49374 + 3735936685*x
4515094505354111054*~x + 4515094509090047739*x + 4515094505354160428, 49374 + 3735936685*x
17156590147762390812*~(x|~y) + 17156590151498327497*x + 1290153925947160804*(x|y) + 49374, 49374 + 3735936685*x
