# 49374 + 3735936685*(x^y)
18446744066237678246*~(x|z) + 18446744069973614931*(z^~(~x&(~y&z))) + 14943697366*~(x|~y) + 18446744069973614931*~(x^(y^z)) + 18446744069973614931*~(~x|(y^z)) + 18446744069973614931*((x|~y)&(x^(y^z))) + 14943697366*(x|~y) + 18446744066237678246*(z|(x&y)), 49374 + 3735936685*(x^y)
18446744069973614931*(~(x^y)&(x^z)) + 18446744069973614931*~y + 7471823996*(x^(y&z)) + 18446744069973614931*(y&~(x^z)) + 7471823996*~(x^(y&z)) + 18446744069973614931*(y^~(x|z)), 49374 + 3735936685*(x^y)
3735986059*~(y|~z) + 3735936685*((x&y)^(y|~z)) + 3735936685*(x^(y&z)) + 18446744069973565557*(~y|(x^z)) + 18446744073709502242*(z^~(x|~y)), 49374 + 3735936685*(x^y)
44830993350*(x&(~y&z)) + 18446744062501790935*((x&z)^~(x^(y&z))) + 18679535303*((x&z)^(x^(~y&z))) + 14943647992*((x|y)&(x^(y^z))) + 18446744055029966939*(x&(y|z)) + 11207711307*(~(x&~y)&~(y^z)) + 22415471988*(z&~(x&~y)) + 18446744043822255632*(z|(x&~y)), 49374 + 3735936685*(x^y)
18446744069973565557*~(~x|(~y|z)) + 3735887311*((x&y)^(y|~z)) + 7471823996*~x + 3735936685*(x^(y&z)) + 7471823996*(x&(y&z)) + 3735887311*((y&~z)^(x|(y^z))) + 18446744066237727620*~(x&(y^z)) + 18446744069973614931*(z|~(x|y)), 49374 + 3735936685*(x^y)
16397105842467182034*(y^~(~x&(~y&z))) + 4099276466220675849*(y^~(~x&(y|z))) + 4099276458748802479*((y&~z)^(~x|(y^z))) + 14347467611224763078*(z^~(x&(y&z))) + 16397105842467182034*~(x^z) + 10248191152475960599*((x&~y)|(x^(y^z))) + 4099276462484739164*((x&y)|~(y|~z)) + 10248191152475960599*(y^(x&~z)), 49374 + 3735936685*(x^y)
7471873370*((x^y)&~(x^z)) + 3735986059*(z^~(x&~y)) + 14943894862*(z^~(~x|(~y&z))) + 18446744066237579498*(~y|(x^z)) + 18446744066237579498*((x^y)|(x^z)) + 3735936685*((x|~y)&~(y^z)) + 18446744066237628872*(x&(y|z)) + 3735936685*(y&(x|z)), 49374 + 3735936685*(x^y)
18446744073709518700*(y^(x|(~y|z))) + 49374*~(x|~y) + 3735903769*(x^y) + 18446744073709535158*((x&y)|~(y|z)) + 32916*((y&~z)|~(~x|(~y&z))) + 18446744073709535158*(~(x|y)|(x^(y^z))) + 16458*(z^~(x&(y|z))) + 18446744073709485784*y, 49374 + 3735936685*(x^y)
18446744069973614931*(z^(x|(y&z))) + 3735936685*((x^y)&(x^z)) + 3735887311*(z^~(~x&(y|z))) + 18446744069973614931*(y^~(x|(~y&z))) + 3735936685*((x&y)|~(y|z)) + 3735887311*(x&z) + 18446744066237727620*~(y^z) + 3735887311*(~(x|~y)|~(y^z)), 49374 + 3735936685*(x^y)
6148914689991204977*~z + 6148914686255268292*(~y&~(x^z)) + 12297829383718297265*~y + 12297829379982409954*((x|~y)&(y^z)) + 6148914686255268292*((x|~y)&~(y^z)) + 12297829383718346639*(z^~(x|(~y&z))) + 6148914686255218918*y + 12297829391190220009*~(~x&(~y&z)), 49374 + 3735936685*(x^y)
3735936685*~(x|y) + 18446744069973614931*(x&(y^z)) + 18446744069973614931*(x^(~y|z)) + 14757395259714818755*(~(x|~y)|~(x^(y^z))) + 14757395263450755440*(y^(x&(~y|z))) + 11068046441984149209*(~(x|y)|(x^(y^z))) + 11068046445720085894*(x|(~y|z)) + 14757395259714818755*(y|z), 49374 + 3735936685*(x^y)
18446744073709502242*~(x|(~y|z)) + 18446744069973614931*~(x|y) + 3735936685*(y^(x|(y&z))) + 3735887311*((x^y)&(x^z)) + 18446744069973614931*x + 3735887311*(y^(~x|(~y&z))), 49374 + 3735936685*(x^y)
14757395258220444081*(z^(x|y)) + 18446744073709502242*(y^~(~x&(y|z))) + 18446744066237628872*(x&y) + 3689348815489107535*(z^(~x&(y|z))) + 11068046450203259290*x + 3689348811753121476*((x&y)|~(y|~z)) + 11068046442731336546*(~(x|~y)|(x^(y^z))) + 7378697634714151755*(y|~(x|~z)), 49374 + 3735936685*(x^y)
18446744069973614931*~(x|~z) + 3735986059*(y^(x|(y^z))) + 18446744073709502242*(~(x|y)|~(x^(y^z))) + 18446744069973614931*(y^~(x&(y&z))) + 18446744073709502242*(z|~(x|~y)) + 98748*~(x&~z) + 3735837937*(~x|(~y|z)), 49374 + 3735936685*(x^y)
6148914693727125204*(~(x&y)&(x^(y^z))) + 12297829383718363097*~(x|~y) + 12297829383718313723*(~(x|~y)|~(x^(y^z))) + 6148914689991188519*(x^(~y&z)) + 6148914689991188519*(~(x&~y)&~(y^z)) + 3735936685*((x&y)^(x^(y&z))) + 6148914689991188519*(z|(x^y)), 49374 + 3735936685*(x^y)
12297829383718297265*(~z&~(x^y)) + 3735936685*~(~x|(y&z)) + 6148914697463028973*(~(x&y)&(y^z)) + 12297829372510585958*((x|~y)&(y^z)) + 18446744066237727620*((x|y)&(x^(y^z))) + 3735887311*(x&(~y|z)) + 6148914689991204977*(~(x|y)|~(y^z)) + 12297829387454233950*(y|(x^z)), 49374 + 3735936685*(x^y)
3735936685*~(~x|(y|z)) + 18446744073709452868*~(y|z) + 49374*(z^~(x&(~y&z))) + 49374*((x&y)^(y|~z)) + 3735887311*(y^(x&(y|z))) + 18446744073709502242*~(x&(y&z)) + 18446744073709502242*(y&(x|~z)), 49374 + 3735936685*(x^y)
18446744073709452868*~(x|y) + 18446744073709502242*((x|y)&(y^z)) + 3735887311*(z&(x^y)) + 18446744069973713679*(~(x|~y)|~(x^(y^z))) + 18446744066237727620*(x&(y&z)) + 49374*(x^(y^z)) + 3735887311*~(x^z) + 3735837937*(y|(x&~z)), 49374 + 3735936685*(x^y)
3735887311*~(x&y) + 18446744069973565557*(x&y) + 3735936685*(x&(y|z)) + 3735936685*(y^(x&~z)) + 18446744069973614931*(~x|(~y|z)), 49374 + 3735936685*(x^y)
18446744073709502242*((x&z)^~(y&~z)) + 3735986059*(y^~(~x&(~y|z))) + 3735837937*(y^(x&z)) + 49374*(~(x|~y)|(y^z)) + 3735936685*(z^(~x|(~y&z))) + 18446744073709502242*((y&~z)^(x|(y^z))) + 18446744069973614931*(y|~(x^z)), 49374 + 3735936685*(x^y)
12297829379982409954*~(~x|(y|z)) + 12297829383718346639*((y&z)^~(~x&(y^z))) + 12297829379982409954*(y^~(x&~z)) + 3735887311*~(x&(y|z)) + 6148914693727141662*(y^~(~x&(~y|z))) + 6148914693727092288*(x&(y|z)) + 6148914689991204977*~(y^z) + 6148914689991204977*(y^~(x|(y&z))), 49374 + 3735936685*(x^y)
13176245766935386958*~z + 7905747460161222300*~x + 5270498306774164658*~(x^(~y&z)) + 2635249157122994327*(x^y) + 7905747460161222300*((y&~z)|~(~x|(~y&z))) + 7905747460161222300*(y^~(x&(y&z))) + 5270498306774164658*~(y&~z) + 15811494920322444600*(z|~(x^y)), 49374 + 3735936685*(x^y)
7471922744*(z^(x|(y&z))) + 18446744073709502242*(z^~(x&~y)) + 18446744062501642813*(y^(x|z)) + 3735936685*~(x|~z) + 7471873370*((y&~z)^(x|(y^z))) + 18446744066237678246*((x&y)|~(y|~z)) + 18446744058765656754*(y&(x|z)) + 14943845488*(y|(x&z)), 49374 + 3735936685*(x^y)
18446744073709502242*((x&y)^~(x^(y&z))) + 3735986059*(z^~(~x&(~y|z))) + 18446744073709502242*(z&(x^y)) + 18446744069973565557*(y|~(x|~z)) + 3736035433*(y^(x&(y^z))) + 18446744073709452868*(y^~(~x|(y&z))), 49374 + 3735936685*(x^y)
18446744066237579498*(y&~z) + 3735887311*((x^y)&~(x^z)) + 18446744073709502242*(~(x&y)&~(y^z)) + 7471972118*(y^(x&(~y|z))) + 18446744069973565557*(z^~(~x|(~y&z))) + 3735936685*(z^~(~x|(y&z))) + 18446744069973565557*((x&y)^(x^(y&z))), 49374 + 3735936685*(x^y)
18446744073709452868*~(x|(~y|z)) + 49374*(z^(~x|(y|z))) + 49374*~(x|y) + 18446744073709502242*(y^~(x&(y^z))) + 3735936685*(y^~(~x&(y|z))) + 3735986059*(z|(x&y)) + 18446744069973516183*(z|~(x^y)), 49374 + 3735936685*(x^y)
6148914689991188519*((x&~y)|(y^z)) + 18446744069973614931*((y&~z)|~(x|(~y&z))) + 6148914693727125204*((x&z)^~(y&~z)) + 3735936685*(y^(x|(~y&z))) + 6148914689991188519*((x|~y)&(x^(y^z))) + 12297829387454250408*(y|~(x^z)) + 18446744069973614931*(z|~(x|y)), 49374 + 3735936685*(x^y)
3735986059*(y&(x^z)) + 49374*(z^~(~x&(~y|z))) + 18446744073709502242*(~(x|~y)|~(x^(y^z))) + 49374*(y&~(x^z)) + 18446744069973614931*(y^(~x&(y^z))) + 18446744073709452868*(y|(x^z)) + 3735936685*(z|(x^y)), 49374 + 3735936685*(x^y)
18446744069973664305*(~(x&~y)&~(x^(y^z))) + 3735887311*~(x&z) + 18446744069973614931*~(x^y) + 3735887311*((x&y)|~(x^(y^z))), 49374 + 3735936685*(x^y)
1088445181801094653*~(~x|(y|z)) + 18446744066237727620*~(~x|(y&z)) + 17358298903116168270*((x&y)^~(x^(~y|z))) + 2176890352394527373*(y^z) + 17358298899380231585*(~(x|y)|~(x^(y^z))) + 18446744069973614931*(y^(~x&(~y|z))) + 17358298899380231585*((x&y)|(y^z)) + 1088445178065207342*((x&y)|~(x^(y^z))), 49374 + 3735936685*(x^y)
15308885822659596038*~(x|(y|z)) + 1234614086652613863*(~x&(y|z)) + 2469228165833403730*x + 17212129990792825064*(x|~y) + 18446744069973614931*(y|~(x|~z)) + 12839657660562128993*(x|y) + 4372472333966632756*~(~x&(~y&z)), 49374 + 3735936685*(x^y)
3735887311*~(~x|(~y|z)) + 18446744069973664305*(~x&(~y&z)) + 18446744069973565557*~(x|y) + 3735936685*(~x|(y^z)) + 18446744069973614931*((x&z)|(y&~z)) + 3735936685*(y^(~x|(y^z))) + 3735887311*(z|(x^y)) + 18446744069973614931*(z|~(x^y)), 49374 + 3735936685*(x^y)
3735936685*(~(x&y)&(x^(y^z))) + 3735887311*~(x|(y^z)) + 18446744073709502242*(x|(y^z)) + 18446744069973614931*(~(x|y)|~(y^z)) + 3735936685*((x&y)^(x^(y&z))), 49374 + 3735936685*(x^y)
3735936685*(~z&(x^y)) + 8310178792755669203*((y&z)^~(x&(y^z))) + 10136565280953833039*(y^(x|(~y|z))) + 3735887311*(z&(x^y)) + 10136565280953783665*(x&y) + 8310178792755718577*(x&(y|z)), 49374 + 3735936685*(x^y)
18134255971816057506*((y&z)^~(x&(y^z))) + 3735986059*((x^y)&~(x^z)) + 18134255971816057506*~(x|(y^z)) + 312488105629430795*((x^y)&(x^z)) + 18446744073709502242*(y^(x&(y|z))) + 18134255971816057506*~(~x&(~y|z)) + 18134255971816057506*(x|(~y&z)) + 624976203786938846*~(~x&(y&z)), 49374 + 3735936685*(x^y)
18446744069973664305*(x&(y&z)) + 18446744073709502242*~(x^y) + 3735887311*(y^~(~x|(y&z))), 49374 + 3735936685*(x^y)
3735887311*~z + 18446744062501790935*((x^y)&(x^z)) + 3735936685*((x&~y)|~(x^(y^z))) + 18679584677*(x&(~y|z)) + 18446744055029966939*~(x^(y|z)) + 18446744062501790935*((y&~z)^(x|(y^z))) + 11207711307*(z|~(x^y)), 49374 + 3735936685*(x^y)
3735887311*~(~x|(~y|z)) + 6254355971437110958*((x&z)^(y|z)) + 12192388102272440658*((x&y)^(y|z)) + 18446744069973614931*x + 3735936685*(y&~(x&~z)) + 18446744066237678246*(~x|(y&z)) + 12192388102272440658*~(x&(~y&z)) + 6254355978908934954*(~x|(~y|z)), 49374 + 3735936685*(x^y)
15811494921923574429*(x^(y|z)) + 7905747462829755557*(y^(x&z)) + 15811494918187637744*(z&~(x&y)) + 5270498303571905000*(y^~(x|(y^z))) + 10540996614615732744*~(x^z) + 5270498307307841685*(x|~y) + 15811494921923574429*((x^y)|~(x^z)), 49374 + 3735936685*(x^y)
6148914689991221435*((y&z)^~(x&(y^z))) + 12297829383718330181*(x^z) + 18446744069973614931*((x|~y)&(x^(y^z))) + 6148914693727158120*((y&~z)^(x|(y^z))) + 6148914689991172061*(y^(~x|(~y&z))) + 12297829379982442870*(z|~(x|y)) + 12297829387454217492*(~x|(~y|z)), 49374 + 3735936685*(x^y)
3689348811005934139*(z^(x|(y&z))) + 11068046444225711220*~(x|(y^z)) + 11068046444225711220*(x^(y|z)) + 3689348814741920198*(z^(x&(y|z))) + 3735936685*(y^(x|(~y&z))) + 7378697629483791022*(z^~(x&(~y|z))) + 7378697625747854337*(z&(x|y)) + 3689348818477856883*(x|(y&z)), 49374 + 3735936685*(x^y)
49374*(y^(x|(y&z))) + 3735887311*(x^y) + 18446744073709502242*~(~x&(y&z)), 49374 + 3735936685*(x^y)
3735936685*(y^(x|(~y|z))) + 3735936685*(y^~(~x|(~y&z))) + 18446744069973614931*((x&y)^(y|z)) + 18446744069973614931*(y^~(x&(y|z))) + 3735936685*(~(x|y)|~(y^z)) + 18446744069973614931*~(x&(y^z)) + 3735936685*(y|z) + 49374, 49374 + 3735936685*(x^y)
7471873370*(x^(y&z)) + 3735936685*~(x&y) + 3735936685*(z^(~x|(~y&z))) + 3735936685*((x&y)|(y^z)) + 3735936685*~(x&(y^z)) + 11207859429, 49374 + 3735936685*(x^y)
3689348813994732861*(x&~z) + 3689348817730620172*(y^~(x&(~y&z))) + 7378697631725353033*~(x|(y^z)) + 14757395255978882070*(y&(x|~z)) + 11068046445720085894*x + 14757395263450755440*(y&~(x&~z)) + 7378697624253529037*((x&y)^(x^(~y|z))) + 7378697631725353033*(y|z), 49374 + 3735936685*(x^y)
49374*(y&~(x&z)) + 7471774622*(x^(~y|z)) + 18446744062501790935*~(x^(y|z)) + 11207711307*~(~x&(~y|z)) + 3735936685*(y^(~x|(~y&z))) + 3735936685*((x|y)&~(y^z)) + 3735887311*(y&~(x&~z)) + 18446744062501790935*(y|(x^z)), 49374 + 3735936685*(x^y)
6148914686255284750*(~(x&y)&(x^(y^z))) + 6148914697463045431*(y^(x|z)) + 12297829383718330181*(~x&(~y|z)) + 12297829383718379555*~(~x|(~y&z)) + 6148914689991172061*((x&y)|~(y|z)) + 12297829379982393496*((x&y)|~(y|~z)) + 6148914693727108746*(y|(x&~z)), 49374 + 3735936685*(x^y)
12297829387454266866*(y^~(~x&(y^z))) + 6148914686255284750*(z^~(~x&(y&z))) + 12297829376246506185*((x|~y)&~(y^z)) + 12297829379982393496*(~(x^y)|~(x^z)) + 7471823996*(y|~z) + 6148914689991221435*(z^~(x|(y&z))) + 6148914693727108746*~(y&~z), 49374 + 3735936685*(x^y)
13274131453310649248*(y^(x|z)) + 5172612616662916309*((x&~y)|(y^z)) + 15860437767246061804*(z^(x&(y|z))) + 2586306310199426497*(z&(x^y)) + 18446744066237628872*(y^~(x|z)) + 2586306310199426497*~(x&(y^z)) + 15860437770981998489*~(~x&(~y&z)), 49374 + 3735936685*(x^y)
7471823996*(~(x&y)&(x^(y^z))) + 18446744069973614931*((y&z)^~(x&(y^z))) + 3735936685*~(x|(y^z)) + 18446744069973664305*(z^(x&~y)) + 18446744073709502242*(y^~(x|(y&z))) + 3735887311*((x&y)^(x^(y&z))), 49374 + 3735936685*(x^y)
6148914693727125204*(y^(x|(y&z))) + 18446744069973614931*(y^~(x&(y|z))) + 12297829383718313723*((y&z)|(~x&(y|z))) + 12297829383718363097*~(x&(y^z)) + 6148914689991237893*z + 6148914689991188519*~(x&~z) + 3735887311*(x|(~y|z)), 49374 + 3735936685*(x^y)
18446744069973565557*(~(x&y)&(y^z)) + 3735936685*(~(x|y)|~(x^(y^z))) + 7471873370*(y^(x&~z)) + 18446744066237628872*((x&y)|~(y^z)) + 18446744069973614931*(z^(x&~y)) + 18446744069973614931*(z|~(x^y)) + 7471873370*(x|(~y|z)), 49374 + 3735936685*(x^y)
18446744069973664305*(z^(~x|(y&z))) + 14943647992*~y + 18446744058765854250*(y^~(x&~z)) + 11207760681*(z^(x&y)) + 7471823996*(x&z) + 18446744069973664305*(y^~(x|z)) + 7471774622*(y|~(x|z)) + 18446744062501790935*(z|(x&~y)), 49374 + 3735936685*(x^y)
18446744069973664305*(y^(x|(~y|z))) + 18446744073709502242*((x&y)^(y|z)) + 18446744062501741561*(y^~(x|(~y&z))) + 3735936685*(y^~(x|(y^z))) + 3735887311*~(~x&(y&z)) + 3735936685*((x&y)|~(x^(y^z))) + 18446744069973664305*z + 3735887311*~(y&~z), 49374 + 3735936685*(x^y)
18446744066237727620*~(~x|(y|z)) + 7471823996*(x&~y) + 3735887311*~(x|(~y&z)) + 18446744073709502242*(y^(~x|(~y&z))) + 3735887311*(~(x|~y)|(x^(y^z))) + 18446744069973664305*~(x&~z), 49374 + 3735936685*(x^y)
18446744066237678246*~(~x|(~y|z)) + 18446744058765854250*~(x|(y&z)) + 3735887311*~(y|~z) + 11207760681*(~x|(y^z)) + 7471823996*(y&(x|~z)) + 3735887311*~(y^z) + 18446744062501790935*((y&z)|(x&(y|z))), 49374 + 3735936685*(x^y)
49374*(~z&~(x^y)) + 18446744069973565557*~(x&z) + 3735887311*(y^(x&(~y|z))) + 3735986059*((x^y)|(x^z)) + 18446744073709502242*(y^(~x|(~y&z))) + 3735936685*~(y^z) + 18446744069973614931*(x|(y&z)), 49374 + 3735936685*(x^y)
18446744073709502242*(z^(~x|(y&z))) + 49374*(y^(x|(~y|z))) + 3735837937*(x^y) + 18446744073709403494*(y^(~x&(y|z))) + 49374*(x&z) + 18446744073709502242*(~x|(y&z)) + 98748*(y|~(x|~z)), 49374 + 3735936685*(x^y)
18446744069973614931*((x&y)^~(x^(~y|z))) + 18446744066237678246*~(x|(y^z)) + 18446744069973664305*(z^(x&(~y|z))) + 3735986059*(y^~(~x&(y|z))) + 7471774622*~(x&y) + 3735887311*((x&z)|~(y|z)) + 18446744066237727620*(~y|~(x^z)) + 3735887311*(y|(x^z)), 49374 + 3735936685*(x^y)
18446744073709452868*~(x|(y|z)) + 18446744066237727620*(~x&(y^z)) + 18446744069973664305*(y^~(x&(y^z))) + 18446744066237776994*(~y&~(x^z)) + 7471823996*(y^(x|(~y|z))) + 3735887311*(~x|(y^z)) + 18446744073709502242*(x|(~y&z)), 49374 + 3735936685*(x^y)
18446744069973565557*(y^~(x&(~y&z))) + 7471873370*((y&z)^~(x&(y^z))) + 18446744069973614931*((x&y)|(y^z)) + 18446744069973614931*(y|~z) + 3735936685*(x|(y&z)) + 3735887311*(y|(x&z)), 49374 + 3735936685*(x^y)
7471823996*(y^(~x|(~y|z))) + 18679634051*((y&~z)^(~x|(y^z))) + 18446744062501790935*(~y|(x^z)) + 18446744066237678246*((x^y)|(x^z)) + 18446744069973614931*~(x^(y|z)) + 11207760681*((x&z)^~(x^(~y&z))) + 18446744051293980880*((x&y)^(x^(~y|z))) + 14943697366*(z^~(~x|(y&z))), 49374 + 3735936685*(x^y)
1652711438871032144*(~z&(x^y)) + 6148914693727141662*(y^(x&(y|z))) + 12297829383718346639*(y^(x|(y^z))) + 13950540818853442098*(y^(~x&(y^z))) + 4496203254856109518*(y|(x^z)) + 12297829383718346639*~(~x&(y^z)) + 12297829383718396013, 49374 + 3735936685*(x^y)
6148914689991237893*(~z&(x^y)) + 12297829379982426412*((x&y)^~(x^(y&z))) + 3735887311*(y^~(~x&(y^z))) + 3735887311*((x&y)^(y|~z)) + 12297829379982426412*((x&y)|~(y|z)) + 6148914693727075830*(y^~(x&(~y|z))) + 6148914686255350582*(~(x|~y)|~(y^z)) + 12297829387454201034*(y|(x&~z)), 49374 + 3735936685*(x^y)
13892196916395807849*((x&z)^~(y&~z)) + 4554547164785567763*(y^~(~x&(y|z))) + 9109094318363374845*(y^(~x&(y|z))) + 13892196920131744534*(y^~(x|~z)) + 13892196912659871164*(x&z) + 4554547161049680452*((x|y)&~(y^z)) + 13892196916395807849*((x&z)^(x^(y&z))) + 18446744066237678246*~(x&(~y&z)), 49374 + 3735936685*(x^y)
18446744069973614931*(z^(x|(y&z))) + 3735887311*(z^~(~x|(~y&z))) + 18446744073709502242*(x&(y&z)) + 18446744069973664305*(y^(~x&(y|z))) + 3735887311*((x&y)|(x^(y^z))) + 18446744073709502242*(z^~(x|(~y&z))) + 49374*((x&~y)|(x^(y^z))), 49374 + 3735936685*(x^y)
12297829387454299782*(y^~(~x&(~y|z))) + 12297829383718363097*~(x^(y^z)) + 3735936685*((x&y)^(y|z)) + 18446744069973565557*(~y|(x^z)) + 12297829387454299782*(z^~(x&(y&z))) + 12297829379982377038*~(x^(~y|z)) + 12297829379982377038*(y|~(x|z)), 49374 + 3735936685*(x^y)
3735936685*(y^(x|(y&z))) + 3735887311*~(~x|(y&z)) + 18446744069973614931*(y^(~x|(~y&z))) + 7471823996*((x&y)^(x^(~y|z))) + 18446744069973664305*(~(x|y)|~(y^z)) + 18446744073709502242*~(x&(y^z)), 49374 + 3735936685*(x^y)
14757395258967680792*(y^~(x&(~y&z))) + 11068046444225711220*(~(x&y)&(x^(y^z))) + 14757395255231694733*(y^(~x|(y&z))) + 3689348814741920198*~(x^(~y&z)) + 3689348818477807509*~(x&(y&z)) + 7378697629483791022*((x|~y)&~(y^z)) + 11068046444225711220*(z|~(x|y)), 49374 + 3735936685*(x^y)
18446744062501790935*((x&y)^~(x^(~y|z))) + 11207810055*(z&(x^y)) + 11207711307*(~(x&y)&~(x^(y^z))) + 7471823996*((x&y)|~(y|z)) + 11207760681*~(x^(~y|z)) + 18446744055029966939*(z^~(x|y)) + 18446744069973614931*(z|(x&~y)) + 3735887311*(y|z), 49374 + 3735936685*(x^y)
18446744069973614931*(y^(~x|(y&z))) + 3735887311*~(x&(y|z)) + 3735936685*(~x|(~y&z)) + 3735887311*(z^(~x&(~y|z))) + 3735887311*(z|~(x|~y)) + 18446744062501840309*~(x&~z) + 3735887311*(~x|(y|z)), 49374 + 3735936685*(x^y)
12297829383718346639*(x&~z) + 6148914689991204977*~y + 6148914697463078347*(z&(x^y)) + 6148914686255317666*~(x^(y^z)) + 3735887311*(~(x|y)|~(x^(y^z))) + 12297829383718346639*(x|(y^z)) + 6148914693727092288*~(~x&(~y&z)) + 18446744069973614931*(z|(x&y)), 49374 + 3735936685*(x^y)
18446744069973614931*~(x|z) + 6148914689991221435*~(x|~z) + 6148914693727108746*(z^~(~x&(~y|z))) + 6148914693727108746*(~(x&y)&~(x^(y^z))) + 12297829376246456811*~(~x|(y^z)) + 7471873370*((x|y)&(x^(y^z))) + 12297829379982393496*(y^~(x|~z)) + 12297829383718330181*(y^(~x|(y^z))), 49374 + 3735936685*(x^y)
12297829376246489727*(~(x^y)&(x^z)) + 6148914689991188519*(y^~(x&(y^z))) + 12297829379982426412*~(x|~z) + 7471823996*((x|y)&~(x^(y^z))) + 6148914682519364523*(z^(~x&(~y|z))) + 6148914701198949200*(y^~(x&(y&z))) + 3735887311*(y&~(x&~z)) + 6148914686255301208*((x&y)^(x^(y&z))), 49374 + 3735936685*(x^y)
18446744069973664305*(~x&(y&z)) + 3735936685*(y^~(~x&(~y|z))) + 18446744073709502242*(z^(x&y)) + 18446744069973614931*((x|~y)&~(y^z)) + 3735887311*(~(x|~y)|~(y^z)), 49374 + 3735936685*(x^y)
49374*(y^(x|(y|z))) + 16458*~x + 3735953143*(z&(x^y)) + 16458*(y^~(~x&(y&z))) + 18446744073709502242*(z^~(~x|(~y&z))) + 18446744069973631389*(y&z) + 3735953143*(y^(x&~z)) + 18446744073709469326*(~x|(~y|z)), 49374 + 3735936685*(x^y)
18446744066237628872*~(x|z) + 18446744069973614931*(z^(x|(~y|z))) + 11207810055*(y^(~x|(~y|z))) + 3735936685*((x&z)^(y|z)) + 7471873370*(y&(x|z)) + 11207810055*(y^~(~x|(y&z))) + 18446744069973614931*(y|(x&z)) + 18446744058765755502*(x|z), 49374 + 3735936685*(x^y)
7471873370*(~x&(y^z)) + 18446744066237628872*((y&z)^~(x&(y^z))) + 18446744073709502242*((x|~y)&~(x^(y^z))) + 3735936685*~(x|(~y&z)) + 3735986059*(z&(x^y)) + 18446744062501692187*(z^(~x&(~y|z))) + 14943845488*((x&z)|~(y|z)) + 18446744069973516183*((x&y)^(x^(y&z))), 49374 + 3735936685*(x^y)
3735986059*~(x|(y&z)) + 18446744069973516183*(~(x&y)&~(y^z)) + 18446744073709502242*~(x|~y) + 3736035433*(y^~(~x|(~y&z))) + 3735936685*(y^~(~x&(~y|z))) + 18446744073709502242*~(~x&(~y|z)) + 3736035433*(y&z) + 18446744069973516183*((y&z)|(~x&(y|z))), 49374 + 3735936685*(x^y)
22415521362*(~x&(y^z)) + 14943647992*((x|~y)&~(x^(y^z))) + 18446744062501790935*(~y|(x^z)) + 18446744058765854250*(~y|~(x^z)) + 18446744069973614931*(y|~z) + 3735887311*(z^(x&~y)) + 18446744058765854250*(z^~(x|y)) + 29887394732*((x&~y)|~(y^z)), 49374 + 3735936685*(x^y)
7471922744*(y^z) + 3735887311*~(x&y) + 18446744069973614931*(~(x|y)|~(x^(y^z))) + 3735936685*(z^(~x&(y|z))) + 18446744066237628872*((x&y)|(y^z)) + 49374*(y&~(x&~z)) + 7471873370*(y&(x|z)) + 18446744069973565557*y, 49374 + 3735936685*(x^y)
3735986059*(~z&(x^y)) + 7471873370*~(x|y) + 7471922744*(y&(x^z)) + 18446744066237628872*~(x&(~y|z)) + 3735887311*(y^(x&(~y|z))) + 3735936685*((x&y)^(y|z)) + 18446744069973614931*(z^~(~x|(~y&z))) + 18446744073709502242*~(~x|(y^z)), 49374 + 3735936685*(x^y)
18446744069973614931*(~y&(x^z)) + 18446744069973614931*~(x|(y&z)) + 18446744073709502242*(y^(x|(y|z))) + 3735936685*(x^(y|z)) + 3735936685*~(x&(~y|z)) + 18446744069973565557*(z^~(x&(y&z))) + 7471922744*(z^~(x&(y|z))) + 18446744069973565557*(z^~(x|(y&z))), 49374 + 3735936685*(x^y)
18446744073709535158*((x&z)^(y|z)) + 18446744073709535158*~(x&y) + 18446744069973598473*(y^~(x|(~y&z))) + 18446744073709535158*((y&~z)^(x|(y^z))) + 3735920227*~(~x&(~y&z)), 49374 + 3735936685*(x^y)
3735986059*~(~x|(y&z)) + 18446744066237628872*(y^(x|(~y|z))) + 18446744069973565557*(z^(x&(y|z))) + 7471873370*(y^(x|~z)) + 18446744073709502242*~(~x&(~y|z)) + 18446744062501692187*((x&~y)|~(y^z)) + 11207859429*(~x|(~y|z)), 49374 + 3735936685*(x^y)
4566173743671425717*~(x|z) + 13880570333774013210*~(x|(y&z)) + 10775771475387700043*((x|y)&(y^z)) + 7670972598321851573*(~(x|y)|(y^z)) + 7670972609529562880*(y^~(~x&(y&z))) + 15341945211587301764*(y^(~x&(y|z))) + 10775771467915876047*~(~x&(y|z)) + 10775771467915876047*(y^~(x|(y&z))), 49374 + 3735936685*(x^y)
18446744062501840309*((y&z)^~(~x&(y^z))) + 3735887311*((x&z)^(y|z)) + 3735887311*((x&~y)|~(x^(y^z))) + 18446744066237727620*(y^~(x|(~y&z))) + 18446744069973614931*(z&~(x^y)) + 14943598618*~(~x&(y|z)) + 18446744069973664305*(x|(y&z)), 49374 + 3735936685*(x^y)
7471873370*(y^~(~x&(~y|z))) + 18446744069973614931*(y^(x|(y^z))) + 18446744069973664305*((x&~y)|~(y^z)) + 18446744073709502242*((x&y)|~(x^(y^z))) + 49374*~(x&~z) + 3735837937*(~x|(~y|z)), 49374 + 3735936685*(x^y)
