# 49374 + 3735936685*(x^y)
11045209123311650142*~y + 3735936685*(x^y) + 11045209123311650142*y + 11045209123311699516, 49374 + 3735936685*(x^y)
3735936685*(x^y) + 49374*(x&y) + 18446744073709502242*(x|~y) + 18446744073709502242*y, 49374 + 3735936685*(x^y)
3735936685*~y + 7471873370*~(x|~y) + 18446744069973614931*~x + 49374, 49374 + 3735936685*(x^y)
14350328481093585680*(x^y) + 14350328477357648995*~(x^y) + 14350328477357698369, 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 11952386749529277314*~(x&y) + 11952386745793340629*(x&y) + 11952386745793390003, 49374 + 3735936685*(x^y)
18446744073709502242*~(x|y) + 18446744069973614931*x + 18446744069973614931*y + 7471823996*(x|y), 49374 + 3735936685*(x^y)
1045334853459135370*(x&~y) + 17401409227722240242*~(x|~y) + 17401409223986303557*(x|~y) + 1045334849723198685*~(x&~y), 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 1550216574049536941*~(x&y) + 1550216570313600256*(x&y) + 1550216570313649630, 49374 + 3735936685*(x^y)
10449021637424629836*~(x|y) + 10449021641160566521*(x^y) + 7997722436284872406*~(x&y) + 18446744073709502242*(x&y), 49374 + 3735936685*(x^y)
7471823996*~x + 11207760681*x + 18446744066237678246*(x|~y) + 18446744069973614931*y, 49374 + 3735936685*(x^y)
14206736791606982232*(x^y) + 14206736787871045547*~(x^y) + 14206736787871094921, 49374 + 3735936685*(x^y)
2539238218479433875*(x^y) + 2539238214743497190*~(x^y) + 2539238214743546564, 49374 + 3735936685*(x^y)
5359923796435829239*~(x&y) + 5359923796435829239*(x&y) + 18446744069973614931*~(x^y) + 5359923792699941928, 49374 + 3735936685*(x^y)
17108857333637476639*~(x&y) + 17108857333637476639*(x&y) + 18446744069973614931*~(x^y) + 17108857329901589328, 49374 + 3735936685*(x^y)
49374*~(x|~y) + 18446744073709502242*~x + 18446744069973614931*(x&y) + 3735887311*(x|y), 49374 + 3735936685*(x^y)
3735936685*~(x|~y) + 18446744069973664305*(x&y) + 3735887311*x + 18446744073709502242*~(x&~y), 49374 + 3735936685*(x^y)
1382182800425590653*(x^y) + 1382182796689653968*~(x^y) + 1382182796689703342, 49374 + 3735936685*(x^y)
9914782588144254143*(x&~y) + 9914782588144254143*~(x|~y) + 8531961489301184784*(x^y) + 18446744073709502242*~(x^y), 49374 + 3735936685*(x^y)
3127933596119322549*(x&~y) + 3127933596119322549*~(x|~y) + 3127933592383385864*~(x^y) + 3127933592383435238, 49374 + 3735936685*(x^y)
8620407643767640416*~(x|~y) + 18446744069973614931*~(x^y) + 8620407643767640416*(x|~y) + 8620407640031753105, 49374 + 3735936685*(x^y)
8863393165192976996*~(x|y) + 18446744069973614931*(x&y) + 8863393168928913681*(x|y) + 8863393165193026370, 49374 + 3735936685*(x^y)
17073704333460744776*~(x|~y) + 1373039743984743525*(x^y) + 1373039740248806840*~(x&~y) + 1373039740248856214, 49374 + 3735936685*(x^y)
12091916498185559016*(x&~y) + 12091916498185509642*~(x|~y) + 6354827579259929285*(x^y) + 18446744073709502242*(x|~y), 49374 + 3735936685*(x^y)
8709134529602338018*(x&~y) + 3735887311*(x^y) + 8709134529602288644*~(x^y) + 9737609544107213598*(x|~y), 49374 + 3735936685*(x^y)
12836097568450213664*(x&~y) + 12836097568450213664*~(x|~y) + 5610646508995274637*(x^y) + 49374, 49374 + 3735936685*(x^y)
4338205936622146274*(x^y) + 4338205932886209589*~(x^y) + 4338205932886258963, 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 17664779369206030353*~(x&y) + 17664779365470093668*(x&y) + 17664779365470143042, 49374 + 3735936685*(x^y)
13174202753825901237*(x^y) + 13174202750089964552*(x|~y) + 13174202750089964552*~(x&~y) + 7901661426470426862, 49374 + 3735936685*(x^y)
18446744069973614931*(x&y) + 3735936685*x + 18446744069973614931*(x|~y) + 18446744069973664305, 49374 + 3735936685*(x^y)
1473778328774905449*(x&~y) + 16972965748670533478*(x^y) + 16972965744934596793*~(x^y) + 1473778328774905449*~(x&~y), 49374 + 3735936685*(x^y)
49374*~(x|~y) + 3735887311*~(x&y) + 3735887311*y + 18446744069973614931*~(x&~y), 49374 + 3735936685*(x^y)
16724178023811620768*(x&~y) + 16724178023811620768*~(x|~y) + 1722566053633818159*(x^y) + 18446744073709502242*~(x^y), 49374 + 3735936685*(x^y)
15805454670477801277*~(x|~y) + 15805454663005977281*~(x^y) + 3735887311*(x|~y) + 2641289406967637650*~(x&~y), 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 3735936685*~(x|~y) + 18446744073709502242*~x + 18446744073709502242*x, 49374 + 3735936685*(x^y)
18446744073709502242*~(x|y) + 13776146395812540752*(x^y) + 13776146392076604067*(x&y) + 4670597681632898175*(x|y), 49374 + 3735936685*(x^y)
9014847749698899341*~(x|y) + 3735887311*~(x&y) + 9014847753434786652*(x&y) + 9431896320274715590*~(x^y), 49374 + 3735936685*(x^y)
3735887311*(x&~y) + 3735936685*~x + 3735936685*y + 18446744069973565557*~(x&~y), 49374 + 3735936685*(x^y)
9397679515234077974*~(x|y) + 9397679518970014659*(x^y) + 9049064558475424268*~(x&y) + 18446744073709502242*(x&y), 49374 + 3735936685*(x^y)
11192935560315166767*(x^y) + 7253808517130321534*~(x&y) + 7253808517130321534*(x|y) + 7253808517130370908, 49374 + 3735936685*(x^y)
14885981366473144223*(x^y) + 14885981362737207538*~(x^y) + 14885981362737256912, 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 4500509092849936241*~(x&y) + 4500509089113999556*(x&y) + 4500509089114048930, 49374 + 3735936685*(x^y)
17386728389939000543*(x^y) + 17386728386203063858*~(x^y) + 17386728386203113232, 49374 + 3735936685*(x^y)
10465642249663403643*(x^y) + 10465642245927466958*(x&y) + 7981101827782084658*(x|y) + 49374, 49374 + 3735936685*(x^y)
17134268372202041484*(x^y) + 17134268368466104799*~(x^y) + 17134268368466154173, 49374 + 3735936685*(x^y)
13449713095263837349*~(x&y) + 13449713091527900664*(x&y) + 3735936685*(x|y) + 13449713095263886723, 49374 + 3735936685*(x^y)
11255052004033881879*~(x|y) + 11255052007769769190*(x^y) + 7191692069675669737*~(x&y) + 18446744073709502242*~(x^y), 49374 + 3735936685*(x^y)
18446744073709502242*~y + 3735936685*~(x|~y) + 18446744069973565557*y + 3735936685*(x|y), 49374 + 3735936685*(x^y)
2521687749994546860*~(x|~y) + 15925056327450941441*(x^y) + 15925056323715004756*~(x&~y) + 15925056323715054130, 49374 + 3735936685*(x^y)
528921292397381860*(x^y) + 18446744073709502242*~(x&y) + 528921288661395801*(x&y) + 17917822785048106441*(x|y), 49374 + 3735936685*(x^y)
6431801840410572274*~(x|~y) + 6007471120385401669*(x^y) + 12439272957060037258*(x|~y) + 6007471116649464984*~(x&~y), 49374 + 3735936685*(x^y)
13163771563457569380*(x&~y) + 13163771559721632695*~(x^y) + 5282972510251982236*(x|~y) + 18446744069973664305, 49374 + 3735936685*(x^y)
14109809263375822406*(x&~y) + 4336934814069616521*(x^y) + 4336934810333679836*~(x^y) + 14109809263375822406*~(x&~y), 49374 + 3735936685*(x^y)
7964001799765413352*(x^y) + 7964001796029476667*(x&y) + 10482742277680074949*(x|y) + 49374, 49374 + 3735936685*(x^y)
1345348277671613427*~(x|~y) + 18446744069973614931*~(x^y) + 1345348277671613427*(x|~y) + 1345348273935726116, 49374 + 3735936685*(x^y)
13696193405575549409*~x + 3735936685*(x^y) + 13696193405575549409*x + 13696193405575598783, 49374 + 3735936685*(x^y)
1493563330772636986*(x&~y) + 16953180750408738626*~(x|~y) + 16953180746672801941*(x|~y) + 1493563327036700301*~(x&~y), 49374 + 3735936685*(x^y)
1508645229067064484*~(x|~y) + 16938098848378423817*(x^y) + 16938098844642487132*~(x&~y) + 16938098844642536506, 49374 + 3735936685*(x^y)
17055985166067559531*(x^y) + 1390758911377879396*~(x&y) + 1390758911377879396*(x&y) + 17055985162331622846*~(x^y), 49374 + 3735936685*(x^y)
17624156612084829203*(x^y) + 17624156608348892518*(x&y) + 822587465360659098*(x|y) + 49374, 49374 + 3735936685*(x^y)
7471873370*(x&~y) + 18446744069973614931*x + 3735936685*y + 49374, 49374 + 3735936685*(x^y)
18446744069973565557*~(x|y) + 18446744073709502242*~(x|~y) + 3735936685*~(x&y) + 18446744073709502242*x, 49374 + 3735936685*(x^y)
838508305462929974*(x^y) + 18446744073709502242*~(x&y) + 838508301726943915*(x&y) + 17608235771982558327*(x|y), 49374 + 3735936685*(x^y)
887411623193916735*~(x|y) + 3735887311*(x^y) + 887411623193916735*(x&y) + 17559332450515585507*~(x^y), 49374 + 3735936685*(x^y)
4109094357723792724*~(x|~y) + 14337649719721646203*(x^y) + 14337649715985709518*~(x^y) + 4109094357723792724*(x|~y), 49374 + 3735936685*(x^y)
9014399333677952402*(x^y) + 9014399329942015717*(x|~y) + 9014399329942015717*~(x&~y) + 18028798659884080808, 49374 + 3735936685*(x^y)
13422762985542399163*~(x|y) + 3735936685*(x^y) + 13422762985542399163*(x|y) + 13422762985542448537, 49374 + 3735936685*(x^y)
3735887311*~(x|~y) + 18446744069973664305*~x + 3735887311*~(x&y) + 18446744073709502242*~(x^y), 49374 + 3735936685*(x^y)
16986363650737582976*(x^y) + 15525983220293790340*~(x^y) + 1460380426707855951*(x|~y) + 1460380426707855951*~(x&~y), 49374 + 3735936685*(x^y)
15620353000944883255*~y + 2826391076500555672*(x^y) + 2826391072764618987*~(x^y) + 15620353000944883255*y, 49374 + 3735936685*(x^y)
14145163330045433050*(x^y) + 14145163326309496365*~(x^y) + 14145163326309545739, 49374 + 3735936685*(x^y)
9664470842350819615*~(x&y) + 9664470838614882930*~(x^y) + 9664470842350819615*(x|y) + 882197607256200303, 49374 + 3735936685*(x^y)
18446744073709502242*~(x|y) + 10964888339861454938*(x^y) + 10964888336125518253*(x&y) + 7481855737583983989*(x|y), 49374 + 3735936685*(x^y)
8440028518684197109*~(x|y) + 8440028518684197109*(x&y) + 10006715551289417822*~(x^y) + 18446744069973664305, 49374 + 3735936685*(x^y)
15805707327190886881*~(x|y) + 3735887311*~(x&y) + 15805707330926774192*(x&y) + 2641036742782728050*~(x^y), 49374 + 3735936685*(x^y)
10013988832881409435*(x&~y) + 10013988825409585439*~(x^y) + 8432755244564029492*(x|~y) + 3735887311*~(x&~y), 49374 + 3735936685*(x^y)
8080105632877788869*~y + 10366638444567650058*(x^y) + 10366638440831713373*~(x^y) + 8080105632877788869*y, 49374 + 3735936685*(x^y)
18446744069973565557*~y + 3735936685*~x + 18446744066237628872*y + 7471873370*(x|y), 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 49374*~y + 3735887311*~(x&y) + 18446744073709502242*(x|~y), 49374 + 3735936685*(x^y)
18254219470841314059*(x^y) + 18254219467105377374*~(x^y) + 18254219467105426748, 49374 + 3735936685*(x^y)
15189271553001850890*~(x|~y) + 15189271549265914205*~(x^y) + 3257472520707700726*~(x&~y) + 18446744069973664305, 49374 + 3735936685*(x^y)
11003485526663552404*~y + 18446744069973614931*~(x^y) + 11003485526663552404*y + 11003485522927665093, 49374 + 3735936685*(x^y)
11473419299430444673*(x^y) + 11473419295694507988*~(x^y) + 11473419295694557362, 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 18446744069973614931*~y + 3735936685*~(x&y) + 49374, 49374 + 3735936685*(x^y)
18015201105785656337*~(x|~y) + 18015201098313832341*~(x^y) + 3735887311*(x|~y) + 431542971659782590*~(x&~y), 49374 + 3735936685*(x^y)
11899744894313494647*(x^y) + 11899744890577557962*~(x^y) + 11899744890577607336, 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 1616524484773305319*~(x|~y) + 1616524481037368634*(x|~y) + 1616524481037418008, 49374 + 3735936685*(x^y)
14877581823593852992*(x^y) + 11308419566006330372*~(x^y) + 3569162253851585935*(x|~y) + 3569162253851585935*~(x&~y), 49374 + 3735936685*(x^y)
421820998405674045*(x^y) + 18024923079039814256*~(x&y) + 18024923079039814256*(x|y) + 18024923079039863630, 49374 + 3735936685*(x^y)
17047565535324314015*(x^y) + 17047565531588377330*~(x^y) + 17047565531588426704, 49374 + 3735936685*(x^y)
3735887311*(x&~y) + 2442553378742876974*~(x|~y) + 2442553375006940289*~(x^y) + 16004190698702561953*~(x&~y), 49374 + 3735936685*(x^y)
12561143397335216811*(x^y) + 12561143393599280126*~(x^y) + 12561143393599329500, 49374 + 3735936685*(x^y)
263658316094729583*~(x|y) + 263658319830666268*(x^y) + 263658316094729583*(x&y) + 263658316094778957, 49374 + 3735936685*(x^y)
18446744069973664305*~(x|y) + 3735887311*~y + 3735936685*~(x|~y) + 18446744073709502242*~(x&~y), 49374 + 3735936685*(x^y)
9002162067770250640*(x^y) + 9444582009675188287*~(x&y) + 9444582009675188287*(x&y) + 9002162064034313955*~(x^y), 49374 + 3735936685*(x^y)
1411116353931805805*~(x|y) + 3735936685*~(x&y) + 1411116357667742490*(x|y) + 1411116357667791864, 49374 + 3735936685*(x^y)
18446744073709452868*(x&~y) + 18446744073709502242*~x + 3735986059*(x^y) + 18446744073709502242*y, 49374 + 3735936685*(x^y)
6377836316333219457*(x&~y) + 3735936685*~(x|~y) + 6377836312597282772*~(x&~y) + 6377836312597332146, 49374 + 3735936685*(x^y)
10664514717287897474*(x^y) + 10664514713551960789*~(x^y) + 10664514713552010163, 49374 + 3735936685*(x^y)
9646319302493986898*(x&~y) + 9646319302493986898*~(x|~y) + 8800424774951452029*(x^y) + 18446744073709502242*~(x^y), 49374 + 3735936685*(x^y)
4556183837776465310*(x^y) + 4556183834040528625*~(x^y) + 4556183834040577999, 49374 + 3735936685*(x^y)
17417853781794490436*~(x^y) + 1028890288179124495*(x|~y) + 1028890288179124495*~(x&~y) + 1028890284443237184, 49374 + 3735936685*(x^y)
5294564178391292262*(x^y) + 5294564174655355577*~(x^y) + 5294564174655404951, 49374 + 3735936685*(x^y)
3770746945292411685*~(x&y) + 7541493886848936059*(x&y) + 14675997128417090557*~(x^y) + 14675997132153027242*(x|y), 49374 + 3735936685*(x^y)
13253983414550775125*(x^y) + 13253983410814838440*~(x^y) + 13253983410814887814, 49374 + 3735936685*(x^y)
3735936685*(x^y) + 18370846053432194856*~(x&y) + 18370846053432194856*(x&y) + 18370846053432244230, 49374 + 3735936685*(x^y)
1220795884078420026*(x&~y) + 3735887311*~(x|~y) + 1220795880342483341*~(x^y) + 17225948193367018901*(x|~y), 49374 + 3735936685*(x^y)
6718799894308487152*~x + 18446744069973614931*~(x^y) + 6718799894308487152*x + 6718799890572599841, 49374 + 3735936685*(x^y)
12525446898139471204*~(x|y) + 5921297179305967723*(x^y) + 5921297175570031038*~(x^y) + 12525446898139471204*(x|y), 49374 + 3735936685*(x^y)
15675335656304439407*(x^y) + 15675335652568502722*~(x^y) + 15675335652568552096, 49374 + 3735936685*(x^y)
4811025141542167121*~(x|y) + 4811025137806279810*(x&y) + 13635718932167335121*~(x^y) + 3735887311*(x|y), 49374 + 3735936685*(x^y)
8189298270107847582*~(x|y) + 8189298273843784267*(x^y) + 10257445803601654660*~(x&y) + 18446744073709502242*(x&y), 49374 + 3735936685*(x^y)
9804649344994957677*(x^y) + 9804649341259020992*~(x^y) + 9804649341259070366, 49374 + 3735936685*(x^y)
14113393424969964367*~(x|~y) + 14113393421234027682*~(x^y) + 4333350648739587249*~(x&~y) + 18446744069973664305, 49374 + 3735936685*(x^y)
9610775061529470129*~(x|y) + 4417984507957984399*~(x&y) + 4417984504222047714*~(x^y) + 14028759569487454528*(x|y), 49374 + 3735936685*(x^y)
535839131744165486*~(x|~y) + 8955452474718605063*(x^y) + 9491291602726833864*(x|~y) + 8955452470982668378*~(x&~y), 49374 + 3735936685*(x^y)
17548209249371280744*~(x|y) + 898534824338270872*~(x&y) + 898534820602334187*~(x^y) + 898534820602383561, 49374 + 3735936685*(x^y)
12261310058168508741*~(x|y) + 12261310061904445426*(x^y) + 12261310058168508741*(x&y) + 12261310058168558115, 49374 + 3735936685*(x^y)
16414192918814769569*(x^y) + 16414192915078832884*~(x^y) + 16414192915078882258, 49374 + 3735936685*(x^y)
11812793224610287606*~(x&y) + 11812793220874350921*~(x^y) + 11812793224610287606*(x|y) + 5178842371775136285, 49374 + 3735936685*(x^y)
13146542042358791684*(x^y) + 13146542038622854999*(x|~y) + 13146542038622854999*~(x&~y) + 7846340003536207756, 49374 + 3735936685*(x^y)
18286935323080519262*(x^y) + 18286935319344582577*~(x^y) + 18286935319344631951, 49374 + 3735936685*(x^y)
3735936685*(x^y) + 12186248949147163699*~(x&y) + 12186248949147163699*(x&y) + 12186248949147213073, 49374 + 3735936685*(x^y)
7471823996*~x + 3735887311*x + 3735936685*y + 18446744066237678246*~(x&~y), 49374 + 3735936685*(x^y)
15574889243390227565*~(x|y) + 2871854830319274677*~(x&y) + 2871854826583337992*(x&y) + 15574889247126164250*(x|y), 49374 + 3735936685*(x^y)
16287300492896354574*~(x|~y) + 18446744069973614931*~(x^y) + 16287300492896354574*(x|~y) + 16287300489160467263, 49374 + 3735936685*(x^y)
972512804490509191*~x + 18446744069973614931*~(x^y) + 972512804490509191*x + 972512800754621880, 49374 + 3735936685*(x^y)
15186909222241379419*(x&~y) + 15186909222241379419*~(x|~y) + 3259834855204059508*(x^y) + 18446744073709502242*~(x^y), 49374 + 3735936685*(x^y)
7096147271662008580*(x^y) + 7096147267926071895*~(x^y) + 7096147267926121269, 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 16709682612764208293*~(x|~y) + 16709682609028271608*(x|~y) + 16709682609028320982, 49374 + 3735936685*(x^y)
13955057960266019204*~(x|~y) + 18446744069973614931*~(x^y) + 13955057960266019204*(x|~y) + 13955057956530131893, 49374 + 3735936685*(x^y)
15677452880032494181*(x^y) + 18446744073709502242*~(x&y) + 15677452876296508122*(x&y) + 2769291197412994120*(x|y), 49374 + 3735936685*(x^y)
5890615860394296373*(x&~y) + 18446744069973614931*(x|~y) + 5890615856658359688*~(x&~y) + 5890615852922472377, 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 15339130501683544399*~(x&y) + 15339130497947607714*(x&y) + 15339130497947657088, 49374 + 3735936685*(x^y)
9403644549899980789*(x&~y) + 9043099531281394823*~(x|~y) + 9043099527545458138*(x|~y) + 9403644546164044104*~(x&~y), 49374 + 3735936685*(x^y)
14313764059374342518*(x&~y) + 3735936685*(x^y) + 14313764059374342518*~(x&~y) + 14313764059374391892, 49374 + 3735936685*(x^y)
5398779021342023704*(x^y) + 10797558035212223412*~(x^y) + 13047965056103415223*(x|~y) + 13047965056103415223*~(x&~y), 49374 + 3735936685*(x^y)
18446744069973565557*~x + 3735936685*~(x&y) + 18446744069973565557*x + 3735936685*(x|y), 49374 + 3735936685*(x^y)
3735936685*~y + 3735887311*~(x|~y) + 3735936685*x + 18446744069973565557*(x|~y), 49374 + 3735936685*(x^y)
4769533583893905262*(x^y) + 4769533580157968577*(x&y) + 13677210493551583039*(x|y) + 49374, 49374 + 3735936685*(x^y)
15946359476852002552*(x&~y) + 15946359476851953178*~(x|~y) + 2500384600593485749*(x^y) + 18446744073709502242*(x|~y), 49374 + 3735936685*(x^y)
9698533733278993011*~(x&y) + 950323389112547095*(x&y) + 8748210340430509231*~(x^y) + 8748210344166445916*(x|y), 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 18446744069973614931*x + 3735936685*(x|y) + 49374, 49374 + 3735936685*(x^y)
7282762592490997496*(x&~y) + 3735936685*(x^y) + 7282762592490997496*~(x&~y) + 7282762592491046870, 49374 + 3735936685*(x^y)
8886024095089937875*(x&~y) + 8886024095089937875*~(x|~y) + 8886024091354001190*~(x^y) + 8886024091354050564, 49374 + 3735936685*(x^y)
16778614597957873706*~(x|y) + 1668129479487565221*(x^y) + 1668129475751628536*~(x^y) + 16778614597957873706*(x|y), 49374 + 3735936685*(x^y)
4049521089951956501*(x&~y) + 4049521089951956501*~(x|~y) + 14397222987493531800*(x^y) + 49374, 49374 + 3735936685*(x^y)
10998626893346408891*(x^y) + 3550509705511442170*~(x^y) + 7448117184099030036*(x|~y) + 7448117184099030036*~(x&~y), 49374 + 3735936685*(x^y)
4539713855838050928*(x^y) + 4539713852102114243*~(x^y) + 4539713852102163617, 49374 + 3735936685*(x^y)
15762891460052283974*~(x|y) + 15762891463788171285*(x^y) + 2683852613657267642*~(x&y) + 18446744073709502242*~(x^y), 49374 + 3735936685*(x^y)
11695426579610866532*(x&~y) + 11695426579610817158*~(x|~y) + 6751317497834621769*(x^y) + 18446744073709502242*(x|~y), 49374 + 3735936685*(x^y)
7014196399564778287*~(x|y) + 3735936685*(x^y) + 7014196399564778287*(x|y) + 7014196399564827661, 49374 + 3735936685*(x^y)
17892951748245647871*(x&~y) + 553792329199791056*(x^y) + 553792325463854371*~(x^y) + 17892951748245647871*~(x&~y), 49374 + 3735936685*(x^y)
10912607724675635743*~(x|y) + 18446744069973614931*~(x^y) + 10912607724675635743*(x|y) + 10912607720939748432, 49374 + 3735936685*(x^y)
4132502827172703242*(x&~y) + 4132502823436766557*~(x^y) + 14314241246536848374*(x|~y) + 18446744069973664305, 49374 + 3735936685*(x^y)
18446744069973664305*~(x|y) + 49374*(x&~y) + 3735887311*~(x&y) + 18446744073709502242*(x|~y), 49374 + 3735936685*(x^y)
5693302629234224352*~(x|y) + 5693302632970210411*(x^y) + 12753441444475277890*~(x&y) + 18446744073709502242*(x|y), 49374 + 3735936685*(x^y)
7212013808792443381*(x^y) + 7212013805056506696*~(x^y) + 7212013805056556070, 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 11722739372935403015*~(x|~y) + 11722739369199466330*(x|~y) + 11722739369199515704, 49374 + 3735936685*(x^y)
8599974033977263575*~(x|y) + 9846770043468175352*(x^y) + 9846770039732238667*~(x^y) + 8599974033977263575*(x|y), 49374 + 3735936685*(x^y)
12190566135696998146*~(x|~y) + 6256177941748490155*(x^y) + 6256177938012553470*~(x&~y) + 6256177938012602844, 49374 + 3735936685*(x^y)
1740627939704176656*(x&~y) + 18446744069973614931*(x|~y) + 1740627935968239971*~(x&~y) + 1740627932232352660, 49374 + 3735936685*(x^y)
8358502262170733593*~(x|~y) + 18446744069973614931*~(x^y) + 8358502262170733593*(x|~y) + 8358502258434846282, 49374 + 3735936685*(x^y)
4183151787145728136*(x^y) + 4183151783409791451*(x|~y) + 4183151783409791451*~(x&~y) + 8366303566819632276, 49374 + 3735936685*(x^y)
5612584368028495101*~(x|~y) + 5612584360556671105*~(x^y) + 3735887311*(x|~y) + 12834159709416943826*~(x&~y), 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 3086643508049390304*~(x|~y) + 3086643504313453619*(x|~y) + 3086643504313502993, 49374 + 3735936685*(x^y)
3735887311*~(x|y) + 7471823996*~(x|~y) + 3735887311*x + 18446744069973614931*~(x&~y), 49374 + 3735936685*(x^y)
3735936685*x + 18446744066237678246*(x|~y) + 18446744069973614931*y + 18446744066237727620, 49374 + 3735936685*(x^y)
11918454745274390249*~(x|y) + 11918454749010376308*(x^y) + 6528289328435111993*~(x&y) + 18446744073709502242*(x|y), 49374 + 3735936685*(x^y)
746471793268629840*(x&~y) + 18446744069973614931*(x|~y) + 746471789532693155*~(x&~y) + 746471785796805844, 49374 + 3735936685*(x^y)
4785231079855345554*(x^y) + 4785231076119408869*~(x^y) + 4785231076119458243, 49374 + 3735936685*(x^y)
5179745645176632951*(x^y) + 5179745641440696266*~(x^y) + 5179745641440745640, 49374 + 3735936685*(x^y)
2444361315773467582*~(x|y) + 2444361319509404267*(x^y) + 16002382757936034660*~(x&y) + 18446744073709502242*(x&y), 49374 + 3735936685*(x^y)
9051150260897548895*~x + 18446744069973614931*~(x^y) + 9051150260897548895*x + 9051150257161661584, 49374 + 3735936685*(x^y)
14095027051800643113*(x^y) + 14095027048064706428*~(x^y) + 14095027048064755802, 49374 + 3735936685*(x^y)
2398631986729606592*~(x|y) + 2398631990465493903*(x^y) + 16048112086979945024*~(x&y) + 18446744073709502242*~(x^y), 49374 + 3735936685*(x^y)
17899084582717673102*~(x|~y) + 3735936685*(x^y) + 17899084582717673102*(x|~y) + 17899084582717722476, 49374 + 3735936685*(x^y)
12646541006578722235*(x^y) + 12646541002842785550*~(x^y) + 12646541002842834924, 49374 + 3735936685*(x^y)
4772016910837429973*(x^y) + 13674727166608058328*~(x&y) + 13674727166608058328*(x|y) + 13674727166608107702, 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 13606823583733067901*~(x&y) + 13606823579997131216*(x&y) + 13606823579997180590, 49374 + 3735936685*(x^y)
10136959699497466089*~(x|~y) + 18446744069973614931*~(x^y) + 10136959699497466089*(x|~y) + 10136959695761578778, 49374 + 3735936685*(x^y)
18446744069973664305*~y + 3735887311*~x + 18446744066237727620*~(x^y) + 7471774622*(x|~y), 49374 + 3735936685*(x^y)
14031610455695334833*~x + 4415133621750104094*(x^y) + 4415133618014167409*~(x^y) + 14031610455695334833*x, 49374 + 3735936685*(x^y)
2396977591772840269*~(x|y) + 8024883242836299329*~(x&y) + 8024883239100362644*~(x^y) + 10421860834609139598*(x|y), 49374 + 3735936685*(x^y)
11858491224527112697*~(x|~y) + 18446744069973614931*~(x^y) + 11858491224527112697*(x|~y) + 11858491220791225386, 49374 + 3735936685*(x^y)
6776677696210796536*(x&~y) + 3735936685*~(x|~y) + 6776677692474859851*~(x&~y) + 6776677692474909225, 49374 + 3735936685*(x^y)
14054999994932691055*~(x&y) + 14054999991196754370*~(x^y) + 14054999994932691055*(x|y) + 9663255912419943183, 49374 + 3735936685*(x^y)
11827248339683895516*(x^y) + 11827248335947958831*~(x^y) + 11827248335948008205, 49374 + 3735936685*(x^y)
4450820532005075793*~(x|~y) + 4450820524533251797*~(x^y) + 3735887311*(x|~y) + 13995923545440363134*~(x&~y), 49374 + 3735936685*(x^y)
1487942745819652139*(x^y) + 1487942742083764828*(x&y) + 18446744073709502242*~(x^y) + 16958801331625786788*(x|y), 49374 + 3735936685*(x^y)
10029681134048682782*~y + 8417062943396756145*(x^y) + 8417062939660819460*~(x^y) + 10029681134048682782*y, 49374 + 3735936685*(x^y)
3623839054855209474*~(x|~y) + 3623839047383385478*~(x^y) + 3735887311*(x|~y) + 14822905022590229453*~(x&~y), 49374 + 3735936685*(x^y)
6748449345683460490*~(x&y) + 6748449341947523805*~(x^y) + 6748449345683460490*(x|y) + 13496898687631033669, 49374 + 3735936685*(x^y)
14185334194038082713*~(x|~y) + 4261409883407405588*(x^y) + 4261409879671468903*~(x&~y) + 4261409879671518277, 49374 + 3735936685*(x^y)
7929872596804348233*(x^y) + 7929872593068411548*(x&y) + 10516871480641140068*(x|y) + 49374, 49374 + 3735936685*(x^y)
8705098216979484172*~y + 3735936685*(x^y) + 8705098216979484172*y + 8705098216979533546, 49374 + 3735936685*(x^y)
2659816659791202868*(x&~y) + 15786927417654285433*(x^y) + 15786927413918348748*(x|~y) + 15786927413918398122, 49374 + 3735936685*(x^y)
18422569130227231855*~(x|y) + 24174943482270387*~(x&y) + 24174939746333702*(x&y) + 18422569133963168540*(x|y), 49374 + 3735936685*(x^y)
935397676455532096*~(x|y) + 935397680191468781*(x^y) + 17511346397254019520*~(x&y) + 49374, 49374 + 3735936685*(x^y)
3015376037703637311*~(x|y) + 3735936685*~(x&y) + 3015376041439573996*(x|y) + 3015376041439623370, 49374 + 3735936685*(x^y)
8143330482608946719*(x&~y) + 8143330482608946719*~(x|~y) + 8143330478873010034*~(x^y) + 8143330478873059408, 49374 + 3735936685*(x^y)
8891078871038733608*(x^y) + 8891078867302796923*~(x^y) + 8891078867302846297, 49374 + 3735936685*(x^y)
