# 3735936685*~x
9925453257363832303*~(y|~z) + 7471873370*(y^(~x|(y|z))) + 18446744069973614931*~y + 4260645406304891314*(y^z) + 3735936685*(y^(x|(y^z))) + 9925453264835705673*(y^~(x|(y^z))) + 4260645406304891314*~(x^(y&z)) + 4260645402568954629*~(x^(y|z)), 3735936685*~x
18446744069973614931*(y^~(x&(~y&z))) + 18446744069973614931*(~(x&y)&(y^z)) + 3735936685*~(x&(y|z)) + 18446744066237678246*(z^~(x&(y|z))) + 7471873370*(~y|~(x^z)) + 18446744069973614931*((x&z)^(x^(y&z))) + 3735936685*~(~x&(~y&z)), 3735936685*~x
3735936685*(z^(x|(~y&z))) + 18446744069973614931*(x^(y&z)) + 3735936685*(y^(x|(~y&z))) + 3735936685*((x&y)^(x^(~y|z))) + 18446744069973614931*(z^(x&~y)), 3735936685*~x
13962063392742698419*~(~x|(~y|z)) + 13962063396478635104*(x&(y^z)) + 4484680677230916512*(z^~(x&(~y&z))) + 13962063396478635104*(~(x&y)&(y^z)) + 4484680677230916512*((x&z)^(y|z)) + 3735936685*~(x&(~y|z)) + 4484680677230916512*(x&(y|z)) + 13962063396478635104*(y|~z), 3735936685*~x
3735936685*(~x|(~y&z)) + 3735936685*(z^~(x&y)) + 18446744069973614931*(x&(~y|z)) + 3735936685*(x&(y|z)) + 18446744069973614931*(z^~(x&(~y|z))), 3735936685*~x
3735936685*(z^(~x|(~y|z))) + 18446744055029868191*((x&z)^(x^(~y&z))) + 3735936685*(z^(x|(~y&z))) + 18446744066237678246*(~x&(~y|z)) + 18679683425*(~(x|y)|~(x^(y^z))) + 14943746740*((x|~y)&(x^(y^z))) + 18446744069973614931*(x^(~y&z)) + 18446744062501741561*(~(x&~y)&~(y^z)), 3735936685*~x
3735936685*(y&~z) + 3735936685*~(x|(y^z)) + 18446744069973614931*(z^(x|~y)) + 3735936685*((x&z)^~(y&~z)), 3735936685*~x
3735936685*(y&~z) + 3735936685*(~x&(~y|z)) + 3735936685*~(~x|(y^z)) + 18446744069973614931*~(~x|(~y&z)), 3735936685*~x
1747105496770274656*((x&y)^~(x^(y&z))) + 10096924785239913136*((x|y)&(y^z)) + 1747105496770274656*(~(x&~y)&~(x^(y^z))) + 8349819292205575165*(z^(x&(y|z))) + 3494210989804612627*(x&(y&z)) + 6602713795435300509*(z^(~x|(~y&z))) + 11844030285746124477*(z|~(x|y)) + 14952533076433065619*(z|~(x^y)), 3735936685*~x
6148914693727141662*~z + 12297829383718346639*(~(x|y)|~(x^(y^z))) + 12297829383718346639*(y^~(x&(~y|z))) + 12297829383718346639*((x&z)|~(y|z)) + 6148914686255268292*~(~x&(y|z)) + 6148914689991204977*((x&z)^~(x^(~y&z))) + 12297829383718346639*(~(x^y)|(x^z)) + 6148914693727141662*(z^~(x|(y&z))), 3735936685*~x
18446744072962364279*((x&y)^~(x^(~y|z))) + 18446744072215176942*(y^(x|z)) + 1494374674*(z^(x&(y|z))) + 2988749348*~(x&y) + 747187337*(~y|(x^z)) + 2988749348*~(x^(y&z)) + 18446744072215176942*(y^~(x&(y|z))) + 18446744072215176942*(z|~(x|y)), 3735936685*~x
18446744066237678246*(z^(x|(y&z))) + 3735936685*(x&~y) + 3735936685*(y^~(x&~z)) + 18446744066237678246*(z^(x|(~y&z))) + 7471873370*(z^~(~x&(~y|z))) + 18446744069973614931*~(x^(y&z)) + 11207810055*(~(x^y)|(x^z)) + 18446744066237678246*(x|(~y|z)), 3735936685*~x
3735936685*(y^(x|~z)) + 18446744069973614931*(y&z) + 3735936685*((x&z)^~(x^(~y&z))) + 3735936685*(y^(~x&(y^z))) + 18446744069973614931*~(~x&(y^z)), 3735936685*~x
18446744069973614931*(x&~z) + 3735936685*(y^~(x&(~y&z))) + 18446744066237678246*((y&z)^~(x&(y^z))) + 7471873370*(z^~(~x&(~y&z))) + 18446744069973614931*(x&(y|z)) + 3735936685*(y^(x&(y^z))), 3735936685*~x
9291172309427597990*(z^(~x|(y&z))) + 3735936685*~x + 9291172309427597990*(x&y) + 9155571764281953626*(z^~(x&(~y|z))), 3735936685*~x
13428697146797533611*((x^y)|(x^z)) + 16821300432299157842*(y^~(x&z)) + 10036093857559972695*(~z|~(x^y)) + 18446744069973614931*x + 10036093857559972695*((x&z)|(y&~z)) + 13428697146797533611*(z^~(x&(~y|z))) + 8410650216149578921*y + 15054140788207927385*(~(x|y)|~(y^z)), 3735936685*~x
11207810055*~(x|(~y|z)) + 18446744069973614931*~(x|~y) + 3735936685*(~(x|y)|~(x^(y^z))) + 18446744069973614931*(z&(x|~y)) + 7471873370*(z&~(x&~y)) + 18446744069973614931*(y|~(x|~z)), 3735936685*~x
7471873370*~(x|(y|z)) + 12297829379982409954*((x|~y)&~(x^(y^z))) + 12297829383718346639*(y^z) + 6148914693727141662*(y^(x&(~y|z))) + 6148914689991204977*((x&y)|~(y|z)) + 12297829383718346639*(~(x&~y)&(x^(y^z))) + 6148914689991204977*(z^~(x&(y|z))) + 12297829383718346639*((x&y)^(x^(~y|z))), 3735936685*~x
18446744066237678246*(x&(~y&z)) + 7471873370*(z^(~x|(y&z))) + 3735936685*((x|y)&~(x^(y^z))) + 3735936685*(z&~(x^y)) + 18446744069973614931*(z^~(x&(~y|z))), 3735936685*~x
7471873370*(y^~(~x|(~y&z))) + 18446744069973614931*((x&z)^(y|z)) + 18446744069973614931*(z^~(x&y)) + 3735936685*~(x^(y&z)) + 18446744069973614931*(y^(x&~z)) + 3735936685*~(x&~y), 3735936685*~x
18446744069973614931*~(x|(~y|z)) + 15631885610380222816*(z^~(~x&(~y&z))) + 2814858467065265485*~(x&(~y|z)) + 3735936685*(z^~(x&y)) + 2814858459593392115*((x&y)|~(y|z)) + 15631885610380222816*(y^~(x|z)), 3735936685*~x
7471873370*((x|y)&(y^z)) + 18446744069973614931*(~z|~(x^y)) + 18446744069973614931*((x&z)^(x^(y&z))) + 7471873370*(~(x|y)|~(y^z)) + 7471873370*(~(x^y)|(x^z)) + 18446744066237678246*(x|(~y|z)), 3735936685*~x
3735936685*(~(x&y)&(y^z)) + 18446744069973614931*(z^(~x|(~y&z))) + 7471873370*(y^~(x|(y^z))) + 18446744069973614931*((y&~z)|~(~x|(~y&z))) + 18446744069973614931*(z^~(x&(~y|z))) + 3735936685*(~(x|~y)|~(y^z)), 3735936685*~x
10540996611947199487*(z^(~x|(y&z))) + 2635249150184847358*~(~x|(y&z)) + 2635249153920784043*((x&z)^(x^(~y&z))) + 15811494923524704258*(~(x|y)|(y^z)) + 10540996615683136172*(~(x&y)&~(y^z)) + 7905747461762352129*(y^(x&(y|z))) + 2635249153920784043*(y^(x&~z)) + 15811494919788767573*((y&z)|(x&(y|z))), 3735936685*~x
18446744051293931506*((x^y)&~(x^z)) + 18679683425*((x|~y)&~(x^(y^z))) + 14943746740*~(y|~z) + 18446744062501741561*(y^(~x|(~y|z))) + 18446744043822058136*(y^~(x&z)) + 37359366850*(~(x|y)|(x^(y^z))) + 18446744062501741561*(y^(~x&(~y|z))) + 3735936685*(z^~(~x|(y&z))), 3735936685*~x
7471873370*(x^(~y|z)) + 3735936685*((x|y)&(x^(y^z))) + 3735936685*(y^~(x&(y&z))) + 18446744069973614931*(x|~y) + 18446744069973614931*(~(x^y)|(x^z)), 3735936685*~x
12297829383718346639*~(x|(y&z)) + 6148914693727141662*~(x|(y^z)) + 12297829383718346639*(z^(x&(~y|z))) + 18446744069973614931*((x|~y)&~(y^z)) + 3735936685*(z^~(x&y)) + 6148914689991204977*(y^~(~x|(y&z))) + 12297829383718346639*z, 3735936685*~x
12297829379982409954*((x|~y)&(y^z)) + 6148914689991204977*(y^(x&(y|z))) + 12297829387454283324*(~x|(y^z)) + 6148914689991204977*y + 6148914693727141662*((y&z)|(~x&(y|z))) + 6148914689991204977*(~x|(y|z)), 3735936685*~x
5230311359*(~z&~(x^y)) + 18446744072962364279*(z&(x^y)) + 747187337*(y^(x&(~y|z))) + 18446744069973614931*(y^~(x|(~y&z))) + 2241562011*(~y|~(x^z)) + 18446744070720802268*(x|(~y&z)) + 747187337*((x&y)|(y^z)) + 3735936685*(z&~(x&~y)), 3735936685*~x
18446744069973614931*(x&(y^z)) + 3735936685*(y^(x|(~y&z))) + 3735936685*(~(x|y)|(x^(y^z))) + 3735936685*~(x^(~y|z)) + 18446744062501741561*((x&~y)|(x^(y^z))) + 3735936685*((x&y)|(y^z)) + 18446744069973614931*(y^(x&~z)) + 3735936685*(z|(x^y)), 3735936685*~x
3735936685*(~x&(~y|z)) + 18446744069973614931*(~(x&~y)&(x^(y^z))) + 3735936685*(~(x^y)|~(x^z)) + 3735936685*(y&~(x&~z)) + 18446744069973614931*((x&y)|~(x^(y^z))), 3735936685*~x
10167949679198623965*(z^(x|(y|z))) + 8278794390774990966*((x^y)&~(x^z)) + 3735936685*(z^~(x&~y)) + 8278794398246864336*((x&z)^(y|z)) + 1889155284687696314*(z&(x^y)) + 16557588789021855302*(y^~(~x&(~y|z))) + 10167949686670497335*(y^(x|(~y&z))) + 18446744066237678246*((x^y)|(x^z)), 3735936685*~x
7471873370*~(x|(y&z)) + 3735936685*(y^(x|(y&z))) + 18446744069973614931*(z^~(x&(~y&z))) + 18446744066237678246*(y&~(x&z)) + 3735936685*((x&z)^(y|z)) + 18446744066237678246*(~(x|y)|(x^(y^z))) + 7471873370*(y|~z), 3735936685*~x
18446744069973614931*(y^(x|(y&z))) + 3735936685*((x&y)^~(x^(~y|z))) + 7471873370*(~(x&y)&~(x^(y^z))) + 18446744069973614931*((x&~y)|~(x^(y^z))) + 3735936685*(y|(x^z)) + 18446744069973614931*((y&z)|(x&(y|z))), 3735936685*~x
7471873370*(z^(~x|(~y|z))) + 18446744069973614931*((x^y)&~(x^z)) + 18446744069973614931*(z^~(~x&(y|z))) + 7471873370*(~(x&y)&~(x^(y^z))) + 3735936685*(y|~(x|~z)) + 18446744066237678246*((x^y)|~(x^z)) + 3735936685*(z|(x^y)), 3735936685*~x
18446744069973614931*~(~x|(y&z)) + 3735936685*(y^(x|(~y|z))) + 18446744069973614931*~(x^(y&z)) + 3735936685*~(x&~y), 3735936685*~x
18446744066237678246*(y^(x|z)) + 3735936685*~(x&y) + 18446744066237678246*(~(x^y)&~(x^z)) + 7471873370*(~(x|y)|(x^(y^z))) + 18446744069973614931*(~z|~(x^y)) + 3735936685*(~(x^y)|~(x^z)), 3735936685*~x
3735936685*~(x|(y|z)) + 3735936685*(~x&(~y&z)) + 13433971721011972930*((x|~y)&(y^z)) + 13433971724747909615*~(x|~y) + 5012772352697578686*(~(x|~y)|(y^z)), 3735936685*~x
3735936685*(~x&(y|z)) + 18446744069973614931*(y|(x^z)) + 3735936685*~(x&(~y&z)), 3735936685*~x
18446744069973614931*(x&~z) + 3735936685*(x^(~y|z)) + 18446744069973614931*~(x^(y^z)) + 3735936685*(~z|(x^y)), 3735936685*~x
18446744069973614931*~(y|~z) + 3735936685*(~(x&y)&~(y^z)) + 18446744069973614931*((x&z)|~(y|z)) + 3735936685*(x|(~y&z)) + 18446744066237678246*((x&z)^(x^(y&z))) + 3735936685*(y|(x&~z)) + 3735936685*(z|~(x|y)), 3735936685*~x
6148914701199015032*(~(x^y)&(x^z)) + 6148914678783394922*~(y&z) + 6148914697463078347*(y^~(~x|(y^z))) + 12297829383718346639*(~x|(y^z)) + 3735936685*(y^~(x|(y^z))) + 18446744058765804876*(y&(x|z)) + 6148914697463078347*~(~x&(y^z)) + 12297829387454283324*~(x&~z), 3735936685*~x
3735936685*~(x&(y|z)) + 3735936685*~(x&(~y|z)) + 18446744069973614931*~(x&z), 3735936685*~x
3735936685*~(x&z) + 3735936685*((x&z)^~(x^(~y&z))) + 18446744069973614931*(y|~z), 3735936685*~x
18446744066237678246*(y^~(x&(~y&z))) + 3735936685*(z^(x|~y)) + 18446744051293931506*(z^~(~x&(y&z))) + 11207810055*(x^(y|z)) + 14943746740*~(x^(~y&z)) + 3735936685*(x&(y|z)) + 14943746740*((x&y)|~(y^z)) + 18446744055029868191*(z&(x|y)), 3735936685*~x
18679683425*(z^~(~x&(~y&z))) + 18446744066237678246*((x^y)&(x^z)) + 3735936685*(y^~(~x&(~y|z))) + 18446744069973614931*(z^~(~x|(~y&z))) + 14943746740*(x&(y&z)) + 18446744058765804876*(y^~(x|(y^z))) + 18446744062501741561*((x&y)|(x^(y^z))) + 11207810055*y, 3735936685*~x
11287257267425145407*(~(x&y)&(x^(y^z))) + 18446744069973614931*(x&~y) + 11287257267425145407*(y^(x|(y^z))) + 14318973616304749103*~(x&y) + 7159486806284406209*(y^~(x|(~y&z))) + 3031716345143667011*(x|(y^z)) + 15415027728565884605*~(~x&(y&z)) + 11287257267425145407*(y|(x&z)), 3735936685*~x
3735936685*(z&(x^y)) + 3735936685*(y^(~x&(~y|z))) + 18446744069973614931*(x&(y|z)), 3735936685*~x
7471873370*(z^~(~x&(~y&z))) + 11207810055*(x&(~y&z)) + 26151556795*~(x|(y^z)) + 18446744062501741561*(~y|(x^z)) + 3735936685*(y&(x|~z)) + 14943746740*((x|~y)&(x^(y^z))) + 18446744066237678246*~(x^(y&z)) + 18446744062501741561*~(y^z), 3735936685*~x
3735936685*(x^(y|z)) + 10405781730187769625*(y^(x&z)) + 8040962343521781991*(~(x|~y)|~(x^(y^z))) + 10405781730187769625*(y^(x|(~y&z))) + 10405781733923706310*(y^~(x|(~y&z))) + 18446744069973614931*~(~x|(~y&z)) + 8040962343521781991*(x|(y|z)), 3735936685*~x
18446744066237678246*(~x&(~y&z)) + 3735936685*~(y&z) + 7471873370*(~x&(y|z)) + 18446744069973614931*(y^(x&(y|z))) + 3735936685*(z&(x|~y)) + 18446744069973614931*(x|(y^z)), 3735936685*~x
18446744066237678246*(x&~z) + 3735936685*(z^(x|(~y|z))) + 3735936685*(z^(x|(y|z))) + 3735936685*(~x&(y&z)) + 18446744069973614931*(x^y) + 3735936685*(y^(x|(~y&z))), 3735936685*~x
18446744055029868191*~(~x|(~y|z)) + 7471873370*(y^~(x&~z)) + 18446744058765804876*(~(x&y)&~(y^z)) + 18446744069973614931*(x^(y|z)) + 3735936685*(z&(x^y)) + 18446744055029868191*(x&z) + 11207810055*((x&y)|~(y^z)) + 7471873370*(y^~(~x|(y&z))), 3735936685*~x
3735936685*(z^~(~x&(y&z))) + 3735936685*~(x^(~y&z)) + 18446744069973614931*~(x&(y&z)) + 18446744066237678246*((x&y)|~(y^z)) + 7471873370*(~(x^y)|(x^z)), 3735936685*~x
18446744069973614931*(x&~y) + 3735936685*(z^~(~x&(~y|z))) + 7471873370*(y&z) + 18446744066237678246*(y&(x|z)) + 18446744069973614931*(~(x|~y)|(x^(y^z))) + 18446744069973614931, 3735936685*~x
3231922790693016381*(y^~(~x&(~y&z))) + 11982898492323518854*(~(x&y)&(y^z)) + 7607410643376235960*(z^~(~x&(y|z))) + 8750975697894565788*((x|~y)&~(y^z)) + 17303179019191221788*(~(x|y)|(x^(y^z))) + 7607410639640299275*(~z|~(x^y)) + 10839333430333315656*(x|(~y&z)) + 10839333434069252341*((x&y)|~(x^(y^z))), 3735936685*~x
18446744069973614931*(x&~y) + 18446744069973614931*~(x|~z) + 3735936685*(~x&(~y|z)) + 3735936685*(x^(y&z)) + 18446744069973614931*((x&y)|~(y|z)) + 3735936685*(~(x|y)|(x^(y^z))), 3735936685*~x
18446744069973614931*(y^~(x|(~y&z))) + 3735936685*(y^~(x|(y^z))) + 18446744069973614931*(y^(~x|(y^z))) + 18446744069973614931*(z&(x|y)) + 7471873370*(z|~(x|y)), 3735936685*~x
10540996611947199487*~(y|z) + 15811494923524704258*(z^~(~x&(y&z))) + 5270498307841568086*(~(x|y)|(x^(y^z))) + 13176245765867983530*(x^(~y&z)) + 10540996611947199487*~(x^(~y|z)) + 5270498304105631401*(z^~(x&(~y|z))) + 3735936685*(z^~(x|(~y&z))) + 2635249153920784043*((y&z)|(x&(y|z))), 3735936685*~x
12297829372510536584*(~(x^y)&(x^z)) + 6148914686255268292*((x&y)^(y|~z)) + 6148914697463078347*((x^y)|(x^z)) + 6148914693727141662*((x|y)&(x^(y^z))) + 12297829383718346639*(y^~(x|(~y&z))) + 12297829376246473269*(y^~(x&(y&z))) + 18446744062501741561*((x&z)^(x^(y&z))) + 6148914704934951717*(~(x^y)|(x^z)), 3735936685*~x
6148914697463078347*~(x|(y&z)) + 3735936685*~(~x|(y&z)) + 12297829379982409954*~y + 18446744069973614931*(y^(~x|(~y&z))) + 12297829383718346639*(~(x|y)|~(y^z)) + 12297829387454283324*(z|~(x|y)) + 12297829379982409954*(~x|(~y|z)), 3735936685*~x
18446744069973614931*((x^y)&~(x^z)) + 3735936685*((y&z)^~(~x&(y^z))) + 7471873370*~(x|~y) + 3735936685*~(x^(y&z)) + 18446744069973614931*(y|~z), 3735936685*~x
11207810055*(y^(x|(~y|z))) + 18446744066237678246*(y^(~x|(~y|z))) + 3735936685*(z^~(~x&(y|z))) + 18446744069973614931*~(x&y) + 18446744069973614931*(z^~(x&y)) + 3735936685*(y^~(x|z)), 3735936685*~x
12297829387454283324*~(x|z) + 12297829383718346639*(~x&(~y&z)) + 6148914689991204977*(z^~(~x&(~y&z))) + 6148914693727141662*(z^(x&y)) + 12297829383718346639*(~(x|y)|(x^(y^z))) + 12297829379982409954*(z^~(x&(~y|z))) + 12297829383718346639*(y|~(x|z)), 3735936685*~x
18446744058765804876*~(~x|(y&z)) + 18446744066237678246*((x|y)&~(x^(y^z))) + 18446744055029868191*(x^(~y&z)) + 7471873370*(~(x^y)|~(x^z)) + 18446744069973614931*((x&z)^~(x^(~y&z))) + 18446744055029868191*z + 33623430165*(x|z), 3735936685*~x
7471873370*(y^(x|(y&z))) + 18446744069973614931*(y^(x&z)) + 18446744066237678246*((x&y)|~(y|z)) + 3735936685*(y^~(x|z)) + 7471873370*(y^~(x|(y&z))) + 18446744069973614931*z, 3735936685*~x
3735936685*(~x&(y^z)) + 3735936685*(z^~(x&~y)) + 18446744069973614931*(y^(x|(~y|z))) + 3735936685*(y^~(~x&(y&z))) + 3735936685*(x&(y&z)) + 18446744069973614931*(x&(y|z)), 3735936685*~x
3735936685*(z^(x|(y|z))) + 18446744066237678246*((x&y)^~(x^(~y|z))) + 3735936685*~y + 7471873370*((x&z)^(y|z)) + 3735936685*(x&y) + 18446744066237678246*(y^(~x&(y^z))) + 3735936685*(z&(x|y)), 3735936685*~x
14943746740*~(x|(~y|z)) + 18446744066237678246*((x&y)^~(x^(~y|z))) + 3735936685*(y^~(x&~z)) + 18446744069973614931*~(x&z) + 18446744066237678246*(y^(~x|(y^z))) + 18446744069973614931*(y&(x|z)) + 11207810055*(x|(~y|z)), 3735936685*~x
3735936685*~(x|(y&z)) + 18446744069973614931*(z^(x|(~y&z))) + 3735936685*((x&~y)|~(x^(y^z))) + 3735936685*((x|~y)&(x^(y^z))) + 18446744069973614931*(x^(y^z)) + 18446744069973614931*((x&z)|~(y|z)) + 3735936685*(y^(x&~z)), 3735936685*~x
3735936685*(y^(x|(y|z))) + 18446744069973614931*(z^(x|~y)) + 3735936685*((x&z)^~(y&~z)) + 3735936685*~(~x|(~y&z)) + 18446744066237678246*(x|(~y&z)) + 18446744069973614931*~(x&~z) + 7471873370*(~x|(y|z)), 3735936685*~x
17726523289367495006*(~y&~(x^z)) + 1440441572420049905*((x&y)^~(x^(~y|z))) + 360110395906964990*(~(x&y)&(y^z)) + 18086633677802586626*((x&z)^(x^(~y&z))) + 18446744069973614931*~(~x&(~y|z)) + 720220788077993295*(~(x^y)|(x^z)) + 1080331176513084915*z + 16646192112854410091*(x|(y|z)), 3735936685*~x
16458761589714059475*(~y&~(x^z)) + 14470779101982630649*(z^(x|~y)) + 1987982487731428826*~(x&(y|z)) + 16458761589714059475*(x^(~y|z)) + 2981973727861206554*~(x^(y^z)) + 17452752829843837203*(x&(~y|z)) + 16458761589714059475*(y&~(x&~z)) + 2981973727861206554*((x&y)|~(y^z)), 3735936685*~x
18446744069973614931*~z + 3735936685*(y^(~x|(y&z))) + 3735936685*((x&y)^(y|~z)) + 18446744069973614931*~(x^(y|z)) + 3735936685*(z^~(x&(~y|z))), 3735936685*~x
15092790607120882844*(~(x&y)&(x^(y^z))) + 13415813870090611773*(y^(~x|(~y|z))) + 10061860407237879686*(~x&(~y|z)) + 11738837140532214072*(z^~(~x|(~y&z))) + 6707906936913274229*((x&z)|~(y|z)) + 15092790607120882844*((x&y)|(y^z)) + 6707906936913274229*(y|~(x|z)) + 8384883666471671930*(x|z), 3735936685*~x
3735936685*(~z&(x^y)) + 18446744069973614931*((x&y)^~(x^(~y|z))) + 3735936685*(~x|(y^z)), 3735936685*~x
18446744069973614931*(y^~(~x|(~y&z))) + 3735936685*~(x&(y|z)) + 18446744069973614931*(z^(~x&(~y|z))) + 3735936685*(z^~(x|(y&z))), 3735936685*~x
4557272303559010957*(x&~z) + 3735936685*(z^~(x&(~y&z))) + 4557272314766821012*~(x|~z) + 3735936685*((x&y)|~(y|z)) + 4557272307294947642*(z^(~x&(~y|z))) + 13889471762678667289*(x|(~y|z)), 3735936685*~x
6523592533757342677*~(~x|(y&z)) + 7647626072527629147*(~(x&y)&~(y^z)) + 5399559002458929577*~(x&z) + 17322710538675201831*(~z|(x^y)) + 6523592537493279362*(y^(x|(~y&z))) + 11923151536216272254*((x|y)&~(y^z)) + 17322710538675201831*(z|~(x|y)) + 7647626072527629147*(~x|(y|z)), 3735936685*~x
3735936685*((x&z)|~(y|z)) + 18446744066237678246*x + 18446744069973614931*(z|(x^y)) + 7471873370*(x|(y|z)), 3735936685*~x
22415620110*(y^~(x&(y^z))) + 18446744055029868191*~y + 11207810055*((y&~z)^(~x|(y^z))) + 18446744066237678246*(z^~(~x|(~y&z))) + 3735936685*((x&y)|~(y|z)) + 18446744055029868191*~(x^y) + 11207810055*(z&(x|~y)) + 3735936685*(z^~(x|(~y&z))), 3735936685*~x
3735936685*((x|y)&~(x^(y^z))) + 3735936685*(x^(y&z)) + 3735936685*(~(x|y)|(x^(y^z))) + 3735936685*(y&(x|z)) + 18446744066237678246*((x&y)^(x^(y&z))) + 11207810055*(z^~(x|(y&z))) + 18446744062501741561*(y|~(x^z)), 3735936685*~x
13426872180610110669*(y&~z) + 8407000291246606407*(~x&(y|z)) + 5019871893099440947*(y^~(~x&(~y|z))) + 3387128394411228775*((x&z)|~(y|z)) + 13426872176874173984*((x&~y)|(x^(y^z))) + 15059615683034259526*(~y|~(x^z)) + 5019871893099440947*y, 3735936685*~x
3735936685*(z^(x|(y|z))) + 3735936685*(~(x^y)&~(x^z)) + 18446744069973614931*(z^~(x&y)) + 18446744069973614931*(x&y) + 3735936685*(~x|(y&z)), 3735936685*~x
3735936685*(~z&(x^y)) + 18446744066237678246*(y^(x&(~y|z))) + 7471873370*(~y|(x^z)) + 18446744066237678246*(y^~(x&(y|z))) + 3735936685*((x&y)|(x^(y^z))) + 3735936685*(y|~(x|z)), 3735936685*~x
6148914689991204977*(~y&(x^z)) + 12297829383718346639*((y&z)^~(x&(y^z))) + 6148914689991204977*(y^~(x&~z)) + 12297829376246473269*~(~x|(y^z)) + 12297829383718346639*(x^(y^z)) + 12297829383718346639*~(~x&(~y|z)) + 3735936685*(~(x|y)|~(y^z)), 3735936685*~x
3735936685*((x&~y)|(y^z)) + 12297829383718346639*(y&~(x&z)) + 6148914693727141662*((x|~y)&~(y^z)) + 12297829383718346639*~(x^(y&z)) + 6148914693727141662*~(x^(~y|z)) + 18446744066237678246*~(~x&(~y|z)) + 6148914689991204977*((y&~z)^(x|(y^z))) + 6148914693727141662*(y|(x&z)), 3735936685*~x
3735936685*~(y|~z) + 7471873370*(y^~(~x|(~y&z))) + 18446744069973614931*~(x^(~y|z)) + 7471873370*((x&y)|(y^z)) + 3735936685*~(y^z) + 18446744066237678246*(x|(y|z)), 3735936685*~x
3735936685*((x&z)^(y|z)) + 18446744069973614931*~(x&z) + 18446744066237678246*(x&(y|z)) + 3735936685*(~(x^y)|~(x^z)) + 3735936685*~(~x&(y^z)), 3735936685*~x
7471873370*(z^(x|(~y|z))) + 18446744066237678246*((x^y)&(x^z)) + 7471873370*~(x|~y) + 18446744066237678246*((y&~z)|~(x|(~y&z))) + 3735936685*(z^(x&(~y|z))) + 3735936685*~(x^(~y&z)) + 18446744069973614931*((x&z)|~(y|z)) + 3735936685*(~(x&~y)&~(y^z)), 3735936685*~x
3735936685*(y&~(x^z)) + 18446744066237678246*(x&(~y|z)) + 18446744066237678246*(~(x|y)|~(y^z)) + 3735936685*~(x&(~y&z)) + 11207810055*~(y&~z) + 18446744069973614931*(~x|(y|z)), 3735936685*~x
18446744069973614931*~(~x|(y|z)) + 18446744069973614931*(x&~y) + 3735936685*(y^(~x|(y|z))) + 3735936685*((x^y)&(x^z)) + 18446744069973614931*(y&(x|z)) + 3735936685*(y|(x&~z)), 3735936685*~x
3735936685*~(x&(~y|z)) + 3735936685*(~(x|~y)|~(y^z)) + 18446744069973614931*(y|~z), 3735936685*~x
2576308918533751303*(z^~(~x&(y|z))) + 8579294810023290496*(~x|(~y&z)) + 8579294806287353811*(~(x|~y)|(y^z)) + 9867449263686261120*(x&z) + 9867449267422197805*~(x^(y|z)) + 1288154461134843994*((y&z)|(~x&(y|z))) + 15870435155175800313*(~(x^y)|(x^z)), 3735936685*~x
16099235677551842512*~z + 7471873370*(~x&(~y&z)) + 1173754198078854552*~(y&z) + 18446744069973614931*(y^(~x&(y|z))) + 1173754201814791237*(y|~(x|z)) + 16099235677551842512*z + 1173754198078854552*(z|(x&~y)), 3735936685*~x
14099172489433100784*(~x&(~y&z)) + 4347571588012387517*(y^(~x|(y&z))) + 4347571591748324202*(y^~(~x&(~y&z))) + 3735936685*(y&~(x&z)) + 4347571591748324202*(y&~(x&~z)) + 4347571584276450832*(x|y) + 9751600897684776582*~(~x&(~y&z)), 3735936685*~x
18446744069973614931*(x&(y^z)) + 3735936685*(~x|(y^z)), 3735936685*~x
3735936685*(~(x&y)&(x^(y^z))) + 3735936685*(~x&(~y|z)) + 3735936685*(z^~(x&(~y|z))) + 18446744069973614931*~(~x&(y&z)), 3735936685*~x
18446744069973614931*(z^(x|(y&z))) + 3735936685*(z^~(~x&(~y|z))) + 3735936685*((x&y)^(y|z)) + 18446744069973614931*(x&(y&z)) + 7471873370*(~(x^y)&~(x^z)) + 18446744069973614931*(z^~(x|(y&z))), 3735936685*~x
7471873370*~(~x|(y^z)) + 18446744066237678246*(y&(x|~z)) + 18446744069973614931*(z^~(x&(y|z))) + 18446744066237678246*(y^~(x&(y&z))) + 7471873370*(~y|~(x^z)) + 18446744069973614931*(z|(x&~y)) + 7471873370*(~x|(y|z)), 3735936685*~x
18446744055029868191*(y^~(~x&(~y&z))) + 11207810055*(z^~(x&(~y&z))) + 18446744051293931506*(y&(x^z)) + 11207810055*(z^(x|(~y&z))) + 18446744069973614931*(y^~(~x&(~y|z))) + 11207810055*((y&~z)^(~x|(y^z))) + 18446744066237678246*((x&y)|(y^z)) + 7471873370*((y&z)|(x&(y|z))), 3735936685*~x
7471873370*~(x|~y) + 18446744069973614931*(y^~(~x|(y^z))) + 3735936685*(y^~(~x&(y&z))) + 3735936685*(~z|~(x^y)) + 18446744069973614931*(~x|(~y|z)), 3735936685*~x
16081371265007832476*(~z&~(x^y)) + 13715998456306113336*(~x&(y^z)) + 4730745617403438280*((x|y)&(y^z)) + 4730745621139374965*~x + 16081371265007832476*(~z|(x^y)) + 2365372808701719140*(y^~(x&(y|z))) + 16081371265007832476*(~x|(y|z)), 3735936685*~x
3735936685*(y^(x&(~y|z))) + 3735936685*~(x^(y&z)) + 18446744069973614931*~(~x&(~y|z)), 3735936685*~x
