# 49374 + 3735936685*x
5172858198*((((x&y)^(y|~z))&~t)|((~(x^y)&(x^z))&t)) + 6322365784*(((y|z)&~t)|(((x|~y)&~(x^(y^z)))&t)) + 4310715165*((((y&z)^~(x&(y^z)))&~t)|((y^(x|z))&t)) + 18446744070548344037*((~(x&~x)&~t)|((y^(~x|(~y|z)))&t)) + 18446744059915263088*(((x^(~y|z))&~t)|(((x&~y)|(y^z))&t)) + 18446744063938613700*((((x|~y)&~(y^z))&~t)|(((x^y)&(x^z))&t)) + 5172858198*((((x&~y)|~(y^z))&~t)|((y&~(x&z))&t)) + 18446744071123122517*((((x&z)^~(y&~z))&~t)|((~x|(~y&z))&t)) + 14369067008*(((x^(~y|z))&~t)|(~(~x|(y^z))&t)) + 18446744073422187063*(((x|y)&~t)|((~(x&~y)&(x^(y^z)))&t)) + 18446744066812407352*(((z^~(~x&(y&z)))&~t)|(~(x^y)&t)) + 18446744063076421293*((((x&y)^(x^(y&z)))&~t)|((x^(~y&z))&t)) + 18446744068249279491*(((~z|~(x^y))&~t)|((y^(x&~z))&t)) + 18446744058478341575*(((~(x&~y)&~(x^(y^z)))&~t)|((y^(x&(y^z)))&t)) + 6322365784*((((y&z)^~(~x&(y^z)))&~t)|((~x|(~y|z))&t)) + 21553575825*((((x&y)|~(y^z))&~t)|((x|(y|z))&t)), 49374 + 3735936685*x
7612942007094442382*((~(~x&(~y|z))&~t)|((x&~x)&t)) + 4392081928894141479*((~(x|(~y|z))&~t)|((y^(~x|(y&z)))&t)) + 3806471014755031246*(((y^(x|~z))&~t)|((~y&~(x^z))&t)) + 2635249152853380615*((((x&y)^~(x^(~y|z)))&~t)|((~(x&y)&~(y^z))&t)) + 15811494932063981056*(((~(x&~y)&~(x^(y^z)))&~t)|((y&~(x&z))&t)) + 2342443678972110416*((((x^y)|~(x^z))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 4977692846769237771*(((y^(x&(y^z)))&~t)|(~(x^(y^z))&t)) + 13761856685877837304*((~(x&~z)&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 6734525611602188580*((~(x&~y)&~t)|(~(x&(y&z))&t)) + 13176245768002790386*(((x^(y&z))&~t)|((y&(x|~z))&t)) + 14640273070162330425*(((y^~(~x&(~y&z)))&~t)|((x^(~y&z))&t)) + 16397105849939027974*((((y&~z)^(x|(y^z)))&~t)|(((x&z)^(x^(y&z)))&t)) + 3513665544609697732*(((z^(~x&(~y|z)))&~t)|(~(x&(y^z))&t)) + 14640273070162330425*((((x|y)&(y^z))&~t)|(z&t)) + 16689911312612488118*((~(x|(~y|z))&~t)|((z|(x&~y))&t)) + 13176245756794980331*((((x&~y)|~(x^(y^z)))&~t)|(~(y&~z)&t)), 49374 + 3735936685*x
2049638246186110836*(((z&~(x^y))&~t)|(((x|y)&(y^z))&t)) + 16397105853675046949*(((~(x|y)|(x^(y^z)))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 8198552913761695703*(((y^(x&z))&~t)|((y^(~x|(y|z)))&t)) + 10248191156211869854*((~(x&~x)&~t)|(~(x|(~y&z))&t)) + 12297829365038613840*(((z^(x&~y))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 49374*(((y^(x|(y|z)))&~t)|(~(x&(y|z))&t)) + 16397105842467187520*((~(x|z)&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 12297829372510437836*((~(y|z)&~t)|(((x^y)|(x^z))&t)) + 2049638227506378037*(((z^~(x|~y))&~t)|(~(~x|(~y&z))&t)) + 14347467603752900680*((~(x&(~y|z))&~t)|((x&(y|z))&t)) + 16397105834995264776*((~(x^(y&z))&~t)|(((y&~z)^(x|(y^z)))&t)) + 6148914697463028973*(((y^(x&(~y|z)))&~t)|((~(x|y)|~(y^z))&t)) + 12297829376246473269*(((z&(x|~y))&~t)|((y^(~x&(y^z)))&t)) + 16397105853675046949*(((x|y)&~t)|((z^~(~x|(y&z)))&t)) + 4099276458748840881*(((~x|(y&z))&~t)|((x|y)&t)) + 2049638246186160210*(((~x&(~y|z))&~t)|((z|~(x^y))&t)), 49374 + 3735936685*x
2922256486295455579*((~(x&~y)&~t)|((z^~(x&~y))&t)) + 13698077290484255867*(((~y|~(x^z))&~t)|((x^(y|z))&t)) + 16072410669021199405*(((~(x^y)|~(x^z))&~t)|((z&(x^y))&t)) + 17716179954937615548*((((x&y)^~(x^(~y|z)))&~t)|((y^~(~x&(y|z)))&t)) + 1278487207850863432*((~(x&(~y&z))&~t)|(~(x&(y&z))&t)) + 2739615445394735568*(((x|(y^z))&~t)|((z^(~x&(~y|z)))&t)) + 14428641409256191935*((((x&z)^(y|z))&~t)|((z&(x|~y))&t)) + 13150154197669391818*((~(x|~z)&~t)|((z^~(x|~y))&t)) + 12054308012039663720*(((~z|~(x^y))&~t)|((y&z)&t)) + 3652820597595567651*(((~y&(x^z))&~t)|((y^(x&~z))&t)) + 14246000383299119916*(((x|(y^z))&~t)|((y|~z)&t)) + 913205148464895398*((((y&~z)^(~x|(y^z)))&~t)|(((x&y)^(x^(~y|z)))&t)) + 7123000176705887279*((~(x|~y)&~t)|(((y&z)|(~x&(y|z)))&t)) + 8401487406972272073*(((y^~(~x&(y^z)))&~t)|((z&(x|y))&t)) + 10775820804188800288*(((y^(~x&(y^z)))&~t)|((z^~(x|y))&t)) + 4748666790697119745*((~(x|~z)&~t)|(~(y&~z)&t)), 49374 + 3735936685*x
11068046450203308664*((((x&y)|(y^z))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 14757395232068442920*(((y^(~x|(y^z)))&~t)|((y^(x|(y|z)))&t)) + 14757395198444469641*(((~x&(y^z))&~t)|((~x&(y|z))&t)) + 7378697634714250503*(((~x|(y&z))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 11068046487563317376*(((z^(x|(~y&z)))&~t)|((x^(y&z))&t)) + 7378697619770207519*~((y|~t)&x) + 7378697619770207519*((~(~x&(~y|z))&~t)|((z^(x&y))&t)) + 3689348879001068034*(((x|(y^z))&~t)|((x^(y^z))&t)) + 11068046401635341775*((~(x^(~y|z))&~t)|((x^(~y&z))&t)) + 11068046397899355716*(((z^~(~x|(~y&z)))&~t)|((x&z)&t)) + 14757395273164437691*((((x&y)^(x^(y&z)))&~t)|((z^(~x&(~y|z)))&t)) + 7378697612298186027*((((y&z)|(~x&(y|z)))&~t)|(~(~x&(y|z))&t)) + 7378697616034221460*(((y^~(x|z))&~t)|(~(y^z)&t)) + 3689348774393063390*((~(~x&(y^z))&~t)|(((y&z)|(x&(y|z)))&t)) + 11068046465147302274*((~y&~t)|((z|~(x|y))&t)) + 3689348879001117408*((~(x&~z)&~t)|((z|(x&y))&t)), 49374 + 3735936685*x
16909515402864239293*(((~(x|~y)|~(y^z))&~t)|((z^(~x|(~y|z)))&t)) + 1537228674006576872*(((y|(x&z))&~t)|((y^~(~x&(~y&z)))&t)) + 4611686019433236951*(((z^(x|(~y&z)))&~t)|((y^(x|z))&t)) + 7686143363710355262*(((z^~(~x&(y|z)))&~t)|(((x&z)^(x^(~y&z)))&t)) + 4611686021732419235*(((~(x^y)&(x^z))&~t)|((y^~(~x|(y^z)))&t)) + 1537228666247046503*(((x|(y|z))&~t)|((y^~(~x|(y^z)))&t)) + 9223372037716932134*((~(x&z)&~t)|((y^(x|~z))&t)) + 1537228677455251550*(((~x|(~y|z))&~t)|((y^(x&z))&t)) + 1537228669120950297*((~(x|y)&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 1436902523*((((x|~y)&~(x^(y^z)))&~t)|((~(x|~y)|(y^z))&t)) + 9223372038291703018*((~(y&~z)&~t)|((~(x^y)&~(x^z))&t)) + 3074457346863562602*(((x&(~y&z))&~t)|(~(~x|(y^z))&t)) + 13835058057724939969*(((z&(x|~y))&~t)|(((x|~y)&~(y^z))&t)) + 3074457341403263891*((~(y^z)&~t)|(((x&z)|~(y|z))&t)) + 1537228677742513557*(x&(y|(~z|t))) + 6148914689129007506*(((~(x^y)|~(x^z))&~t)|(((x&~y)|(x^(y^z)))&t)), 49374 + 3735936685*x
18446744055029868191*(((y^(x|z))&~t)|((x&~x)&t)) + 5270498265678762375*(((~x|(y&z))&~t)|((x&~z)&t)) + 2635249179538663811*((~(x&(~y&z))&~t)|((~y&~(x^z))&t)) + 15811494942738114084*(((~x&(~y|z))&~t)|(~(~x|(y&z))&t)) + 5270498317981974713*~((y|~z)|~t) + 7905747467633145044*(((y^(~x&(~y|z)))&~t)|((y^z)&t)) + 2635249149651120957*((((x&y)|~(y^z))&~t)|((z^~(~x&(~y|z)))&t)) + 13176245763199450273*(((y^(x|(y^z)))&~t)|(~(x^(~y&z))&t)) + 7905747422801806076*(((y^~(x|(~y&z)))&~t)|(((x|y)&~(x^(y^z)))&t)) + 15811494927794367344*~((y|~z)^x) + 2635249127235500847*(((y^~(~x|(~y&z)))&~t)|(((x&z)|~(y|z))&t)) + 5270498280622558489*(((x&~y)&~t)|((z&(x|~y))&t)) + 3735887311*((((x&~y)|(y^z))&~t)|((z^~(x|(~y&z)))&t)) + 18679683425*((~(x^(~y|z))&~t)|(((x&z)^(x^(y&z)))&t)) + 13176245763199450273*(((~(x|y)|~(y^z))&~t)|((y^~(~x|(y&z)))&t)) + 29887542854*((((x^y)|~(x^z))&~t)|((x|(y&z))&t)), 49374 + 3735936685*x
3735986059*(((~x&(~y&z))&~t)|((~x&(y|z))&t)) + 3735903769*((~(x&~x)&~t)|((x^(y|z))&t)) + 3735953143*((((x|~y)&(x^(y^z)))&~t)|((y^~(~x&(~y|z)))&t)) + 18446744051293849216*(((y&~(x&~z))&~t)|((y^(x&(y|z)))&t)) + 18446744069973614931*(((~y|(x^z))&~t)|(((x|~y)&~(y^z))&t)) + 16458*(((z^(~x|(~y&z)))&~t)|((z&~(x^y))&t)) + 18446744055029802359*((((x&y)^(y|~z))&~t)|((y^~(x&(~y|z)))&t)) + 18446744069973582015*(((y^(~x|(y|z)))&~t)|(~(x^z)&t)) + 18679716341*(((~(x&y)&(x^(y^z)))&~t)|((z^~(x&(~y|z)))&t)) + 22415718858*((x|t)&y) + 18446744032614083501*(((~(x^y)&(x^z))&~t)|((y|(x&~z))&t)) + 7471873370*(((y&(x|z))&~t)|((z^(x&~y))&t)) + 14943796114*(((~(x&~y)&~(x^(y^z)))&~t)|((z^~(~x|(y&z)))&t)) + 18679765715*(((~x|(~y&z))&~t)|(((x^y)|~(x^z))&t)) + 18446744062501675729*(((z^(~x&(~y|z)))&~t)|((z|~(x^y))&t)), 49374 + 3735936685*x
14757395468180480770*(((x&(~y&z))&~t)|(~(x|z)&t)) + 7378697438950674469*((((x&z)^~(x^(~y&z)))&~t)|((z^(x|(y|z)))&t)) + 7378697745298075127*((~(x|z)&~t)|((y^~(x&(~y&z)))&t)) + 11068046556304058640*(((y^~(x&(~y&z)))&~t)|((z^(x|y))&t)) + 7378697509933619606*(((~z&~(x^y))&~t)|(~x&t)) + 7378697805073160835*(((y&(x|z))&~t)|((z^~(~x&(y|z)))&t)) + 7378697487517950122*(((y^(x|(~y&z)))&~t)|(~(x^(y^z))&t)) + 18446744055029818817*(((y^~(~x&(y&z)))&~t)|((z&~(x&y))&t)) + 11068046421810041736*((x&~t)|(((x|y)&(x^(y^z)))&t)) + 3689348863309195851*(((z^(x|(~y&z)))&~t)|((y^~(x|(y^z)))&t)) + 7378697551028972515*(((y^~(x&(y^z)))&~t)|((~z|~(x^y))&t)) + 18446743987782859739*(((z^(~x|(~y&z)))&~t)|((~z|~(x^y))&t)) + 37359416224*((~(x|(~y|z))&~t)|((y^(~x|(~y&z)))&t)) + 3689348792326250714*(((x&~y)&~t)|(~(y^z)&t)) + 14757395524219629793*((~(x&(y^z))&~t)|((y|(x&z))&t)) + 14757395120737727203*(((z^(x&~y))&~t)|((~x|(y|z))&t)), 49374 + 3735936685*x
10366765266694463873*((((x^y)|(x^z))&~t)|(~(~x|(y|z))&t)) + 15397695464539669919*(((x&(y&z))&~t)|(~(~x|(y|z))&t)) + 7622621513584837843*((~(x&(~y&z))&~t)|((z^(x|y))&t)) + 5945644788441642531*(((y^(~x&(y|z)))&~t)|((y^(x|(y&z)))&t)) + 9299598249935843210*(((~x|(~y&z))&~t)|(((x&z)^(x^(~y&z)))&t)) + 11281479846083090303*(((x&~z)&~t)|(((x&~y)|(y^z))&t)) + 6860359367830268961*((((x|y)&~(x^(y^z)))&~t)|(~(y&z)&t)) + 7775073950954832076*(((y^~(~x&(y^z)))&~t)|((x^(y&z))&t)) + 8842240956505593310*(((z|(x&~y))&~t)|((z^~(~x|(~y&z)))&t)) + 16617314911196362071*(((y^(~x|(~y|z)))&~t)|((x&y)&t)) + 14940338174845356704*(((z^~(x&(y|z)))&~t)|((y|~z)&t)) + 12348646851633851537*(((y&~z)&~t)|((z^~(x|(y&z)))&t)) + 8689788534079395191*(((z^~(x&(y|z)))&~t)|((z|~(x|~y))&t)) + 12196194425471667359*(((z^~(x&(~y&z)))&~t)|(~(x&~z)&t)) + 15092790608479414252*(((~(x|y)|(y^z))&~t)|((z|~(x^y))&t)) + 12348646866577598277*(((y|(x&~z))&~t)|(~(x&~x)&t)), 49374 + 3735936685*x
12348646857901587778*(((z|(x&y))&~t)|((z^(x|(y|z)))&t)) + 7012811743634282848*(((~x&(y^z))&~t)|((y^(x|z))&t)) + 8232431254790150403*(((x|~y)&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 1676976778804988432*(((z^(x&(~y|z)))&~t)|((x^(y|z))&t)) + 11433932292715753796*(((~x&(y|z))&~t)|(((x&~y)|~(x^(y^z)))&t)) + 5030930179505081412*(((x|y)&~t)|((z&~(x&y))&t)) + 6403002087059016841*(((~(x|~y)|~(x^(y^z)))&~t)|(~(~x|(~y&z))&t)) + 4116215599375451316*((((y&z)|(x&(y|z)))&~t)|(((x&y)|~(y|z))&t)) + 6098097245695556066*(((y&~z)&~t)|((x&(~y|z))&t)) + 18141839206194435298*(((y^~(~x|(~y&z)))&~t)|(((x&z)|(y&~z))&t)) + 8842240978612523610*((((x&z)|~(y|z))&~t)|(((y&~z)^(x|(y^z)))&t)) + 1219619466324479213*(((z|~(x|~y))&~t)|((z^~(x|~y))&t)) + 15855052714774933088*(((y^~(~x&(y&z)))&~t)|((y^(x&~z))&t)) + 3811310728124398313*(((x&y)&~t)|((y^~(x|(y&z)))&t)) + 11738837160230870114*(((x&(y|z))&~t)|(~(x&~y)&t)) + 16007505185891981532*(((z^~(~x&(y|z)))&~t)|((~x|(y|z))&t)), 49374 + 3735936685*x
943786902517253796*(((~(x|~y)|~(x^(y^z)))&~t)|((x&~z)&t)) + 1715976194206407643*(((y^(x|(~y|z)))&~t)|((~(x&~y)&(y^z))&t)) + 3002958333323410581*((~(x|y)&~t)|(((x&y)^~(x^(y&z)))&t)) + 13384614305844047565*(((x|(~y|z))&~t)|(((x^y)&~(x^z))&t)) + 17331359552892423249*((((x&~y)|~(x^(y^z)))&~t)|(((x^y)|(x^z))&t)) + 17931951218809927903*(((y|(x&~z))&~t)|(~(~x|(y^z))&t)) + 4976330956847623110*(((~z&(x^y))&~t)|((z&~(x^y))&t)) + 5576922630236951760*(((y^(x&(y^z)))&~t)|((~z|~(x^y))&t)) + 7292898824443408777*(((z^(x|(y|z)))&~t)|(((x&y)|~(y|~z))&t)) + 4804733346019572535*(((y^(~x|(y|z)))&~t)|((~(x&~y)&~(y^z))&t)) + 4890532149565629480*(((~(x&~y)&~(y^z))&~t)|((y^~(x|z))&t)) + 14156803590061426790*(((y^~(~x&(~y&z)))&~t)|(y&t)) + 15272188114614442468*((~(y&~z)&~t)|((z^(x&~y))&t)) + 16730767879503094599*((~(x&~y)&~t)|(((x&y)^(x^(y&z)))&t)) + 428994047617630083*((~(y|~z)&~t)|(((y&z)|(x&(y|z)))&t)) + 171597614563937886*(((y^(x&(~y|z)))&~t)|(~(x&~z)&t)), 49374 + 3735936685*x
2578577125891566371*(((y|z)&~t)|(~(~x|(y&z))&t)) + 16066519034712412355*(((z^(~x|(~y|z)))&~t)|(~(x|(~y&z))&t)) + 16066519034712412355*((((x|y)&~(x^(y^z)))&~t)|(((x&~y)|~(x^(y^z)))&t)) + 17851687820498143656*(((x&(y|z))&~t)|((y^(x|(y^z)))&t)) + 17653335722395906491*(((z^(x|~y))&~t)|((~y|(x^z))&t)) + 11702773126771051368*(((x^(~y|z))&~t)|((x&y)&t)) + 15669814860923558135*((~(x&(y^z))&~t)|(((x&y)|~(y|z))&t)) + 6148914693727141662*(((z^(x&(~y|z)))&~t)|((y&(x|~z))&t)) + 13289589818190482189*(((z^(x|(y|z)))&~t)|((y^(~x&(y|z)))&t)) + 7537379298252145373*(((x^(y|z))&~t)|(((x&y)|(x^(y^z)))&t)) + 5157154259255006112*(((z^~(~x&(~y&z)))&~t)|(~(x^(y|z))&t)) + 8132435558935426703*((((x&y)|~(x^(y^z)))&~t)|(~(~x&(y|z))&t)) + 7140675120727354468*((~(x&(~y|z))&~t)|((y|~(x|z))&t)) + 11107716858615847294*(((x|~y)&~t)|((z&~(x&~y))&t)) + 6743970950674486307*(((~x&(y^z))&~t)|(~(y&~z)&t)) + 18050039899920697396*(((y^~(~x&(y|z)))&~t)|((z|~(x^y))&t)), 49374 + 3735936685*x
10540996616216665077*(((~(x|~y)|(y^z))&~t)|((x&(y^z))&t)) + 5270498306240438257*(((x|(~y&z))&~t)|((x&(y^z))&t)) + 2635249169931391097*(((z^~(x&y))&~t)|((~x&(y|z))&t)) + 10540996605009200640*(((~(x|~y)|~(y^z))&~t)|((~x&(y|z))&t)) + 10540996616216763825*(((z^~(~x|(~y&z)))&~t)|(~x&t)) + 13176245763733374170*((~(x&~x)&~t)|((y^(x&(~y|z)))&t)) + 15811494911249787019*(((y^(x&(~y|z)))&~t)|((z&~(x&y))&t)) + 2635249162459813971*(((x&(~y|z))&~t)|(((x^y)|(x^z))&t)) + 13176245767469162733*(((y&~z)&~t)|((x&(y&z))&t)) + 13176245782412366359*((((x|y)&~(x^(y^z)))&~t)|((x&z)&t)) + 10540996608745186699*(((x&(~y|z))&~t)|(((x&y)|(y^z))&t)) + 7905747461228625728*(((~z|~(x^y))&~t)|(((x|y)&~(y^z))&t)) + 7905747457492738417*(((y^(x|(y|z)))&~t)|((y|~(x|z))&t)) + 2635249147516511597*((~(x^(y|z))&~t)|((z|~(x|~y))&t)) + 13176245763733176674*(((z^(~x|(y|z)))&~t)|((z|(x^y))&t)) + 5270498309976325568*((~z&~t)|((z|(x&y))&t)), 49374 + 3735936685*x
498560648823221236*(((~x&(~y|z))&~t)|(((y&z)^~(x&(y^z)))&t)) + 16452501474680384369*(((y^(x|(y|z)))&~t)|((z^(x|(y&z)))&t)) + 15455380165826181216*((~(y|~z)&~t)|((~y&~(x^z))&t)) + 11466894964031564419*(((z|(x^y))&~t)|((y^(x|z))&t)) + 16951062123503753727*(((y^(x&~z))&~t)|((~(x&y)&~(y^z))&t)) + 6481288457118681154*(((~(x^y)&(x^z))&~t)|((z^~(~x&(y&z)))&t)) + 17948183421150294947*(((y|(x&z))&~t)|((x^z)&t)) + 4985606506912735143*((((x|y)&~(y^z))&~t)|((y^(x&z))&t)) + 1495681953941685200*((~(~x&(y|z))&~t)|(~(x&y)&t)) + 9472652365002347798*(((z^~(x|~y))&~t)|(((x|y)&(x^(y^z)))&t)) + 12464016265413894202*(((~y&~(x^z))&~t)|((y&(x|~z))&t)) + 7478409762237293240*((~(x^(y|z))&~t)|(~(~x&(~y|z))&t)) + 11466894960295923978*(((z^~(x&y))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 13959698219355776898*((~(x&(~y|z))&~t)|((z|~(x|y))&t)) + 10968334315208046939*((((x|y)&(x^(y^z)))&~t)|(~(y&~z)&t)) + 7976970411060810720*(((~(x&~y)&~(x^(y^z)))&~t)|((~x|(y|z))&t)), 49374 + 3735936685*x
5193743473074108684*(((z&~(x^y))&~t)|((x&~z)&t)) + 11462054573118698890*(((y^~(x|z))&~t)|((y^~(~x&(y^z)))&t)) + 11282959959906540015*((((x^y)&(x^z))&~t)|(~(~x|(y&z))&t)) + 3735887311*(((~(x^y)&(x^z))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 895473017494259332*((~(~x&(y^z))&~t)|((z^(x&(~y|z)))&t)) + 4298270463051525226*~((x|~t)&z) + 6984689504326740037*(((y^(x|(y^z)))&~t)|((y^(x|(y^z)))&t)) + 12178432988608461280*(((~(x^y)&(x^z))&~t)|((y^~(x|(~y&z)))&t)) + 16834892640725480520*((~(x^y)&~t)|(((x&z)^~(x^(~y&z)))&t)) + 9850203155078177038*(((z^~(x|(y&z)))&~t)|((~(x|~y)|~(y^z))&t)) + 9312919330385299031*(((~(x|~y)|~(x^(y^z)))&~t)|(~(x&(y^z))&t)) + 9850203143870515105*(((y^(x&(y^z)))&~t)|((z^~(x|y))&t)) + 358189207744930569*(((z^(x|(~y|z)))&~t)|((x|(y&z))&t)) + 11820243777127692774*(((z^(x&(~y|z)))&~t)|((z|(x&~y))&t)) + 1253662221503302590*((((x|y)&(x^(y^z)))&~t)|((y|z)&t)) + 2328229833530234868*((~x&~t)|((x|(y|z))&t)), 49374 + 3735936685*x
10507639035970641176*((((x&~y)|(x^(y^z)))&~t)|((x&~z)&t)) + 4670061787378565184*(((z^(x&~y))&~t)|((~y&(x^z))&t)) + 467006175461762367*(((y^(x|(~y|z)))&~t)|(((x|y)&(y^z))&t)) + 9340123579929939192*(((y^~(~x&(~y&z)))&~t)|(~(y|~z)&t)) + 7005092691126051497*((((x&z)^~(y&~z))&~t)|(~(y&z)&t)) + 6071080326695800284*(((y^(x&(~y|z)))&~t)|(~(x|~y)&t)) + 7705601951301219119*((~(x|(~y|z))&~t)|((~y|(x^z))&t)) + 7005092683654276875*(((z^(x&(~y|z)))&~t)|(((x&y)|~(y|z))&t)) + 14477191549667312259*((((x&z)^~(x^(~y&z)))&~t)|((y^~(x|(y^z)))&t)) + 17746234808936353650*(((z^(x|(y|z)))&~t)|(~(x^y)&t)) + 11441651386894116536*(((~x|(y^z))&~t)|((x|(y^z))&t)) + 3736049429270581007*((~(x&y)&~t)|(~(x&(~y&z))&t)) + 5604074149509751851*((~(y^z)&~t)|((z^~(x|y))&t)) + 1634521630640370692*(((y^~(~x&(y|z)))&~t)|((y^~(~x|(y&z)))&t)) + 1634521628628720073*((((x&y)|~(x^(y^z)))&~t)|((x|z)&t)) + 10507639031372610832*(((z&~(x&y))&~t)|((~x|(y|z))&t)), 49374 + 3735936685*x
4043121986660079329*((~(y|z)&~t)|((z^~(~x&(~y&z)))&t)) + 2021560995197933946*(((y^(~x|(~y|z)))&~t)|((y^(x|(y|z)))&t)) + 5811987864930015295*(((~y|~(x^z))&~t)|(~(x|~z)&t)) + 8844329346519180220*(((y^~(x&(~y&z)))&~t)|((z^~(~x&(y|z)))&t)) + 15414402592120337317*(((z^(x|(~y&z)))&~t)|((y^(x|~z))&t)) + 7580853724520514706*(((y|~(x^z))&~t)|((y^(x|~z))&t)) + 9349719602790549420*((((x&z)^~(x^(~y&z)))&~t)|((y^(~x&(y|z)))&t)) + 4548512235459427037*((~(x|z)&~t)|((z^~(x&(~y|z)))&t)) + 5306597619866456150*((((x^y)&~(x^z))&~t)|((z^~(x&(~y|z)))&t)) + 6570073230657459731*(((z^~(x&(y|z)))&~t)|(((y&z)|(~x&(y|z)))&t)) + 15161707460248740719*(((y&z)&~t)|((~(x|~y)|(x^(y^z)))&t)) + 12382061091851587715*((((x&z)^(y|z))&~t)|((z^~(~x|(y&z)))&t)) + 16677878206647277583*((~(x^y)&~t)|(((y&z)|(x&(y|z)))&t)) + 12634756208779536321*(((y^(x&~z))&~t)|(((y&z)|(x&(y|z)))&t)) + 8338939101455719823*((((x&z)^~(x^(y&z)))&~t)|(~(y&~z)&t)) + 1263475614526890892*(((~(x|~y)|(y^z))&~t)|(~(x&~z)&t)), 49374 + 3735936685*x
5220776630132926440*(((z^~(~x&(~y&z)))&~t)|(~(y|z)&t)) + 5568828400244826635*(((y^~(x&(y&z)))&~t)|(~(y|z)&t)) + 5568828411452587316*((((y&z)|(~x&(y|z)))&~t)|((~z&~(x^y))&t)) + 14270122795007481174*((~(~x|(y|z))&~t)|((~(x&y)&(y^z))&t)) + 1044155321543461266*((((x&z)|~(y|z))&~t)|((y^(x&(y|z)))&t)) + 17402588748430153665*(((z^(~x|(~y&z)))&~t)|((y^~(x|(y^z)))&t)) + 17054536974582316785*(((z^~(x&~y))&~t)|((x^(~y&z))&t)) + 14618174553911620688*((~(x^(~y&z))&~t)|((x&(y|z))&t)) + 1392207095391298146*(((y^(~x&(~y|z)))&~t)|((y^~(x&(y&z)))&t)) + 5916880174092663515*(((y^(~x|(y^z)))&~t)|((x|(y^z))&t)) + 10093501493889889370*(((~x&(~y&z))&~t)|((y&(x|z))&t)) + 4176621316061289170*(((~(x&~y)&~(x^(y^z)))&~t)|(((y&z)|(~x&(y|z)))&t)) + 10789605004226295028*((~(x&(y|z))&~t)|((y|~(x|~z))&t)) + 11137656800489653270*((((x&y)^(y|z))&~t)|(~(x&(~y&z))&t)) + 9049346149930857368*((~(x|(y&z))&~t)|((x|(y&z))&t)) + 9049346134987160002*(((z^(x&(y|z)))&~t)|((~x|(y|z))&t)), 49374 + 3735936685*x
13382931994089929056*(((~(x|~y)|~(y^z))&~t)|((x&~z)&t)) + 964535613398985113*((~(x&~z)&~t)|((y&~z)&t)) + 5184379076592203406*(((~y|(x^z))&~t)|(~(x|(y&z))&t)) + 14950302371934121432*((((x|~y)&~(x^(y^z)))&~t)|((~(x&y)&(x^(y^z)))&t)) + 4702111253081267324*((((x^y)|(x^z))&~t)|((y^~(~x&(~y&z)))&t)) + 13503498920080502871*(((y&z)&~t)|(((y&z)^~(~x&(y^z)))&t)) + 8439686825517281693*(((y|(x&z))&~t)|(((x&~y)|(y^z))&t)) + 11574427618564588929*(((z^~(~x&(y&z)))&~t)|((~(x&y)&~(y^z))&t)) + 6631182517238110660*(((y^(x&(y|z)))&~t)|((y^(x|(y^z)))&t)) + 11333293751639892055*((~(x^(y|z))&~t)|((y^~(~x&(y&z)))&t)) + 602834798068291810*(((y|~(x^z))&~t)|(~(~x|(~y&z))&t)) + 16999940603176447126*(((y^~(x|(y&z)))&~t)|(((x|~y)&(x^(y^z)))&t)) + 11936128489933789393*(((y^~(~x&(~y|z)))&~t)|((z&(x|~y))&t)) + 8560253792602764051*((((x&~y)|(x^(y^z)))&~t)|((~(x|~y)|~(y^z))&t)) + 482267808567386838*((((x&z)^~(x^(y&z)))&~t)|((z^~(x|(y&z)))&t)) + 16758806732515862941*((~(x|(y^z))&~t)|((z|~(x|~y))&t)), 49374 + 3735936685*x
