# 3735936685*~x
4554857727453019050*~(x|y) + 4554857727453019050*~(x|~y) + 13891886349992469251*~x, 3735936685*~x
1939434169029335413*~(x|~y) + 18446744069973614931*x + 1939434169029335413*(x|~y) + 1939434165293398728, 3735936685*~x
3968101537716955498*~x + 3968101533981018813*(x&y) + 14478642539728532803*~(x&~y), 3735936685*~x
7728093972855700933*~(x|y) + 7728093972855700933*~(x|~y) + 10718650104589787368*~x, 3735936685*~x
9150917921578666354*(x&~y) + 3735936685*~(x&y) + 9150917925314603039*~(x&~y) + 9150917925314603039, 3735936685*~x
1562799351237445848*(x&~y) + 3735936685*~(x&y) + 1562799354973382533*(x&y) + 16883944718736169083*x, 3735936685*~x
18446744069973614931*~(x^y) + 18446744066237678246*x + 7471873370*(x|~y) + 3735936685*y, 3735936685*~x
12168024120820919702*~x + 6278719956624568599*(x^y) + 6278719956624568599*~(x^y) + 12168024117084983017*x, 3735936685*~x
3913616053158436580*(x&~y) + 3913616056894373265*~(x|~y) + 14533128016815178351*(x^y) + 3735936685*~(x&y), 3735936685*~x
7156250311344602744*~(x|y) + 7156250311344602744*~(x|~y) + 7156250307608666059*x + 7156250307608666059, 3735936685*~x
6253172132955772818*~(x|y) + 6096785974112826084*~x + 6096785970376889399*~(x^y) + 12349958103332662217*y, 3735936685*~x
3735936685*~x + 18397088749637711317*(x^y) + 18397088749637711317*(x&y) + 49655324071840299*(x|y), 3735936685*~x
3717089361968091418*~x + 3717089358232154733*x + 3717089358232154733, 3735936685*~x
14852116609315460451*~(x|y) + 3735936685*~x + 14852116609315460451*(x&y) + 3594627464394091165*~(x^y), 3735936685*~x
18068396183880501134*(x&~y) + 18068396187616437819*~x + 378347889829050482*~(x&y), 3735936685*~x
12511055924201409331*~(x|y) + 3735936685*~(x|~y) + 12511055920465472646*(x&y) + 5935688153244078970*~(x^y), 3735936685*~x
7471873370*(x&~y) + 3735936685*~(x^y) + 18446744066237678246*x + 3735936685*y, 3735936685*~x
11441543823229081511*~x + 7005200254216406790*~(x&y) + 7005200254216406790*y + 11441543819493144826*(x|y), 3735936685*~x
15623456071935536586*~x + 15623456068199599901*x + 15623456068199599901, 3735936685*~x
6398462012777217004*~x + 6398462009041280319*(x&y) + 12048282064668271297*~(x&~y), 3735936685*~x
3505094110440148052*~x + 3505094106704211367*(x&y) + 14941649967005340249*~(x&~y), 3735936685*~x
16853926448051431128*~(x|y) + 16853926440579557758*x + 1592817629394057173*(x|~y) + 3735936685*(x|y), 3735936685*~x
9515240527576256749*~x + 9515240523840320064*(x&y) + 8931503549869231552*~(x&~y), 3735936685*~x
2681853433384613128*~(x|y) + 2681853429648676443*(x&y) + 15764890640324938488*~(x^y) + 3735936685*~(x&~y), 3735936685*~x
10925777702522034270*~(x|y) + 3735936685*~x + 10925777702522034270*x + 7520966371187517346*(x|~y), 3735936685*~x
6607552895934644336*~x + 6607552892198707651*x + 6607552892198707651, 3735936685*~x
8520031136286482458*~x + 9926712941159005843*~(x&y) + 9926712941159005843*(x&y) + 8520031132550545773*x, 3735936685*~x
1013706748720223625*~(x|y) + 1013706748720223625*~(x|~y) + 17433037328725264676*~x, 3735936685*~x
5120463866350034236*~y + 5120463870085970921*~x + 5120463866350034236*(x^y) + 8205816341009483144*~(x&y), 3735936685*~x
5985343017683043928*~(x|y) + 3735936685*~x + 5985343017683043928*x + 12461401056026507688*(x|~y), 3735936685*~x
17090403596341443212*~x + 15734063111501461438*x + 1356340481104045089*(x|~y) + 1356340481104045089*(x|y), 3735936685*~x
15291361556713656508*(x&~y) + 15291361560449593193*~x + 3155382516995895108*~(x&y), 3735936685*~x
18446744066237678246*(x^y) + 7471873370*~(x&y) + 18446744069973614931*(x|~y) + 3735936685*(x|y), 3735936685*~x
4405905527619770785*~(x|y) + 4405905523883834100*(x&~y) + 4405905527619770785*~(x|~y) + 14040838549825717516*~(x&y), 3735936685*~x
18364300524049935963*(x&~y) + 82443549659615653*~y + 82443549659615653*~(x|~y) + 18364300527785872648*~x, 3735936685*~x
992610355060477168*~(x|y) + 992610351324540483*(x&~y) + 17454133718649074448*~y + 3735936685*~(x&y), 3735936685*~x
1000597846411797194*x + 17446146223561817737*(x|~y) + 17446146223561817737*(x|y) + 17446146219825881052, 3735936685*~x
4854113800421038904*~(x|y) + 4854113800421038904*~(x|~y) + 13592630277024449397*~x, 3735936685*~x
9172320788461368687*(x&~y) + 3735936685*~(x&y) + 9172320792197305372*(x&y) + 9274423281512246244*x, 3735936685*~x
10409741287023772024*~x + 10409741283287835339*x + 10409741283287835339, 3735936685*~x
15999950560060021843*~(x|y) + 15999950552588148473*(x&~y) + 2446793517385466458*~y + 3735936685*(x^y), 3735936685*~x
8324426031536332583*~(x|y) + 8324426024064459213*x + 10122318045909155718*(x|~y) + 3735936685*(x|y), 3735936685*~x
11382353075554961782*~(x|y) + 11382353075554961782*~(x|~y) + 7064391001890526519*~x, 3735936685*~x
8583076104642207966*~(x|y) + 9863667972803280335*~x + 9863667969067343650*(x&y) + 8583076104642207966*y, 3735936685*~x
8583413995210687511*~x + 4931665041117400395*~(x&y) + 13515079032592151221*x + 4931665041117400395*~(x&~y), 3735936685*~x
5419483571229359078*~(x|~y) + 3735936685*~x + 5419483571229359078*~(x^y) + 13027260502480192538*~(x&~y), 3735936685*~x
9771280163750663857*(x&~y) + 3735936685*~x + 9771280163750663857*~(x^y) + 8675463909958887759*(x|~y), 3735936685*~x
6022480178568486559*~(x|y) + 12424263898877001742*~x + 12424263895141065057*(x|~y) + 12424263895141065057, 3735936685*~x
8484472979475331745*~x + 16968945951478790120*(x&y) + 9962271097970156556*~(x^y) + 9962271097970156556*y, 3735936685*~x
17175967780178782582*~x + 17175967776442845897*(x&y) + 1270776297266705719*~(x&~y), 3735936685*~x
3735936685*~(x|y) + 18446744069973614931*~y + 18446744069973614931*(x&y) + 18446744069973614931, 3735936685*~x
15243806714625617986*~(x|y) + 15243806707153744616*(x&y) + 3202937362819870315*~(x^y) + 3735936685*y, 3735936685*~x
14342789630226035174*~y + 14342789633961971859*~x + 14342789630226035174*(x^y) + 8207908886967032884*~(x&y), 3735936685*~x
5220571934712573907*(x&~y) + 5220571938448510592*~(x|~y) + 13226172135261041024*(x^y) + 3735936685*~(x&y), 3735936685*~x
13381975239095232089*~x + 13381975235359295404*(x&y) + 5064768838350256212*~(x&~y), 3735936685*~x
13003569241541584432*~x + 13003569237805647747*x + 13003569237805647747, 3735936685*~x
644908698595592409*~(x|y) + 17801835378849895892*~x + 17801835375113959207*(x&y) + 644908698595592409*y, 3735936685*~x
10239168961699665549*~(x|y) + 10239168961699665549*~(x|~y) + 8207575115745822752*~x, 3735936685*~x
2750203454014333164*(x&~y) + 18446744069973614931*(x&y) + 2750203457750269849*~(x&~y) + 2750203454014333164, 3735936685*~x
17067310936635597103*~x + 689716570404945599*~(x&y) + 17757027503304606017*x + 689716570404945599*~(x&~y), 3735936685*~x
14581938041173473021*(x&~y) + 14581938044909409706*~x + 3864806032536078595*~(x&y), 3735936685*~x
1669985185168541787*(x&~y) + 16776758888541009829*~y + 16776758888541009829*~(x|~y) + 1669985188904478472*~x, 3735936685*~x
1188487425302251499*~(x|y) + 1188487421566314814*(x&y) + 17258256648407300117*~(x^y) + 3735936685*~(x&~y), 3735936685*~x
5241757976048151306*~(x|y) + 15825865085685475963*~y + 15825865089421412648*~x + 2620878988024075653*(x^y), 3735936685*~x
9447848438870583256*~x + 9447848435134646571*(x&y) + 8998895638574905045*~(x&~y), 3735936685*~x
2165904594019542460*~y + 16280839483425945841*~x + 16280839479690009156*x + 2165904594019542460*y, 3735936685*~x
10251230011335171792*~x + 10251230007599235107*x + 10251230007599235107, 3735936685*~x
10274328883694574371*~(x|y) + 8172415193750913930*~x + 8172415190014977245*(x&y) + 10274328883694574371*y, 3735936685*~x
7177847595162229796*(x&y) + 11268896474811385135*~(x^y) + 11268896474811385135*y + 7177847602634103166*~(x&~y), 3735936685*~x
2591268418141086287*~x + 2591268414405149602*~(x^y) + 2591268414405149602*y + 13264207244899252412*~(x&~y), 3735936685*~x
6556923849920571007*~y + 6556923853656507692*~x + 6556923849920571007*(x^y) + 5332896373868409602*~(x&y), 3735936685*~x
11972303704754564293*~x + 6474440372690924008*~(x&y) + 6474440372690924008*y + 11972303701018627608*(x|y), 3735936685*~x
781055035802573903*(x&~y) + 781055039538510588*~x + 17665689037906977713*~(x&y), 3735936685*~x
1508915133176382554*~(x|y) + 1508915125704509184*(x&~y) + 16937828944269105747*~y + 3735936685*(x^y), 3735936685*~x
3406342200891442934*(x&~y) + 3406342204627379619*~x + 15040401872818108682*~(x&y), 3735936685*~x
3735936685*~(x|~y) + 3735936685*~(x&y) + 3735936685*~(x^y) + 3735936685, 3735936685*~x
5396422099620161571*~(x|y) + 5396422099620161571*~(x|~y) + 13050321977825326730*~x, 3735936685*~x
3735936685*~x + 827901919171336657*~(x&y) + 827901919171336657*(x&y) + 827901919171336657, 3735936685*~x
3254607549774090796*~x + 3254607546038154111*(x&y) + 15192136527671397505*~(x&~y), 3735936685*~x
11171802794664838128*(x&~y) + 11171802794664838128*(x&y) + 7274941275308776803*x + 18446744069973614931, 3735936685*~x
18331760327600830090*~x + 18331760323864893405*(x&y) + 114983749844658211*~(x&~y), 3735936685*~x
18446744069973614931*(x&~y) + 7471873370*~(x|~y) + 3735936685*(x|~y) + 18446744069973614931*y, 3735936685*~x
4988167365754578035*~x + 13458576711690910266*~(x&y) + 13458576711690910266*~(x&~y) + 13458576711690910266, 3735936685*~x
10894641306704609502*(x&~y) + 3735936685*~(x&y) + 10894641310440546187*~(x^y) + 7552102763269005429*(x|~y), 3735936685*~x
15510984185433872798*~(x|y) + 15510984185433872798*~(x|~y) + 2935759892011615503*~x, 3735936685*~x
10008791821922653698*~(x|~y) + 3735936685*~x + 10008791821922653698*~(x^y) + 8437952251786897918*~(x&~y), 3735936685*~x
10471974160629669785*~y + 7974769916815818516*~x + 7974769913079881831*(x|~y) + 10471974160629669785*~(x&~y), 3735936685*~x
7566529573881309867*~x + 7566529570145373182*(x&y) + 10880214503564178434*~(x&~y), 3735936685*~x
9358388926003110290*~(x|y) + 9358388922267173605*(x&~y) + 9088355147706441326*~y + 3735936685*~(x&y), 3735936685*~x
13726228470759890672*~x + 4720515606685597629*~(x&y) + 4720515606685597629*(x&y) + 13726228467023953987*x, 3735936685*~x
16801218420649046867*~(x|y) + 18446744069973614931*(x|~y) + 16801218416913110182*(x|y) + 16801218413177173497, 3735936685*~x
12671652315850522500*~(x|y) + 5775091765330902486*~(x|~y) + 5775091761594965801*(x|~y) + 12671652312114585815*(x|y), 3735936685*~x
8655705770052873262*(x&~y) + 8655705773788809947*~x + 9791038303656678354*~(x&y), 3735936685*~x
14884320851347815419*~(x|y) + 18446744069973614931*(x&~y) + 14884320851347815419*(x^y) + 3562423226097672882*~(x&y), 3735936685*~x
8958094901569344023*~x + 8958094897833407338*(x&y) + 9488649175876144278*~(x&~y), 3735936685*~x
17839255986164047581*~(x|~y) + 3735936685*~x + 17839255986164047581*(x&y) + 607488087545504035*y, 3735936685*~x
9197287799489597000*~x + 9249456277955891301*~(x&y) + 9249456277955891301*y + 9197287795753660315*(x|y), 3735936685*~x
2027380930905319098*~x + 2027380927169382413*(x&y) + 16419363146540169203*~(x&~y), 3735936685*~x
11690975496790121876*~(x|y) + 3377884292195651555*~x + 3377884288459714870*(x|~y) + 15068859785249836746*(x|y), 3735936685*~x
10512391434297977141*(x&~y) + 3735936685*~y + 10512391441769850511*~(x|~y) + 7934352635675637790*(x^y), 3735936685*~x
1850079118668631983*~x + 1850079114932695298*(x&y) + 16596664958776856318*~(x&~y), 3735936685*~x
14201769757431643581*~(x|y) + 14201769757431643581*~(x|~y) + 4244974320013844720*~x, 3735936685*~x
16658139518842314970*(x&~y) + 16658139522578251655*~x + 16658139518842314970*(x&y) + 16658139518842314970, 3735936685*~x
762935256528223526*~(x|y) + 762935252792286841*(x&~y) + 17683808817181328090*~y + 3735936685*~(x&y), 3735936685*~x
18446744069973614931*(x^y) + 18446744066237678246*(x|~y) + 18446744069973614931*y + 18446744062501741561, 3735936685*~x
2010621982510472035*(x&~y) + 3735936685*~x + 2010621982510472035*(x&y) + 16436122091199079581*x, 3735936685*~x
2579063782027660164*(x&~y) + 2579063785763596849*~x + 15867680291681891452*~(x&y), 3735936685*~x
8046488702087234049*~(x|y) + 3735936685*~(x|~y) + 8046488698351297364*(x&y) + 10400255375358254252*~(x^y), 3735936685*~x
1443498758166896948*~(x|y) + 1443498758166896948*~(x|~y) + 17003245319278591353*~x, 3735936685*~x
6766768559477611295*~(x|y) + 6766768555741674610*x + 11679975514231940321*(x|~y) + 18446744069973614931, 3735936685*~x
11887221957575828153*~x + 11887221953839891468*(x&y) + 6559522119869660148*~(x&~y), 3735936685*~x
5552601792027126583*~x + 11105203576582379796*x + 12894142285418361718*(x|~y) + 12894142285418361718*(x|y), 3735936685*~x
12359829981668601012*(x&~y) + 12359829985404537697*~x + 12359829981668601012*(x&y) + 12359829981668601012, 3735936685*~x
18446744069973614931*(x&~y) + 14746240965883474919*~(x&y) + 14746240962147538234*(x&y) + 14746240962147538234, 3735936685*~x
10933699972360699162*~x + 7513044105084789139*~(x&y) + 7513044105084789139*~(x^y) + 10933699968624762477*(x|~y), 3735936685*~x
3933593817614955117*~(x|y) + 18446744069973614931*(x&~y) + 3933593817614955117*(x^y) + 14513150259830533184*~(x&y), 3735936685*~x
3735936685*~y + 3735936685*(x^y) + 7471873370*~(x&~y) + 7471873370, 3735936685*~x
8145143308963985500*~(x|~y) + 8145143301492112130*x + 3735936685*(x|~y) + 10301600768481502801*(x|y), 3735936685*~x
1156049122684166124*~(x|~y) + 17290694954761322177*~x + 17290694951025385492*(x|y) + 17290694951025385492, 3735936685*~x
3735936685*~(x|y) + 12061381693221543181*~(x|~y) + 12061381689485606496*(x&y) + 6385362384223945120*y, 3735936685*~x
10226793402730928854*~y + 8219950674714559447*~x + 8219950670978622762*(x|~y) + 10226793402730928854*~(x&~y), 3735936685*~x
16643515053745146451*~(x|y) + 16643515053745146451*~(x|~y) + 1803229023700341850*~x, 3735936685*~x
18446744069973614931*(x&~y) + 3735936685*~y + 18446744069973614931*(x&y) + 3735936685*y, 3735936685*~x
600405424578974343*~x + 600405420843037658*x + 600405420843037658, 3735936685*~x
11681006718829529591*(x&~y) + 11681006722565466276*~x + 6765737354880022025*~(x&y), 3735936685*~x
9459631012944661700*(x^y) + 9459631012944661700*~(x^y) + 18446744069973614931*x + 9459631009208725015, 3735936685*~x
571770981837483131*~x + 1143541956203092892*(x&y) + 17874973095608005170*~(x^y) + 17874973095608005170*y, 3735936685*~x
16723062016559430291*~(x|y) + 16723062016559430291*~(x|~y) + 16723062012823493606*x + 16723062012823493606, 3735936685*~x
10150368322813963182*~(x|~y) + 18446744069973614931*(x&y) + 10150368322813963182*~(x^y) + 8296375754631525119*~(x&~y), 3735936685*~x
3735936685*~y + 18446744069973614931*(x^y) + 18446744066237678246*x + 7471873370*(x|y), 3735936685*~x
16788515058561856039*~x + 16788515054825919354*(x&y) + 1658229018883632262*~(x&~y), 3735936685*~x
8793005518899840661*~(x|y) + 18446744069973614931*(x&y) + 8793005518899840661*y + 9653738558545647640*~(x&~y), 3735936685*~x
4305462499880772752*(x&~y) + 4305462503616709437*~x + 4305462499880772752*(x&y) + 4305462499880772752, 3735936685*~x
1750494989934629831*~(x|~y) + 3735936685*~x + 1750494989934629831*(x&y) + 16696249083774921785*y, 3735936685*~x
17963837129194776677*(x&~y) + 17963837132930713362*~x + 482906944514774939*~(x&y), 3735936685*~x
148466984645803996*(x&~y) + 148466988381740681*~x + 18298277089063747620*~(x&y), 3735936685*~x
5730860252415573318*~x + 5730860248679636633*x + 5730860248679636633, 3735936685*~x
10871743492572687555*~(x|y) + 3735936685*~(x|~y) + 10871743488836750870*y + 7575000584872800746*~(x&~y), 3735936685*~x
2768182055055015858*~(x|y) + 2768182047583142488*(x&~y) + 15678562022390472443*~y + 3735936685*(x^y), 3735936685*~x
14184658492884252830*(x&~y) + 14184658496620189515*~x + 4262085580825298786*~(x&y), 3735936685*~x
4558396185420135108*~x + 9116792363368396846*(x&y) + 13888347892025353193*~(x^y) + 13888347892025353193*y, 3735936685*~x
11457697236201322954*(x&~y) + 3735936685*~(x&y) + 11457697239937259639*~(x&~y) + 11457697239937259639, 3735936685*~x
10138535927753788103*x + 8308208142219826828*(x|~y) + 8308208142219826828*(x|y) + 8308208138483890143, 3735936685*~x
15337221994122844017*~(x|~y) + 18446744069973614931*(x&y) + 15337221994122844017*~(x^y) + 3109522083322644284*~(x&~y), 3735936685*~x
16008413725685975487*(x&~y) + 3735936685*~(x&y) + 16008413729421912172*~(x^y) + 2438330344287639444*(x|~y), 3735936685*~x
1844531290815202507*(x^y) + 1844531290815202507*~(x^y) + 18446744069973614931*x + 1844531287079265822, 3735936685*~x
696942421038936521*~(x|~y) + 696942417302999836*(x&y) + 17749801652670615095*y + 3735936685*~(x&~y), 3735936685*~x
1178205797470347752*~(x|y) + 1178205793734411067*(x&~y) + 1178205797470347752*~(x|~y) + 17268538279975140549*~(x&y), 3735936685*~x
6128148942113695010*~(x|y) + 18446744069973614931*(x&y) + 6128148942113695010*y + 12318595135331793291*~(x&~y), 3735936685*~x
7687974603221246738*~y + 7687974603221246738*~(x|~y) + 3735936685*~x + 10758769470488304878*~(x&y), 3735936685*~x
3735936685*~(x|y) + 1931386494720662741*~(x|~y) + 1931386490984726056*x + 16515357582724825560*(x|y), 3735936685*~x
10576259537160746323*~x + 10576259533424809638*x + 10576259533424809638, 3735936685*~x
10623539398817790438*(x&~y) + 10623539402553727123*~x + 7823204674891761178*~(x&y), 3735936685*~x
6483894932986158448*~x + 6483894929250221763*(x&y) + 11962849144459329853*~(x&~y), 3735936685*~x
16073930074757673670*(x&~y) + 18446744069973614931*(x&y) + 16073930078493610355*~(x&~y) + 16073930074757673670, 3735936685*~x
3735936685*~(x|y) + 9255196164222498104*~(x|~y) + 9255196160486561419*x + 9191547913222990197*(x|y), 3735936685*~x
12983704862188641006*~y + 7520665650667730396*~(x|~y) + 5463039215256847295*~x + 5463039211520910610*(x^y), 3735936685*~x
6180133439844894333*~(x|y) + 6180133432373020963*x + 12266610637600593968*(x|~y) + 3735936685*(x|y), 3735936685*~x
9537115284087023696*~(x|y) + 9537115284087023696*~(x|~y) + 8909628793358464605*~x, 3735936685*~x
9346873735117248549*~(x|y) + 9099870342328239752*~x + 9099870338592303067*~(x^y) + 9346873735117248549*~(x&~y), 3735936685*~x
2464879457060124046*(x&y) + 15981864612913490885*~(x^y) + 15981864612913490885*y + 2464879464531997416*~(x&~y), 3735936685*~x
3735936685*~(x|y) + 8994950716075890577*~y + 8994950719811827262*~(x|~y) + 9451793357633661039*~(x&y), 3735936685*~x
7345156225303267501*~y + 18446744069973614931*x + 7345156225303267501*y + 7345156221567330816, 3735936685*~x
4386950174705513442*(x&~y) + 4386950178441450127*~x + 14059793899004038174*~(x&y), 3735936685*~x
12712360142719926295*(x&~y) + 12712360146455862980*~x + 5734383930989625321*~(x&y), 3735936685*~x
17967701390165087180*~(x&y) + 17488658702884686059*(x&y) + 479042683544464436*x + 479042687280401121*~(x&~y), 3735936685*~x
5829496589316738183*~(x|~y) + 3735936685*~x + 5829496589316738183*~(x^y) + 12617247484392813433*~(x&~y), 3735936685*~x
7546963761354040890*~(x&y) + 7546963757618104205*(x&y) + 3735936685*~(x&~y) + 7546963761354040890, 3735936685*~x
7812328320555390862*~(x|y) + 14540579913431856185*~y + 14540579917167792870*~x + 3906164160277695431*(x^y), 3735936685*~x
14114462645609144676*~(x|~y) + 3735936685*~x + 14114462645609144676*(x|~y) + 14114462645609144676, 3735936685*~x
11383395707776237107*~(x|y) + 18446744069973614931*(x&~y) + 11383395707776237107*(x^y) + 7063348369669251194*~(x&y), 3735936685*~x
3074108331457635224*(x&~y) + 3074108335193571909*~x + 15372635742251916392*~(x&y), 3735936685*~x
10851964649319530926*~x + 7594779428125957375*(x^y) + 7594779428125957375*~(x&~y) + 10851964645583594241*(x|y), 3735936685*~x
1428715138738913110*~x + 1428715135002976425*(x&y) + 17018028938706575191*~(x&~y), 3735936685*~x
17246031485946226827*~(x|y) + 17246031485946226827*~(x|~y) + 1200712591499261474*~x, 3735936685*~x
1803840489733439627*(x&~y) + 1803840489733439627*(x&y) + 16642903580240175304*x + 18446744069973614931, 3735936685*~x
17126165762069345349*~y + 15805587450429139082*~(x|~y) + 1320578315376142952*~x + 1320578311640206267*(x^y), 3735936685*~x
5297070031071884561*~(x|y) + 13149674046373603740*~x + 13149674042637667055*(x&y) + 5297070031071884561*y, 3735936685*~x
5835602426598375233*~x + 12611141650847113068*~(x&y) + 12611141650847113068*~(x&~y) + 12611141650847113068, 3735936685*~x
12829156730204563182*~(x|y) + 3735936685*~(x|~y) + 12829156726468626497*(x^y) + 5617587347240925119*~(x&y), 3735936685*~x
11488326385787911416*~(x|y) + 18446744069973614931*(x&y) + 11488326385787911416*y + 6958417691657576885*~(x&~y), 3735936685*~x
5599398190055891406*(x^y) + 5599398186319954721*(x&y) + 3735936685*~(x&~y) + 12847345883653660210*(x|y), 3735936685*~x
5016283682024252066*(x&~y) + 5016283685760188751*~x + 13430460391685299550*~(x&y), 3735936685*~x
442156427600227928*~(x|y) + 442156420128354558*(x&~y) + 18004587649845260373*~y + 3735936685*(x^y), 3735936685*~x
18276101344608863767*~y + 3735936685*~x + 18276101344608863767*(x&y) + 170642729100687849*(x|~y), 3735936685*~x
17268801937256235238*~(x|y) + 17268801929784361868*x + 1177942140189253063*(x|~y) + 3735936685*(x|y), 3735936685*~x
9341293405473799512*~(x|y) + 9341293405473799512*~(x|~y) + 9105450671971688789*~x, 3735936685*~x
13499836721312853235*~y + 13499836717576916550*(x&y) + 4946907352396698381*(x|~y) + 3735936685*~(x&~y), 3735936685*~x
17133078494784727551*(x&~y) + 3735936685*~y + 17133078502256600921*~(x|~y) + 1313665575188887380*(x^y), 3735936685*~x
10763334274281508971*~x + 10763334270545572286*x + 10763334270545572286, 3735936685*~x
6637716572144074424*~(x|y) + 6637716572144074424*~(x|~y) + 11809027505301413877*~x, 3735936685*~x
16639679006054021900*~(x|y) + 16639679006054021900*~(x|~y) + 1807065071391466401*~x, 3735936685*~x
5240817415278348544*~(x|y) + 18446744069973614931*(x&~y) + 5240817415278348544*(x^y) + 13205926662167139757*~(x&y), 3735936685*~x
12454777463019802683*(x&~y) + 12454777466755739368*~x + 5991966610689748933*~(x&y), 3735936685*~x
6501456854129282526*(x&~y) + 11945287223316205775*~x + 11945287219580269090*x + 6501456854129282526*~(x&~y), 3735936685*~x
2207893309414926194*(x&~y) + 2207893313150862879*~x + 16238850764294625422*~(x&y), 3735936685*~x
17220647606522257916*~(x|y) + 1226096470923230385*~y + 1226096474659167070*~(x|~y) + 17220647602786321231*(x^y), 3735936685*~x
5516713696303288553*(x&~y) + 12930030377406263063*~(x&y) + 12930030373670326378*x + 12930030373670326378, 3735936685*~x
8578179358900591602*~(x|~y) + 3735936685*~x + 8578179358900591602*(x|~y) + 8578179358900591602, 3735936685*~x
12751684423031145787*(x&~y) + 12751684426767082472*~x + 5695059650678405829*~(x&y), 3735936685*~x
16826230854917748848*~x + 16826230851181812163*x + 16826230851181812163, 3735936685*~x
5020752281876995611*~x + 5020752278141058926*~(x^y) + 5020752278141058926*y + 8405239517427433764*~(x&~y), 3735936685*~x
13964529237605721234*~y + 13964529237605721234*~(x|~y) + 3735936685*~x + 4482214836103830382*~(x&y), 3735936685*~x
5320337697090853819*(x&~y) + 5320337700826790504*~x + 13126406376618697797*~(x&y), 3735936685*~x
10957459801825285189*~x + 3468175522469145392*(x&y) + 7489284275620203112*~(x^y) + 7489284275620203112*y, 3735936685*~x
4211826175478846642*~x + 4211826171742909957*x + 4211826171742909957, 3735936685*~x
3434819874875726974*~(x|y) + 7505962099416912321*~y + 7505962103152849006*~x + 10940781974292639295*(x^y), 3735936685*~x
9574973488841817263*~x + 9574973485105880578*x + 9574973485105880578, 3735936685*~x
4647139240615592551*~x + 4647139236879655866*x + 4647139236879655866, 3735936685*~x
3049278587311059863*~(x|y) + 3735936685*~(x|~y) + 3049278583575123178*(x&y) + 15397465490134428438*~(x^y), 3735936685*~x
16511815351441840847*x + 1934928718531774084*(x|~y) + 1934928718531774084*(x|y) + 1934928714795837399, 3735936685*~x
18088744622481116861*~(x|y) + 18446744069973614931*(x&~y) + 18088744622481116861*(x^y) + 357999454964371440*~(x&y), 3735936685*~x
14033105534185474427*~(x|y) + 14033105530449537742*(x&~y) + 14033105534185474427*~(x|~y) + 4413638543260013874*~(x&y), 3735936685*~x
6457251098254234740*~(x|y) + 6457251098254234740*~(x|~y) + 11989492979191253561*~x, 3735936685*~x
9444325113388801425*~(x|~y) + 3735936685*~x + 9444325113388801425*~(x^y) + 9002418960320750191*~(x&~y), 3735936685*~x
17195307314940383478*~(x|~y) + 1251436762505104823*~x + 1251436758769168138*(x&y) + 17195307314940383478*~(x^y), 3735936685*~x
16332649008752630883*~(x|~y) + 2114095068692857418*~x + 2114095064956920733*y + 16332649008752630883*~(x&~y), 3735936685*~x
817391638568852052*~x + 17629352438876636249*~(x&y) + 17629352438876636249*~(x&~y) + 17629352438876636249, 3735936685*~x
7827684456455560549*(x&~y) + 18446744069973614931*x + 7827684456455560549*~(x&~y) + 7827684452719623864, 3735936685*~x
12344356949469308427*(x&~y) + 12344356953205245112*~x + 6102387124240243189*~(x&y), 3735936685*~x
7153409545631691522*(x&~y) + 11293334528077860094*~y + 11293334528077860094*~(x|~y) + 7153409549367628207*~x, 3735936685*~x
18377144437504935228*~(x&y) + 18377144437504935228*(x&y) + 18446744069973614931*x + 18377144433768998543, 3735936685*~x
5951344519870641128*~x + 5951344516134704443*(x&y) + 12495399557574847173*~(x&~y), 3735936685*~x
10800561737766059707*~(x|y) + 10800561737766059707*~(x|~y) + 10800561734030123022*x + 10800561734030123022, 3735936685*~x
17437846173326410929*~(x|y) + 17437846173326410929*(x&~y) + 1008897900383140687*~y + 3735936685*~x, 3735936685*~x
11524037559388502398*~(x|y) + 6922706518056985903*~x + 6922706514321049218*(x|~y) + 6922706514321049218, 3735936685*~x
9344204166596036848*~(x&y) + 9344204162860100163*x + 9344204166596036848*~(x&~y) + 241664255746585395, 3735936685*~x
6298061975776985442*~y + 12148682101668502859*~x + 12148682097932566174*x + 6298061975776985442*y, 3735936685*~x
2651869196021975275*(x&~y) + 15794874873951639656*~y + 15794874873951639656*(x^y) + 2651869203493848645*~(x&y), 3735936685*~x
6442380627089059719*~x + 6442380623353123034*x + 6442380623353123034, 3735936685*~x
4278094678824412298*(x&~y) + 16307696734297345467*~y + 2139047343148142834*~x + 16307696734297345467*(x^y), 3735936685*~x
18446744069973614931*(x&~y) + 18003449053557841756*~y + 18003449053557841756*~(x|~y) + 443295023887646545*~(x&y), 3735936685*~x
11525480246436564762*~x + 11525480242700628077*(x&y) + 6921263831008923539*~(x&~y), 3735936685*~x
247775888483664335*(x&~y) + 18198968185225887281*~(x&y) + 18198968181489950596*x + 18198968181489950596, 3735936685*~x
1210598156341264387*~(x|y) + 3735936685*~x + 1210598156341264387*x + 17236145917368287229*(x|~y), 3735936685*~x
18388491063261539160*~y + 18388491066997475845*~x + 18388491063261539160*(x^y) + 116506020896024912*~(x&y), 3735936685*~x
17761683981249060878*~(x|~y) + 17761683977513124193*(x&y) + 685060092460490738*y + 3735936685*~(x&~y), 3735936685*~x
12151956237327680291*~x + 12370765956913679813*~(x&y) + 6075978116795871803*x + 12370765956913679813*~(x&~y), 3735936685*~x
