# 3735936685*~x
16689911286994657724*((((x^y)&~(x^z))&~t)|((y^~(x&(y^z)))&t)) + 15811494930996577628*((((x&y)^(y|~z))&~t)|((~(x&~y)&(y^z))&t)) + 14933078530167257312*(((y^(~x|(y&z)))&~t)|(((x^y)&~(x^z))&t)) + 13176245769603920215*(((z^(x|y))&~t)|(~(~x|(y&z))&t)) + 18446744062501741561*(((z^(x|(~y|z)))&~t)|((z^~(x&(~y&z)))&t)) + 4392081940635677935*(((y^(~x|(y|z)))&~t)|((z^~(x&(~y&z)))&t)) + 14933078530167257312*((~(x|~z)&~t)|((y^(x|(~y|z)))&t)) + 4392081940635677935*((((x|y)&(y^z))&~t)|(~(y&z)&t)) + 10540996623155009542*(((x^(~y&z))&~t)|((~(x&y)&~(y^z))&t)) + 6148914697463078347*(((y^(x|(y|z)))&~t)|(~(x|~z)&t)) + 9662580211117879171*(((y^(x|(~y|z)))&~t)|(((x^y)|(x^z))&t)) + 7905747454290478759*((y&~z)|x) + 4392081918220057825*((((x&~y)|~(x^(y^z)))&~t)|(~(y^z)&t)) + 14054662140545747051*(((x|z)&~t)|(~(x&~y)&t)) + 6148914704934951717*(((y^~(~x&(y|z)))&~t)|((y|(x^z))&t)) + 4392081929427867880*(((x^(~y&z))&~t)|((z|~(x|y))&t)), 3735936685*~x
13176245764373608856*((~(x&(~y&z))&~t)|((~z&(x^y))&t)) + 7905747457279228107*~((x&~z)^t) + 7905747462509539466*((~(x&~x)&~t)|((y^(~x|(y&z)))&t)) + 10540996616430323509*(((z|(x&~y))&~t)|((~x&(y&z))&t)) + 7905747458773602781*(((z^~(x&(y|z)))&~t)|(~x&t)) + 10540996614935948835*((~(x&(y&z))&~t)|(~(x^(~y&z))&t)) + 13176245769603920215*((~(x&~z)&~t)|((~y|(x^z))&t)) + 5270498310083130097*(((y^~(~x&(y|z)))&~t)|((x^(y^z))&t)) + 5270498308588755423*(((~x&(y|z))&~t)|((~(x|y)|(x^(y^z)))&t)) + 18446744071467989605*((((x&y)|~(x^(y^z)))&~t)|((x^(~y&z))&t)) + 10540996613441574161*(((y^~(x&~z))&~t)|(~(~x&(y|z))&t)) + 2635249152426409369*((~(x|z)&~t)|(((x&y)|~(y|~z))&t)) + 18446744070720802268*(((y^(x|(y^z)))&~t)|(((x&y)^(x^(~y|z)))&t)) + 13176245771098294889*((~(x^y)&~t)|((y|~(x|~z))&t)) + 18446744070720802268*(((x|(~y&z))&~t)|((y|z)&t)), 3735936685*~x
6961035499231080860*(((y^(~x|(y&z)))&~t)|((~x&(~y&z))&t)) + 5220776628159247330*(((z^(x|(~y|z)))&~t)|((~(x^y)&(x^z))&t)) + 4524673071511453211*((~(x&~x)&~t)|((y^(~x|(y&z)))&t)) + 1044155325631849466*(((y^~(x&(~y|z)))&~t)|(((x&y)^~(x^(y&z)))&t)) + 2436362423983690964*((((y&z)^~(x&(y^z)))&~t)|((y^(x|z))&t)) + 16358433422445852684*((((x&y)^~(x^(y&z)))&~t)|((~x&(y&z))&t)) + 16358433422445852684*(((z^(~x&(y|z)))&~t)|((~x&(y&z))&t)) + 12181812123654391505*(((y^(x&(~y|z)))&~t)|((z^~(~x&(y&z)))&t)) + 10441553252582557975*(((x^(y|z))&~t)|((x^(~y|z))&t)) + 2436362427719627649*((~(x|y)&~t)|((y^~(~x&(~y|z)))&t)) + 1044155325631849466*(((y^(x|(y^z)))&~t)|((y^(~x&(y|z)))&t)) + 13574019222006233003*(((y^(~x|(y&z)))&~t)|((x^(~y&z))&t)) + 3480517745879603745*(((x^(~y&z))&~t)|((x&(~y|z))&t)) + 2784414204175556366*(((~(x^y)|~(x^z))&~t)|(((x&~y)|(x^(y^z)))&t)) + 8701294377774787760*(((y|(x^z))&~t)|((~(x&~y)&~(y^z))&t)) + 7309087271951072892*((~(~x|(y|z))&~t)|((z|(x&y))&t)), 3735936685*~x
5524659390415020067*(((x&z)&~t)|((z^(~x|(~y|z)))&t)) + 13296637861545867821*(((~(x&~y)&~(y^z))&~t)|(((x&z)^~(x^(y&z)))&t)) + 4213723266535343115*((~(x^(y&z))&~t)|(~(x|(y^z))&t)) + 16480339884154099503*(((z|(x&y))&~t)|((z^~(~x&(~y|z)))&t)) + 5992850870701063777*(((z^~(x&(y|z)))&~t)|(~(x&z)&t)) + 9176552889573358774*((((y&~z)|~(x|(~y&z)))&~t)|((y^~(~x&(y|z)))&t)) + 11611148555678917912*(((z^(x&(y|z)))&~t)|((y^(x&z))&t)) + 10112935835201699454*((~(~x&(y^z))&~t)|((y^(x&z))&t)) + 9925659246076031318*(((y|(x&~z))&~t)|((y^(x&(~y|z)))&t)) + 17135807946093937979*(((y|~(x|~z))&~t)|((y^~(~x&(y&z)))&t)) + 8333808234771915477*((((x&z)^(x^(~y&z)))&~t)|((x^(~y&z))&t)) + 16012148411339929163*(((x|(y|z))&~t)|((z^(~x&(y|z)))&t)) + 561829771112941093*(((z^(x|(~y|z)))&~t)|(((x&~y)|(x^(y^z)))&t)) + 4400999851925074566*(((x|~z)&~t)|(((x&y)|(y^z))&t)) + 655468061939838476*(((~(x^y)&~(x^z))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 6929233816329404457*(((y|~(x^z))&~t)|((y|~(x|~z))&t)), 3735936685*~x
13634549967849315254*(((y^(~x&(y|z)))&~t)|((y^~(x&(y^z)))&t)) + 3208129402661512013*((y&~t)|((y^(x|(y&z)))&t)) + 6416258816530834081*(((y^(x&(y|z)))&~t)|((y^(x|(~y|z)))&t)) + 4812194102124299677*(((~(x|y)|(y^z))&~t)|((x^y)&t)) + 802032353467330517*(((y^~(x&(y^z)))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 4010161756128842530*(((z&~(x^y))&~t)|((y^(x|(y^z)))&t)) + 12030485264650590905*(((x^z)&~t)|((x&(y&z))&t)) + 8822355869460952262*(((y|~(x|z))&~t)|((x&(y&z))&t)) + 13634549964113378569*(((y|(x&~z))&~t)|((y^~(x&(y|z)))&t)) + 11228452914919197073*(((~(x&~y)&(y^z))&~t)|((~z|~(x^y))&t)) + 5614226455591630194*(((y&(x^z))&~t)|((z^~(x&(~y|z)))&t)) + 13634549960377441884*(((z^~(x|(y&z)))&~t)|((z^~(x|(~y&z)))&t)) + 802032349731393832*((~(x&y)&~t)|((y^~(x|z))&t)) + 16842679370510827267*((((x&z)^~(y&~z))&~t)|(((x&y)|~(y^z))&t)) + 11228452918655133758*~((y^t)&x) + 16842679374246763952*(((y^~(x&(~y|z)))&~t)|((z^~(x|(y&z)))&t)), 3735936685*~x
259813329752196006*(((z^(~x|(y&z)))&~t)|(~(x|(~y|z))&t)) + 12990664813910165420*((((x&~y)|~(y^z))&~t)|(~(x|(~y|z))&t)) + 4936452671277791199*(((~(x&~y)&~(x^(y^z)))&~t)|((~z&(x^y))&t)) + 12211224936731677952*(((y^~(x&(y^z)))&~t)|((~(x|y)|(y^z))&t)) + 12211224921787931212*(((x&(y^z))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 18446744069973614931*(((x|(y^z))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 4416826052868702722*(((y&~z)&~t)|(~(x&y)&t)) + 12730851562612639799*(((z&~(x&~y))&~t)|(((x^y)|(x^z))&t)) + 5715892533512531927*((((y&z)|(x&(y|z)))&~t)|((y&~(x^z))&t)) + 6755145729235405346*(((~(x&y)&(y^z))&~t)|((z^(~x|(~y&z)))&t)) + 6495332399483209340*(((y^~(x|(y^z)))&~t)|((x&y)&t)) + 11431785044609443744*(((y^~(~x|(y^z)))&~t)|((y&(x|~z))&t)) + 6235519084674760074*(((~(x|~y)|(y^z))&~t)|(((y&~z)^(x|(y^z)))&t)) + 11171971811991601548*(((y^(x&(~y|z)))&~t)|((y^(~x|(~y&z)))&t)) + 17407490915346045047*(((x^(~y&z))&~t)|((y&(x|z))&t)) + 8573838775985209438*(((y^~(~x|(~y&z)))&~t)|(~(x&~x)&t)), 3735936685*~x
10670599035416381191*((((y&~z)|~(~x|(~y&z)))&~t)|(~(x|z)&t)) + 6307317643291908128*((~z&~t)|((~y&(x^z))&t)) + 10929803871146934544*(((z|(x^y))&~t)|((~(x^y)&(x^z))&t)) + 10065787744573216664*(((x^(~y&z))&~t)|((~(x&~y)&(y^z))&t)) + 18360342465535303850*(((y^(x|~z))&~t)|((x&(~y&z))&t)) + 864016115365907825*(((~(x|~y)|(x^(y^z)))&~t)|((y^(x|(y|z)))&t)) + 9849783724137597249*((~(~x|(~y|z))&~t)|((z^~(~x&(y|z)))&t)) + 9849783720401660564*(((~x|(y^z))&~t)|((~(x^y)&~(x^z))&t)) + 11664217559307723980*((~(x&~x)&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 18144338433891874380*((((x|y)&(y^z))&~t)|((z&~(x^y))&t)) + 16459507014719055983*(((y^(~x|(y&z)))&~t)|((x^(y^z))&t)) + 5356899919751752537*(((~(x&~y)&(y^z))&~t)|((x|~z)&t)) + 3715269293458247968*(((x&(y^z))&~t)|((y^~(x&(y&z)))&t)) + 3672068493107060770*(((z|~(x^y))&~t)|((y^~(~x|(y&z)))&t)) + 7473739402211429874*(((y^~(x&(y|z)))&~t)|(((y&z)|(x&(y|z)))&t)) + 15897896531698952024*((((x&z)^(x^(~y&z)))&~t)|((~x|(~y|z))&t)), 3735936685*~x
4483124022*~((y|z)|t) + 18446744072962364279*((~(x^(y&z))&~t)|((z^(~x|(~y|z)))&t)) + 9713435381*(((z&~(x&~y))&~t)|((x&(y^z))&t)) + 18446744068479240257*(((~(x|~y)|(x^(y^z)))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 18446744072962364279*((((x^y)&~(x^z))&~t)|(((x&z)^~(x^(y&z)))&t)) + 4483124022*((~(x|(~y&z))&~t)|(((x&~y)|(y^z))&t)) + 2988749348*(((x&z)&~t)|(~(x|(y^z))&t)) + 2988749348*((~(x|~z)&~t)|(~(x|(~y&z))&t)) + 4483124022*(((x&~x)&~t)|(~(x^(y&z))&t)) + 18446744071467989605*(((~x|(y|z))&~t)|(((x&y)|~(y|~z))&t)) + 8219060707*(((z^~(x&(~y&z)))&~t)|((~(x&~y)&~(y^z))&t)) + 18446744072215176942*(((x|(y&z))&~t)|((~(x&~y)&~(y^z))&t)) + 18446744069226427594*(((z^~(x|y))&~t)|((y|~(x|z))&t)) + 1494374674*(((y^(~x&(y|z)))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 18446744071467989605*(((y^(~x|(~y|z)))&~t)|(((x&y)|~(x^(y^z)))&t)) + 18446744069973614931*(((z^(x|(~y|z)))&~t)|((z|~(x|~y))&t)), 3735936685*~x
9624388211720472724*(((~x|(~y|z))&~t)|(~(x|z)&t)) + 4010161759864779215*(((y^~(~x&(~y|z)))&~t)|((z^(x|(y&z)))&t)) + 4010161759864779215*((((x&y)|(y^z))&~t)|(~(x|~y)&t)) + 16842679374246763952*(((z^(x|~y))&~t)|(~(x|~z)&t)) + 11228452911183260388*(((y^(x&(y^z)))&~t)|(~(x|~z)&t)) + 7471873370*((~(x|~y)&~t)|((z^(~x|(~y&z)))&t)) + 7218291158790354543*((~(x&(~y|z))&~t)|(((x&y)|~(y|z))&t)) + 12030485264650590905*(((x|(y^z))&~t)|((y&(x|~z))&t)) + 12832517610646048052*(((y&(x^z))&~t)|(((x&y)|(x^(y^z)))&t)) + 17644711720242221099*((~(~x&(~y|z))&~t)|(((x&z)|~(y|z))&t)) + 3208129398925575328*(((z|(x^y))&~t)|((z^~(x&(~y|z)))&t)) + 7218291162526291228*(((x&z)&~t)|((y^(~x|(~y&z)))&t)) + 8822355865725015577*((~(x&~y)&~t)|((x|(y^z))&t)) + 10426420565187803241*(((y^(x|(y|z)))&~t)|((~(x|~y)|~(y^z))&t)) + 12832517614381984737*((((x|~y)&~(x^(y^z)))&~t)|((~(x|~y)|(x^(y^z)))&t)), 3735936685*~x
5932621212901830586*(((z^(x|(~y&z)))&~t)|(~(x|z)&t)) + 3800585461596534684*((((y&~z)|~(x|(~y&z)))&~t)|((x&~y)&t)) + 7879262547801503640*(((y^(x&(~y|z)))&~t)|((z^(~x|(y&z)))&t)) + 11494453600464288846*(((~x&(y|z))&~t)|((x^z)&t)) + 11679848001926164954*(((x|(~y|z))&~t)|(~(x&z)&t)) + 6396107242708077651*(((z|~(x|~y))&~t)|((y^(x&(~y|z)))&t)) + 17056285976818937051*((~(~x&(y&z))&~t)|(~(x&(y&z))&t)) + 9455115053625867683*(((x^(~y&z))&~t)|((z^~(x&y))&t)) + 15665827883664259171*(((y^(~x|(~y&z)))&~t)|((x^(~y&z))&t)) + 9733206670762428585*((~(~x|(y^z))&~t)|((y^(~x&(~y|z)))&t)) + 11772545210128976378*((((x&z)^~(y&~z))&~t)|((x|(y^z))&t)) + 7415776517995256575*((~(~x&(y&z))&~t)|((y&~(x&~z))&t)) + 4912951930142778292*((((x&~y)|(y^z))&~t)|((y^(x&~z))&t)) + 6396107246444014336*((~y&~t)|((~(x|~y)|(x^(y^z)))&t)) + 14831553021046766410*(((y|z)&~t)|((z|(x&y))&t)) + 12050636834737410650*(((~(x^y)&(x^z))&~t)|(~(x&~x)&t)), 3735936685*~x
3735936685*(((~z|(x^y))&~t)|(~(x|(~y|z))&t)) + 7471873370*((((x&z)^~(x^(y&z)))&~t)|(~(~x|(~y|z))&t)) + 18446744069973614931*(((x|(y|z))&~t)|((x&~z)&t)) + 3735936685*(((z^(x|(y|z)))&~t)|((y^~(x&(~y&z)))&t)) + 3735936685*(((y^~(~x&(y&z)))&~t)|((z^(x|(y&z)))&t)) + 18446744066237678246*((((x|~y)&~(y^z))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 18446744069973614931*(((y^~(x&(y|z)))&~t)|((y&~(x&z))&t)) + 18446744066237678246*(((y^(x|(~y|z)))&~t)|(~(x^(~y&z))&t)) + 11207810055*((~(x^y)&~t)|((~z|(x^y))&t)) + 3735936685*(((y^~(x&(~y&z)))&~t)|((~(x^y)&~(x^z))&t)) + 18446744069973614931*(((~(x|y)|~(x^(y^z)))&~t)|((y^~(x|(y^z)))&t)) + 18446744069973614931*(((y|z)&~t)|(((x|~y)&(x^(y^z)))&t)) + 7471873370*(((y^~(~x|(y&z)))&~t)|((z^~(x|(y&z)))&t)) + 18446744069973614931*(((z^~(x&~y))&~t)|(~(~x&(~y&z))&t)), 3735936685*~x
18062969925370481061*((((x^y)|(x^z))&~t)|((~x&(~y&z))&t)) + 8468616209421843816*(((z^~(x|y))&~t)|((~(x|y)|(y^z))&t)) + 818718188602724322*(((z^(~x|(~y|z)))&~t)|(((x&~y)|(y^z))&t)) + 1176907387243566586*((((x&z)^~(x^(~y&z)))&~t)|(((x^y)&(x^z))&t)) + 14532247767375717988*(((~(x^y)|~(x^z))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 16297608833297321127*(((y|(x&z))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 15120701449789691226*(((z^~(~x&(~y&z)))&~t)|((y^(x|~z))&t)) + 12638961956698910079*((((x&z)|(y&~z))&~t)|((z&~(x&y))&t)) + 10796846052890432122*(((y^(~x&(y^z)))&~t)|((~x|(~y&z))&t)) + 7470803428970571732*((~(x|(y^z))&~t)|(~(x^(y|z))&t)) + 7752237793460475863*(((y^~(x&(y|z)))&~t)|(((x&y)|(y^z))&t)) + 15811494919788767573*((y|~t)&z) + 9057069906779563794*((((x&y)|(x^(y^z)))&~t)|((y^(x&~z))&t)) + 14148473615300710748*(((x|y)&~t)|((z&~(x&~y))&t)) + 8826805415534559450*(((~(x&y)&(x^(y^z)))&~t)|(((x&y)^(x^(~y|z)))&t)) + 10720091215003557304*((((x|~y)&(y^z))&~t)|(~(y&~z)&t)), 3735936685*~x
18446744061064842836*~((z^t)|y) + 9196151840*(((x|~z)&~t)|(((x&z)^(x^(~y&z)))&t)) + 23852518835*((((x&~y)|(x^(y^z)))&~t)|((~(x&y)&~(y^z))&t)) + 18446744063651260541*(((z^(x|~y))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 18446744062789121306*(((~z|~(x^y))&~t)|((y^~(~x|(y^z)))&t)) + 18446744053018209976*((~(~x&(y|z))&~t)|(~x&t)) + 5747594900*(((y^~(~x|(~y&z)))&~t)|(~(x&(~y|z))&t)) + 15231126485*(((y|(x^z))&~t)|(((x|y)&~(x^(y^z)))&t)) + 18446744041810399921*(((y^(x|(y&z)))&~t)|((y^(x|(y^z)))&t)) + 9483531585*(((y&(x^z))&~t)|((y^~(~x&(y&z)))&t)) + 32186531440*((~(y|z)&~t)|((y^(x|(~y&z)))&t)) + 24427278325*(((z^~(x&(~y&z)))&~t)|((y^~(x&(~y|z)))&t)) + 18446744070835754166*((((y&z)^~(x&(y^z)))&~t)|(((x|~y)&(x^(y^z)))&t)) + 18446744061352222581*(((y^(x|(~y|z)))&~t)|(((x&z)|~(y|z))&t)) + 18446744057041526406*(((y|(x^z))&~t)|((x|(~y|z))&t)) + 7471873370*((~y&~t)|((y|z)&t)), 3735936685*~x
11228452873823893538*((((x^y)|(x^z))&~t)|(~(y|z)&t)) + 4010161744921032475*(((x&z)&~t)|((z^(~x|(~y|z)))&t)) + 15238614682255849658*(((z&~(x^y))&~t)|((y^~(x&(y^z)))&t)) + 10426420561451866556*(((z^~(~x|(y&z)))&~t)|((~y&~(x^z))&t)) + 17644711720242221099*((((x&y)^(y|z))&~t)|((y^~(~x&(~y&z)))&t)) + 16842679392926447377*(((y^~(x&z))&~t)|((y^~(~x&(y^z)))&t)) + 17644711738921904524*(((y^(x|(y&z)))&~t)|((z^~(~x&(y|z)))&t)) + 7218291140110671118*(((x^(~y&z))&~t)|(~(x&(~y|z))&t)) + 8822355861989078892*(((x|y)&~t)|((y^(x|(y^z)))&t)) + 4812194128275856472*(((~x|(y|z))&~t)|((~(x|y)|~(x^(y^z)))&t)) + 3208129443756815548*((((x^y)|(x^z))&~t)|((x^(y^z))&t)) + 17644711753865651264*(((~z&~(x^y))&~t)|(((x&z)|~(y|z))&t)) + 6416258782907403916*(((y^(~x|(y^z)))&~t)|((~y|~(x^z))&t)) + 11228452885031703593*(((z^(~x|(y|z)))&~t)|((x|(~y&z))&t)) + 17644711720242221099*(((z^~(~x&(~y&z)))&~t)|((y|(x&z))&t)) + 17644711709034411044*(((~(x&y)&~(y^z))&~t)|((z|(x&~y))&t)), 3735936685*~x
14317869952118074110*(((y^(x&~z))&~t)|((~x&(y^z))&t)) + 6592879655046621332*(((z&(x|y))&~t)|((~x&(~y|z))&t)) + 17647607147070424895*(((y^~(~x|(~y&z)))&~t)|((y^~(~x&(~y|z)))&t)) + 10055806334658879333*(((x^(y&z))&~t)|((y^(x&(~y|z)))&t)) + 16582091239903673687*((~(y&~z)&~t)|((~(x^y)&~(x^z))&t)) + 7525206070081591954*(((y^(~x|(y|z)))&~t)|((z^~(x&(y|z)))&t)) + 10188995823054723234*((((x^y)|(x^z))&~t)|((z^~(x|(~y&z)))&t)) + 5327579517154072615*(((~y|~(x^z))&~t)|((y&z)&t)) + 9123479923359845396*(((z^(x|(y&z)))&~t)|(((x&z)^(x^(y&z)))&t)) + 16848470220431298174*(((y^~(~x&(y|z)))&~t)|(y&t)) + 6592879651310684647*((~(y|~z)&~t)|((~x|(y&z))&t)) + 11321106468815491365*(((z^(~x&(y|z)))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 17248038681882893192*(((x&(~y|z))&~t)|(~(x&(y^z))&t)) + 9056885177293955103*((~(x^z)&~t)|((z^~(x|(y&z)))&t)) + 11787269676332976676*(((x&(~y|z))&~t)|((x|(y&z))&t)) + 7525206066345655269*(((y&~z)&~t)|((x|(y|z))&t)), 3735936685*~x
12832517628578544140*((((x|~y)&(x^(y^z)))&~t)|((x&~x)&t)) + 15238614674783976288*(((y^~(x|(y&z)))&~t)|((~z&(x^y))&t)) + 12832517620359483433*((~(x&~z)&~t)|(~z&t)) + 12030485262409028894*((~(x&(y|z))&~t)|((z^(x|(y&z)))&t)) + 10426420569670927263*(((~(x|y)|~(x^(y^z)))&~t)|((x&~y)&t)) + 8822355851528456174*(((z^~(~x|(y&z)))&~t)|((x&(y^z))&t)) + 3208129400419950002*(((~z|~(x^y))&~t)|((y^(~x|(y|z)))&t)) + 3208129416858071416*(((z^(~x|(~y|z)))&~t)|((~(x&y)&~(y^z))&t)) + 3208129404903074024*(((x&(y^z))&~t)|((z^~(~x&(y&z)))&t)) + 5614226451108506172*(((~y|~(x^z))&~t)|((x^y)&t)) + 4812194109596173047*(((y^~(x|(y&z)))&~t)|((z^(x&y))&t)) + 16842679378729887974*((~(x|(~y|z))&~t)|((y^(~x&(~y|z)))&t)) + 9624388210226098050*((((x^y)|(x^z))&~t)|((~(x|~y)|~(y^z))&t)) + 6416258793368026634*((~(x^(y&z))&~t)|((y|~z)&t)) + 13634549964860565906*(((z^(~x&(y|z)))&~t)|((y^~(~x|(y&z)))&t)) + 8822355873944076284*(((~(x&~y)&(x^(y^z)))&~t)|((y|(x&z))&t)), 3735936685*~x
5576922611209758861*(((~(x^y)|~(x^z))&~t)|(~(x|(y|z))&t)) + 12440827414621518223*(((~x|(y^z))&~t)|((~z&(x^y))&t)) + 10295857160286398823*(((x|z)&~t)|(((x&y)^~(x^(y&z)))&t)) + 3002958331411985039*(((y^~(~x|(y^z)))&~t)|((z^~(x&(~y&z)))&t)) + 3860946427168534103*(((y^(x|(y^z)))&~t)|(((x|~y)&(y^z))&t)) + 18017750029567213769*((~(x^(y^z))&~t)|(~(x|(~y&z))&t)) + 6863904773524265882*((~(x^y)&~t)|(((x&~y)|~(x^(y^z)))&t)) + 17588755974217065867*((~(~x&(y^z))&~t)|(((x&y)|~(y|z))&t)) + 13298815495434320547*(((z^~(x&(y&z)))&~t)|((y^~(x&(~y|z)))&t)) + 10724851196956863300*(((y&z)&~t)|((z^~(x|~y))&t)) + 1715976206456844868*(((z&~(x&~y))&~t)|((y^(~x|(~y&z)))&t)) + 4289940471310871950*((~(x|~z)&~t)|((y|(x&~z))&t)) + 13727809539576658394*(((z|~(x|~y))&~t)|((z^~(~x|(y&z)))&t)) + 5147928578275231069*(((x&y)&~t)|((~(x^y)|(x^z))&t)) + 15014791694419292045*(((~(x|~y)|(x^(y^z)))&~t)|((y|~(x|~z))&t)) + 10724851211900610040*((~(x^(~y|z))&~t)|(~(~x&(y^z))&t)), 3735936685*~x
12297829400386371849*((((x|~y)&~(y^z))&~t)|((x&~z)&t)) + 12297829393201878224*((~(x|(y^z))&~t)|(((x^y)&~(x^z))&t)) + 6148914675622217727*((~(x^(y&z))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 12297829396075675674*(((x&~x)&~t)|(((x^y)&(x^z))&t)) + 18446744068536716206*(((y^~(x&(y|z)))&~t)|(~(x&(~y|z))&t)) + 5747594900*((z&~t)|(~(x&(~y|z))&t)) + 12297829375671713779*(((z^(x|~y))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 6148914693152382172*(((y^(~x&(y|z)))&~t)|((y^~(~x&(y&z)))&t)) + 12297829392052359244*((((x&y)^~(x^(y&z)))&~t)|((x&(y&z))&t)) + 12297829373947435309*((((x|y)&~(y^z))&~t)|((z^~(x&(y&z)))&t)) + 12297829387166903579*(((~x&(~y|z))&~t)|(~(x^(y&z))&t)) + 12297829382281447914*((~(y&z)&~t)|((z^~(x&(~y|z)))&t)) + 6148914681944572117*(((y^(~x|(~y|z)))&~t)|((z^(x&~y))&t)) + 12297829376246473269*(((x&z)&~t)|((y^(~x&(y^z)))&t)) + 6148914689129065742*(((y|~(x^z))&~t)|((z&(x|y))&t)) + 12069949290*(((x|(y^z))&~t)|((~x|(y|z))&t)), 3735936685*~x
18165829190021049412*((~(y&z)&~t)|(~(x|(~y|z))&t)) + 7303786990844804044*(((x&z)&~t)|((y^(x|(y|z)))&t)) + 17135807949829874664*(((~(x|y)|(y^z))&~t)|((y^(x|(~y|z)))&t)) + 5524659394150956752*(((y^(x|(y^z)))&~t)|((~(x&y)&~(y^z))&t)) + 842744651065506612*((~(~x&(~y&z))&~t)|(~(x|~y)&t)) + 1217297833052779569*(((~(x^y)|(x^z))&~t)|(((x^y)|(x^z))&t)) + 14888488869114046977*((((x&z)^~(x^(y&z)))&~t)|((y^~(x|(y^z)))&t)) + 18165829190021049412*(((y^~(x&(y&z)))&~t)|((z^~(x&(y|z)))&t)) + 1779127600429783977*(((y^(x&(y|z)))&~t)|(((x&z)|(y&~z))&t)) + 11049318784565976819*(((z^(x|(~y|z)))&~t)|((z&(x|~y))&t)) + 17042169651531103911*(((z|(x&y))&~t)|((x|~y)&t)) + 8895638005884856570*((((x&z)^~(x^(~y&z)))&~t)|(~(y^z)&t)) + 8240169940209081409*((~(~x&(y|z))&~t)|((y&(x|z))&t)) + 12079340032229024937*(((z^~(x&y))&~t)|((y^~(x|z))&t)) + 16948531353232333158*(((z^(x|(y&z)))&~t)|(~(~x&(y^z))&t)) + 1591851015040052526*(((z^(x&y))&~t)|((y|z)&t)), 3735936685*~x
12067963415814644655*((((x^y)&(x^z))&~t)|((~y&(x^z))&t)) + 6723579613486396622*(((y^(~x|(~y&z)))&~t)|((z^(x|(y&z)))&t)) + 1896394253885224793*(((~x|(y^z))&~t)|((z^(~x|(y&z)))&t)) + 2413592681668554257*(((z^(x|(y|z)))&~t)|((y^(x|(y|z)))&t)) + 16895148779151753169*((((y&~z)|~(~x|(~y&z)))&~t)|(((x&~y)|(y^z))&t)) + 5861582226375640812*((((y&~z)|~(~x|(~y&z)))&~t)|(((x^y)&(x^z))&t)) + 1034396866774468983*(((y|(x&z))&~t)|((y^~(~x|(y^z)))&t)) + 14826355049338751888*((((x|~y)&~(y^z))&~t)|((~x&(~y|z))&t)) + 6378780669102717016*(((y^~(x&(~y|z)))&~t)|((~x&(~y|z))&t)) + 16377950343896550335*(((x^(y&z))&~t)|(~(x&(~y|z))&t)) + 6895979089414173110*(((y^~(x&(y&z)))&~t)|((z^~(~x|(~y&z)))&t)) + 14481556093747262227*(((~(x^y)&~(x^z))&~t)|((y^~(x&z))&t)) + 13619558710372443102*((((y&~z)^(x|(y^z)))&~t)|(((y&z)|(~x&(y|z)))&t)) + 1379195814894085274*(((z|~(x|~y))&~t)|((z^~(x|(y&z)))&t)) + 3275590072515246752*(((y^(x|(y&z)))&~t)|((x|(y&z))&t)) + 4137587455890065877*(((y|~(x^z))&~t)|((x|y)&t)), 3735936685*~x
7457194376370691042*((((x&z)^(x^(~y&z)))&~t)|(~(~x|(~y|z))&t)) + 12559485341168301951*(((z|~(x^y))&~t)|(((x^y)&~(x^z))&t)) + 2747387437410493541*((((x|y)&(x^(y^z)))&~t)|((x&(y^z))&t)) + 12559485318752681841*(((y|~(x^z))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 16484324475025493846*((~(x^(y&z))&~t)|((y^~(~x|(y^z)))&t)) + 10597065757427990921*(((y|(x&~z))&~t)|((z^~(~x&(y&z)))&t)) + 13736937101125923950*(((~(x|y)|~(x^(y^z)))&~t)|(~(x&z)&t)) + 1962419580004374345*(((z^(x|(y|z)))&~t)|(((x|y)&~(x^(y^z)))&t)) + 9027130083711056064*((~(y&~z)&~t)|((x^(y&z))&t)) + 5494774815046000122*(((x^(y|z))&~t)|((~z|(x^y))&t)) + 14521904906228929556*((~(y&z)&~t)|((y&~(x^z))&t)) + 17269292351111296467*(((~(x&y)&(y^z))&~t)|((y|(x&~z))&t)) + 392483913759312858*(((~x|(y|z))&~t)|((y|(x&z))&t)) + 10204581817517121268*(((~(x&y)&(y^z))&~t)|((z|(x^y))&t)) + 3532355264929119257*((~y&~t)|((z|~(x^y))&t)) + 9419613967582875442*(((z^~(x|y))&~t)|(~(x&~x)&t)), 3735936685*~x
