# 49374 + 3735936685*x
18446744069973614931*~(x|(~y|z)) + 3735936685*(y&~z) + 18446744069973614931*~(x&(~y|z)) + 18446744069973664305, 49374 + 3735936685*x
3735887311*~(y|z) + 49374*(y^~(~x&(y^z))) + 18446744073709502242*((x|y)&(y^z)) + 3735936685*(~y|~(x^z)) + 7471922744*((x&y)|~(y|~z)) + 18446744066237628872*(~(x^y)|~(x^z)) + 3735936685*(y|(x&z)) + 18446744069973565557*(z|(x&~y)), 49374 + 3735936685*x
11068046439742587198*(z^(~x|(y|z))) + 11068046443478573257*(~x&(y^z)) + 7378697630230978359*(y^(~x|(~y|z))) + 14757395256726069407*(y^~(x|(~y&z))) + 3689348820719418894*(z^~(x&(~y|z))) + 11068046447214460568*(y|(x^z)) + 18446744069973565557*(z|~(x|~y)) + 7378697630231027733*(z|(x&y)), 49374 + 3735936685*x
18446744073709502242*(y^~(~x&(y^z))) + 18446744069973614931*(y^(x|(y|z))) + 18446744066237628872*(~x&(y&z)) + 18446744069973664305*(y^(x|~z)) + 18446744066237678246*(y^~(x&(y|z))) + 18446744055029917565*(y&z) + 18679634051*((x|y)&~(y^z)) + 11207760681*(z|~(x^y)), 49374 + 3735936685*x
18446744069973614931*(z^(x|y)) + 18446744069973565557*~(x|~y) + 7471873370*(z^(x|(~y&z))) + 18446744069973614931*(z^(x|~y)) + 18446744069973565557*(x|~y) + 7471873370*~(~x&(y&z)), 49374 + 3735936685*x
7471725248*~x + 3735887311*(~(x&~y)&(x^(y^z))) + 3735887311*(y^(~x&(~y|z))) + 3735887311*((x&z)|~(y|z)) + 7471774622*(y&z) + 18446744058766002372*(~x|(y&z)), 49374 + 3735936685*x
18446744073709502242*~(x|(y|z)) + 7471823996*(~(x&~y)&(y^z)) + 7471823996*(y^~(~x|(~y&z))) + 18446744062501790935*(x^(y|z)) + 7471823996*(z|(x&~y)) + 18446744069973614931*(y|z), 49374 + 3735936685*x
3735887311*~z + 18446744069973614931*~x + 3735887311*z, 49374 + 3735936685*x
49374*~(~x|(y|z)) + 18446744073709502242*~(x&(y|z)) + 3735887311*x, 49374 + 3735936685*x
18446744069973614931*~x + 3735887311*(y^(x|~z)) + 3735887311*(y^~(x|~z)), 49374 + 3735936685*x
7471823996*~(y|z) + 18446744069973614931*~(x&(y|z)) + 7471823996*(y|z) + 18446744069973614931*(~x|(y|z)), 49374 + 3735936685*x
3735936685*(x^(y&z)) + 9341032797036284193*(y^~(~x&(y&z))) + 9576354324871223707*(~(x^y)&~(x^z)) + 8870389752574264594*(y^~(x&(~y|z))) + 9341032800772220878*(x|(y^z)) + 9341032797036284193*~(x&~y) + 18211422549610548787*~(~x&(~y&z)), 49374 + 3735936685*x
3735887311*(~(x|y)|(y^z)) + 3735887311*~(x&(y|z)) + 7471823996*(x&(~y|z)) + 3735887311*(y&z) + 18446744066237727620*(~x|(~y|z)), 49374 + 3735936685*x
12297829379982377038*(y&~z) + 12297829383718313723*(z^(x&(~y|z))) + 12297829383718313723*(z^~(x&(y&z))) + 3735936685*~(~x&(~y|z)) + 6148914689991188519*(~(x|~y)|~(y^z)) + 49374*(y|(x&~z)) + 12297829383718313723*((y&z)|(x&(y|z))) + 6148914689991188519*(z|(x^y)), 49374 + 3735936685*x
18446744073709518700*(y^~(~x|(y^z))) + 3735953143*(x^(~y&z)) + 18446744073709502242*(z^~(x|(~y&z))) + 18446744069973598473*(z&~(x&~y)) + 32916*(~x|(y&z)) + 18446744073709518700*(~(x^y)|(x^z)) + 3735936685*(z&(x|y)), 49374 + 3735936685*x
18446744069973713679*~(y|z) + 7471725248*~(x&(y|z)) + 18446744069973664305*(~(x&y)&~(x^(y^z))) + 7471823996*(x&(~y|z)) + 18446744073709502242*((x&z)|~(y|z)) + 3735887311*(y&(x|z)) + 18446744066237776994*(~(x|~y)|(x^(y^z))), 49374 + 3735936685*x
18446744062501642813*(~(x^y)&(x^z)) + 7471922744*(y^(~x&(y|z))) + 18446744069973565557*(z^(~x&(y|z))) + 18446744073709502242*~(y^z) + 18446744066237678246*(y&~(x&~z)) + 3735936685*(z^~(x|(y&z))) + 18446744069973614931*~(y&~z) + 7471873370*(x|(y|z)), 49374 + 3735936685*x
3735936685*~(x|y) + 7471873370*(~(x&y)&(x^(y^z))) + 18446744069973614931*(z^~(~x&(~y&z))) + 18446744069973614931*~(x|~z) + 18446744069973614931*(y&z) + 3735936685*((x&y)|~(y^z)) + 7471873370*((y&z)|(x&(y|z))) + 3735986059, 49374 + 3735936685*x
7471873370*~z + 18446744066237678246*(z^~(~x&(~y&z))) + 18446744069973614931*(y&(x^z)) + 18446744069973614931*(y&z) + 3735986059*(y^(~x&(y^z))) + 18446744073709502242*~(x&~y) + 3735887311*(x|z), 49374 + 3735936685*x
3735936685*(z^(x|(y|z))) + 49374*(x^(y|z)) + 49374*((y&~z)|~(~x|(~y&z))) + 3735986059*(y^(~x&(y|z))) + 18446744073709502242*~(~x&(y&z)) + 18446744069973516183*(y|(x^z)) + 3735936685*((x&y)^(x^(y&z))), 49374 + 3735936685*x
18446744073709502242*((x&~y)|(y^z)) + 3735986059*~(~x|(~y&z)) + 18446744069973516183*((x&z)|~(y|z)) + 3735986059*(x&(y|z)) + 18446744069973516183*(y&(x|z)) + 3735986059*((x&~y)|~(y^z)), 49374 + 3735936685*x
18446744066237727620*~(x|z) + 3735936685*(z^(x|(y&z))) + 3735936685*(y^~(~x&(y^z))) + 18446744073709502242*(x^(y|z)) + 18446744069973614931*(z^~(~x|(~y&z))) + 18446744069973664305*((x&z)|(y&~z)) + 3735837937*(z^~(x&(~y|z))) + 3735936685*(y|(x&z)), 49374 + 3735936685*x
18446744069973664305*(z^(x|(y|z))) + 18446744066237727620*~(x|(y&z)) + 3735887311*((x&y)^~(x^(~y|z))) + 11207711307*~(x&z) + 18446744066237727620*(~z|(x^y)) + 7471823996*~(x^z) + 18446744069973614931*(~x|(y&z)), 49374 + 3735936685*x
11207859429*(y^(x|(y&z))) + 18446744062501741561*(z^~(x&~y)) + 18446744073709502242*((x|~y)&(y^z)) + 18446744069973565557*(y^~(~x&(y|z))) + 18446744058765755502*((x|y)&(x^(y^z))) + 11207810055*(z^~(x&(y&z))) + 3735936685*~(x^z) + 3735936685*(y|(x&z)), 49374 + 3735936685*x
18446744066237727620*(z^(x|(y|z))) + 7471823996*(y^(x|(y|z))) + 18446744051294129002*(y^~(x&~z)) + 18679535303*(~(x|y)|(y^z)) + 7471823996*~(x^(~y&z)) + 18446744066237678246*(~(x|y)|~(x^(y^z))) + 18446744055029966939*(~(x|y)|(x^(y^z))) + 22415471988*(y^~(x&(y|z))), 49374 + 3735936685*x
3735936685*((y&~z)|~(x|(~y&z))) + 7471873370*(y^(x|(~y&z))) + 18446744066237628872*((x^y)|(x^z)) + 18446744069973565557*(~(x^y)&~(x^z)) + 7471873370*~(~x|(~y&z)) + 3735936685*(z&(x|~y)) + 18446744069973614931*(~(x|~y)|(x^(y^z))), 49374 + 3735936685*x
18446744069973614931*~(x|(~y|z)) + 3735936685*(z^(x|(y|z))) + 3735936685*(x&z) + 49374, 49374 + 3735936685*x
18446744069973565557*~(~x|(~y|z)) + 3735936685*((y&z)^~(~x&(y^z))) + 18446744069973565557*~(x^(~y&z)) + 6148914689991188519*(~z|~(x^y)) + 6148914689991188519*(y^~(x&(y&z))) + 6148914693727125204*(x|(y^z)) + 12297829383718313723*(y&z) + 6148914693727174578*(y|~(x^z)), 49374 + 3735936685*x
6148914689991188519*~(x|(y&z)) + 6148914693727125204*(x&(y^z)) + 6148914689991188519*(~(x|y)|~(x^(y^z))) + 6148914693727125204*(x|(y^z)) + 6148914693727125204*~(y^z) + 6148914689991188519*(y^(x&~z)), 49374 + 3735936685*x
16847014972125716627*(~z&~(x^y)) + 11207760681*((x|~y)&~(x^(y^z))) + 16847014972125716627*(y^(~x|(y|z))) + 1599729097847898304*(~(x|y)|(y^z)) + 16847014979597540623*(~x&(y&z)) + 18446744069973614931*(~(x|~y)|~(x^(y^z))) + 16847014979597540623*(x^(y^z)) + 1599729097847898304*(~(x|y)|~(y^z)), 49374 + 3735936685*x
49374*(~(x&~y)&(y^z)) + 3736035433*((x|~y)&~(y^z)) + 18446744069973565557*(x^(y^z)) + 3735887311*(y^~(x&(y|z))) + 3736035433*((x&z)^(x^(y&z))) + 18446744066237579498*((x&y)|~(y^z)) + 3735887311*(x|y), 49374 + 3735936685*x
18446744066237678246*~(x|y) + 7471873370*(y^(x|(y^z))) + 18446744066237678246*(z^~(~x|(~y&z))) + 3735936685*(x^(y^z)) + 18446744062501790935*(y&~(x&~z)) + 7471823996*(y|~(x|z)) + 18446744073709502242*(z|(x^y)) + 3735936685*(z|(x&y)), 49374 + 3735936685*x
12297829379982426412*~(x|(~y|z)) + 12297829379982426412*(z^(~x|(y&z))) + 6148914686255301208*(~x&(y&z)) + 12297829383718313723*~(x&(y&z)) + 6148914689991188519*(~x|(y&z)) + 6148914693727125204*(y^~(~x|(y&z))) + 6148914693727125204*(y|~(x^z)), 49374 + 3735936685*x
3735936685*~(x|(~y|z)) + 18446744073709502242*((y&z)^~(x&(y^z))) + 14943598618*(x&(~y&z)) + 18446744069973713679*(y^z) + 18446744073709502242*(y^(x|(y^z))) + 3735986059*((x|~y)&(x^(y^z))) + 7471725248*(y^~(x|~z)) + 18446744066237727620*(z^~(x|~y)), 49374 + 3735936685*x
18446744069973614931*((x&z)^~(y&~z)) + 3735887311*(~x|(~y&z)) + 7471823996*~(~x|(~y&z)) + 18446744069973614931*(y&(x|~z)), 49374 + 3735936685*x
6148914689991204977*(~y&(x^z)) + 3735887311*(y^(x|~z)) + 12297829379982409954*((x&y)^(y|z)) + 12297829387454233950*((x&y)|(y^z)) + 6148914693727092288*((x|y)&~(y^z)) + 6148914689991204977*(~(x^y)|(x^z)) + 49374*((x&y)^(x^(y&z))) + 12297829379982409954*(z^~(x|(y&z))), 49374 + 3735936685*x
18446744073709502242*~(x|(y&z)) + 3735936685*(y^(~x|(y&z))) + 7471823996*(y^~(~x&(y^z))) + 18446744069973664305*(x&(y^z)) + 18446744069973614931*(y^(~x|(~y|z))) + 18446744069973614931*~(x|(~y&z)) + 18446744069973664305*(z^~(x|(y&z))) + 7471774622*((y&z)|(x&(y|z))), 49374 + 3735936685*x
18446744069973614931*~(x|~y) + 18446744069973614931*(~(x&~y)&~(x^(y^z))) + 7471873370*(z^~(~x&(y&z))) + 14943845488*~(x|~z) + 18446744066237628872*(z^(x&(y|z))) + 18446744069973565557*(~x|(~y&z)) + 7471873370*(x&(y|z)) + 18446744069973565557*(z^(x&~y)), 49374 + 3735936685*x
18446744069973614931*~(y|z) + 3736035433*((y&z)^~(~x&(y^z))) + 3735986059*~(~x|(y^z)) + 49374*(y&~(x^z)) + 18446744073709502242*~(~x|(~y&z)) + 18446744073709502242*(y^~(x&(y&z))) + 49374*(y&z) + 18446744073709452868*~(~x&(~y&z)), 49374 + 3735936685*x
18446744069973614931*~(x&z) + 3735887311*(~(x|y)|~(x^(y^z))) + 3735887311*((x|y)&(x^(y^z))) + 18446744069973614931*(z^~(x|(y&z))) + 3735936685*~(~x&(~y&z)), 49374 + 3735936685*x
6731791107186917466*(x^(~y|z)) + 6731791107186917466*(y^~(~x&(y|z))) + 11714952966522634150*((x&~y)|~(x^(y^z))) + 6731791110922854151*x + 6731791107186966840, 49374 + 3735936685*x
18446744069973614931*(~x&(y^z)) + 12802679104992867663*~(x|(y^z)) + 12802679104992917037*~(x^(~y&z)) + 5644064968716634579*(~z|(x^y)) + 12802679108728804348*(x|(y^z)) + 5644064968716634579*~(x&~z), 49374 + 3735936685*x
18446744069973614931*~(x|(~y&z)) + 3735887311*(~x&(~y|z)) + 3735887311*(x^y) + 18446744069973664305*~(x&y) + 3735887311*~(~x&(y&z)) + 3735936685*(y^(x&~z)) + 18446744069973614931*(~(x|~y)|(x^(y^z))), 49374 + 3735936685*x
12297829379982426412*~(y|z) + 12297829372510602416*(~x&(y^z)) + 6148914697463012515*(z^(x|y)) + 6148914689991188519*((y&~z)^(~x|(y^z))) + 12297829379982426412*(y^~(x|(y^z))) + 12297829387454250408*(z^~(x|(~y&z))) + 12297829383718313723*((x&z)^~(x^(~y&z))), 49374 + 3735936685*x
6148914689991188519*(z^(x|(y&z))) + 12297829383718412471*(z^~(x&(~y&z))) + 12297829383718313723*((x&~y)|~(x^(y^z))) + 6148914689991188519*(y^~(~x&(y&z))) + 6148914693727223952*~(~x|(y^z)) + 6148914689991139145*(z^~(x&y)) + 18446744073709502242*~(~x&(~y|z)) + 6148914693727125204*(x|(~y&z)), 49374 + 3735936685*x
7378697627242229011*~z + 11068046453939195975*(z^(x|(y&z))) + 7378697630978215070*(~y&~(x^z)) + 3689348808017184791*(y^(x|(y^z))) + 3689348815489107535*((x|~y)&(x^(y^z))) + 7378697623506292326*~(x^y) + 11068046446467273231*(x|(y^z)) + 14757395265692317451*(z^~(x|y)), 49374 + 3735936685*x
18446744069973598473*((x&y)^~(x^(y&z))) + 18446744073709502242*(z^~(x&(~y&z))) + 3735986059*(y^z) + 3735969601*((x&y)|~(y|z)) + 18446744073709518700*(x^(~y&z)) + 18446744073709535158*(z|~(x|y)) + 18446744073709518700*(y|z), 49374 + 3735936685*x
18446744069973664305*(~x&(~y&z)) + 18446744069973614931*(y^(x|(y^z))) + 7471823996*(~x|(y^z)) + 11207760681*((x|~y)&(x^(y^z))) + 18446744066237678246*~(x^(y&z)) + 3735936685*(x&z) + 18446744069973614931*(x|z), 49374 + 3735936685*x
12297829391190203551*(z^(x|(y&z))) + 6148914686255284750*((x&z)^(x^(~y&z))) + 12297829379982393496*~(x&(~y|z)) + 6148914693727108746*(x^(y&z)) + 12297829379982393496*(~(x|y)|(x^(y^z))) + 12297829387454266866*~(x^z) + 12297829383718330181*(z&(x|~y)), 49374 + 3735936685*x
18446744069973614931*(y^(~x|(y&z))) + 3735920227*(y&(x^z)) + 65832*(y^~(x|(~y&z))) + 3735887311*~(x^y) + 3735903769*(x|~z) + 18446744069973598473*(y|~(x|z)) + 18446744073709535158*((x&~y)|~(y^z)), 49374 + 3735936685*x
18446744069973565557*~(x|(y^z)) + 18446744066237678246*((x&y)^(y|z)) + 7471873370*(y^(x|(~y&z))) + 18446744069973565557*((x&z)|(y&~z)) + 3735936685*(~(x^y)|~(x^z)) + 7471922744*(y&~(x&~z)) + 18446744066237628872*(~(x|~y)|(x^(y^z))) + 3735936685*(x|z), 49374 + 3735936685*x
18446744062501790935*~(x|(y|z)) + 3735887311*(~z&~(x^y)) + 18446744069973614931*(~(x&y)&(x^(y^z))) + 18446744069973664305*(z^~(x|~y)) + 7471823996*(~y|~(x^z)) + 18446744073709502242*(z|~(x|~y)), 49374 + 3735936685*x
18446744069973614931*(z^(~x|(y|z))) + 3735936685*(y^(x&z)) + 18446744066237678246*((x&y)^(y|z)) + 18446744069973614931*((x&y)|~(y^z)) + 18446744066237727620, 49374 + 3735936685*x
12297829383718396013*~(~x|(y|z)) + 6148914689991204977*~(x|z) + 18446744073709502242*(y^~(~x&(y&z))) + 12297829383718346639*((x|~y)&~(y^z)) + 12297829383718297265*((y&~z)|~(~x|(~y&z))) + 12297829383718346639*(x&z) + 12297829379982409954*((x&z)^~(x^(~y&z))) + 6148914693727141662*(y|~(x^z)), 49374 + 3735936685*x
18446744069973614931*(y^~(~x&(y^z))) + 18446744066237727620*((x&y)^(y|~z)) + 3735887311*~(x|~z) + 18446744062501790935*(z^(x&(y|z))) + 7471823996*(z^~(~x&(y|z))) + 7471823996*(y^(x&(~y|z))) + 3735887311*(z^(~x|(~y&z))), 49374 + 3735936685*x
18446744069973565557*(~y&(x^z)) + 3735969601*(z^(x|(y&z))) + 18446744073709518700*((x|~y)&(y^z)) + 18446744073709502242*(z^~(~x&(y&z))) + 32916*((x^y)|(x^z)) + 3735920227*(x&(~y|z)) + 18446744073709518700*(y|z), 49374 + 3735936685*x
7471922744*(y^(x|(y&z))) + 18446744069973565557*(z^~(x&~y)) + 7471922744*(y^~(x&z)) + 18446744062501642813*(~(x|y)|(x^(y^z))) + 7471972118*(y^(~x&(~y|z))) + 3735936685*(z^~(x&(~y|z))) + 18446744069973565557*(~(x^y)|~(x^z)) + 18446744073709502242*(z^~(~x|(y&z))), 49374 + 3735936685*x
7763955298142397888*~(x|z) + 7763955301878334573*(~(x^y)&(x^z)) + 18446744069973614931*(x^(~y|z)) + 10682788775567104354*~(x&z) + 10682788775567104354*(x&z) + 7763955298142397888*((x&y)^(x^(y&z))) + 3735936685*~(~x&(y^z)), 49374 + 3735936685*x
2393344298763088889*~(x|(~y|z)) + 16053399767474638731*((x|~y)&(y^z)) + 2393344298763088889*(~x&(~y|z)) + 16053399771210526042*(~x|(~y&z)) + 2393344306234912885*(~(x|~y)|(y^z)) + 2393344306234912885*(x|~y) + 16053399771210526042*~(x&(~y&z)), 49374 + 3735936685*x
6148914686255251834*(y^(x|(y&z))) + 6148914693727125204*(y^~(x&~z)) + 6148914708670871944*(z^(x&(~y|z))) + 18446744062501741561*(z^~(~x&(~y|z))) + 6148914701198998574*(y^~(x|(y^z))) + 6148914693727125204*((x&y)|~(y^z)) + 18446744058765804876*((x&y)^(x^(~y|z))) + 6148914697463061889*(z|~(x|~y)), 49374 + 3735936685*x
18446744073709502242*(z&~(x&y)) + 18446744073709502242*(z^~(x&(y&z))) + 3735936685*x, 49374 + 3735936685*x
769325356442506892*((y&z)^~(x&(y^z))) + 17677418717266995350*~(x&y) + 10452586159818863419*(x&y) + 11221911516261419685*((x&z)|(y&~z)) + 14449665118632200547*((y&~z)^(x|(y^z))) + 7224832557448131931*(~(x|~y)|(x^(y^z))) + 15218990475074707439*(x|(y&z)) + 15218990471338770754*z, 49374 + 3735936685*x
11068046447214460568*(z^(~x|(~y|z))) + 14757395256726069407*((y&~z)|~(x|(~y&z))) + 11068046443478523883*(y^(x&(y|z))) + 7378697630230978359*(x|~y) + 11068046447214460568*(z&~(x&~y)) + 18446744069973614931*((y&z)|(~x&(y|z))) + 3689348813247545524*(z^~(x|(y&z))) + 14757395264197942777*(y|(x&z)), 49374 + 3735936685*x
18446744069973664305*~(x&z) + 49374*(y^~(x&(y|z))) + 18446744066237875742*(y&(x|z)) + 3735837937*(y|(x&~z)) + 18446744073709452868*((x&y)^(x^(~y|z))) + 3735887311*(z^(x&~y)) + 18446744066237875742*(z^~(x|y)) + 11207563185*((x&y)|~(x^(y^z))), 49374 + 3735936685*x
3735936685*~(~x|(~y|z)) + 18446744069973614931*(~z&~(x^y)) + 3735986059*((x^y)&~(x^z)) + 3735887311*((x&z)^(x^(~y&z))) + 18446744066237678246*(z&(x^y)) + 18446744069973614931*(z^~(x|(~y&z))) + 7471922744*(z^~(x|y)) + 18446744073709452868*(z^~(x|(y&z))), 49374 + 3735936685*x
3735887311*(~z&~(x^y)) + 18446744069973614931*~(x|(y&z)) + 3735887311*~(x|(~y&z)) + 18446744069973614931*(y&(x^z)) + 3735887311*(z&(x|~y)) + 18446744069973664305*((x&z)^~(x^(~y&z))) + 18446744073709502242*(y^(x&~z)) + 3735936685*(y|(x&~z)), 49374 + 3735936685*x
18446744073709502242*(y^(x|z)) + 49374*(~(x|y)|(y^z)) + 18446744069973664305*~(x|~y) + 18446744069973614931*~(x^(y^z)) + 3735936685*(y^(x&(~y|z))) + 49374*(z&(x|~y)) + 3735936685*((x&y)|~(x^(y^z))) + 18446744073709452868*(~x|(y|z)), 49374 + 3735936685*x
22415570736*(y^~(~x|(y^z))) + 18446744066237678246*(~(x|y)|~(x^(y^z))) + 18446744066237678246*(~z|~(x^y)) + 7471873370*((x&z)|(y&~z)) + 18446744062501741561*(x|~z) + 29887444106*(z^~(x|~y)) + 26151507421*(z|~(x|y)) + 18446744032614297455*(z|~(x|~y)), 49374 + 3735936685*x
18446744073709452868*~(~x|(y|z)) + 3736035433*(~(x&y)&(y^z)) + 18446744069973516183*((x&z)^~(x^(y&z))) + 3735986059*~(~x&(y|z)) + 18446744073709502242*((x&y)|(y^z)) + 18446744073709502242*((y&z)|(x&(y|z))), 49374 + 3735936685*x
18446744069973664305*~(x|(~y|z)) + 3735887311*(z^~(x&~y)) + 18446744073709502242*(y^(x&(y|z))) + 18446744069973664305*~(x^(~y&z)) + 18446744073709502242*~(x&(y^z)) + 3735936685*(y^~(~x|(y&z))), 49374 + 3735936685*x
18446744073175825215*~z + 1601129829*(y^~(x&(~y&z))) + 18446744072108421787*(~(x&y)&(y^z)) + 3735936685*(x|(y^z)) + 18446744072108421787*(~(x|~y)|(x^(y^z))) + 1067403428*(z^~(x|y)) + 2668533257*(x|(y&z)) + 18446744071574695386*(x|(~y|z)), 49374 + 3735936685*x
3735936685*((x|y)&~(x^(y^z))) + 18446744066237678246*((y&~z)^(~x|(y^z))) + 18446744073709502242*(~y|(x^z)) + 18446744069973565557*(z^(~x|(~y&z))) + 18446744073709502242*((x&y)|(x^(y^z))) + 3735986059*(~z|~(x^y)) + 18446744069973614931*(y^(~x&(y^z))) + 7471873370*(z|~(x|y)), 49374 + 3735936685*x
18446744073709502242*(y^~(~x|(y^z))) + 18446744073709502242*~(x&y) + 18446744073709452868*(x&(y&z)) + 3735936685*((y&~z)|~(~x|(~y&z))) + 18446744069973664305*(y^(x&~z)) + 3735936685*((x&y)^(x^(y&z))), 49374 + 3735936685*x
12297829383718313723*(y^(x|(y&z))) + 12297829383718363097*~(y&z) + 12297829383718363097*(y&(x^z)) + 3735936685*(y^(x|(~y&z))) + 12297829379982377038*(~x|(y^z)) + 6148914697463061889*(x&y) + 12297829383718313723*(~(x^y)|(x^z)) + 18446744069973614931*(y|(x^z)), 49374 + 3735936685*x
7471823996*(z^(x|(y|z))) + 7471873370*(y^~(x&(y^z))) + 18446744062501741561*(z^~(~x&(~y&z))) + 3735936685*((x|y)&(x^(y^z))) + 18446744066237727620*((x|y)&~(y^z)) + 3735887311*((x&y)^(x^(~y|z))) + 3735887311*((x&y)^(x^(y&z))), 49374 + 3735936685*x
2134806856*~(y&z) + 3202210284*(z^(x&(y|z))) + 18446744069973614931*(~(x&y)&~(x^(y^z))) + 2668533257*(y&(x|~z)) + 5870743541*((x&z)|~(y|z)) + 18446744068372485102*(z^~(x|~y)) + 18446744069439888530*(y|~z) + 4803340113*(y^(x&(y^z))), 49374 + 3735936685*x
18446744069973614931*(y^~(x&(~y&z))) + 14757395254484507396*((x|y)&(y^z)) + 14757395258220444081*(y^~(~x&(y|z))) + 14757395261956380766*(x^(y&z)) + 14757395258220444081*(x|(y^z)) + 14757395265692317451*~(~x&(y&z)) + 11068046442731336546*((x&y)^(x^(~y|z))) + 14757395258220444081*~(x&(~y&z)), 49374 + 3735936685*x
3735936685*(z^(~x|(~y|z))) + 18446744058765804876*~(x|(y^z)) + 18446744066237678246*(y^(x&z)) + 18446744055029917565*(y&~(x^z)) + 18446744073709502242*((y&~z)|~(~x|(~y&z))) + 11207810055*(y&~(x&~z)) + 11207810055*(y|~(x^z)) + 18446744073709502242*~(x&~z), 49374 + 3735936685*x
7905747460161222300*(y&~z) + 13176245766935386958*(~y&~(x^z)) + 2635249153387057642*(~(x|y)|~(x^(y^z))) + 5270498310510101343*x + 15811494920322444600*(x|~y) + 10540996613548279942*(y^(x&~z)) + 5270498306774164658*((x&y)|~(y^z)), 49374 + 3735936685*x
18446744069973647847*(~x&(~y&z)) + 18446744069973631389*(z^(x|~y)) + 3735920227*~(x^(y^z)) + 18446744069973598473*(~x|(~y&z)) + 3735920227*(y^(x|(~y&z))) + 3735903769*(y^~(x&(y|z))) + 18446744073709535158*(y|(x^z)), 49374 + 3735936685*x
7471873370*(y^~(~x&(~y|z))) + 11207859429*(y&(x|~z)) + 3735837937*(y^~(x&z)) + 49374*(z&(x|~y)) + 18446744069973614931*(z^~(x|(~y&z))) + 18446744066237727620*~(y^z) + 7471873370*(z^~(x|y)) + 18446744066237579498*(y|(x&z)), 49374 + 3735936685*x
14757395255978882070*(y^~(~x|(y^z))) + 14757395255978882070*(y^(x&(y|z))) + 11068046445720085894*(~y|(x^z)) + 7378697627989416348*((x&y)|(x^(y^z))) + 14757395259714818755*~(x^z) + 11068046441984149209*(z^~(x|y)) + 3689348821466606231*(x|y), 49374 + 3735936685*x
3736035433*(y^~(~x&(y^z))) + 3736084807*(z&~(x^y)) + 18446744069973565557*~(x^z) + 7471922744*((x&z)|(y&~z)) + 3735936685*(y^~(x&(y&z))) + 18446744069973565557*(z^~(x|~y)) + 18446744069973516183*~(~x&(y&z)) + 18446744073709502242*(z^(x&~y)), 49374 + 3735936685*x
3735887311*(z^(x|(y&z))) + 8290212872580084589*~x + 10156531197393530342*(z^(x&y)) + 10156531197393530342*~(x^(y&z)) + 18446744069973664305*(y^(~x&(y|z))) + 8290212880051908585*((x&y)|~(y|~z)) + 3735887311*((x&z)^~(x^(~y&z))), 49374 + 3735936685*x
6947431610377571733*(~(x&~y)&(y^z)) + 13894863213283319470*~(x|(y^z)) + 4551880852954358776*(x^(~y|z)) + 11499312459596043198*(z^(~x&(y|z))) + 6947431610377571733*~(x^(y|z)) + 11499312467067867194*((x^y)|~(x^z)) + 3735936685*((x&y)|~(x^(y^z))) + 6947431610377571733*(z|(x^y)), 49374 + 3735936685*x
18446744069973565557*(z^~(~x&(~y|z))) + 3735887311*(z^(~x&(~y|z))) + 18446744069973614931*((x&z)|(y&~z)) + 18446744066237678246*((x&y)^(x^(~y|z))) + 7471873370*(y|(x^z)) + 3735936685*(z|~(x^y)), 49374 + 3735936685*x
3735887311*(z^(x|(~y|z))) + 18446744069973664305*(y^~(x&(~y&z))) + 18446744069973614931*~(y|~z) + 3735936685*(y^(x|(y|z))) + 18446744073709502242*~(x&(y|z)) + 3735887311*(z&(x|~y)), 49374 + 3735936685*x
18446744069973664305*(z^(x|(~y|z))) + 18446744073709502242*(y^~(x&(y^z))) + 18446744069973614931*(y^~(~x|(y^z))) + 11207760681*(y^(x&(~y|z))) + 11207760681*(~(x^y)&~(x^z)) + 18446744066237678246*(z^~(x|(y&z))), 49374 + 3735936685*x
18446744073709502242*(~(x^y)&(x^z)) + 11207760681*(x&~y) + 18446744069973614931*(y^(x|~z)) + 3735936685*(y^(~x&(~y|z))) + 18446744069973614931*(~y|~(x^z)) + 3735936685*(~(x&~y)&~(y^z)) + 18446744073709502242*((x&z)^~(x^(~y&z))), 49374 + 3735936685*x
13176245768002790386*((x&y)^~(x^(y&z))) + 10540996615149409771*(x&~y) + 2635249152853380615*(~(x&~y)&~(x^(y^z))) + 13176245764266853701*~x + 15811494920856171001*((x&z)|~(y|z)) + 10540996615149409771*(y^~(x|(y&z))) + 10540996615149409771*(x|y), 49374 + 3735936685*x
14757395257473256744*(z^(~x|(~y|z))) + 11068046444972898557*(~z&~(x^y)) + 7378697625000716374*(~x&(~y|z)) + 7378697632472540370*(z^~(~x&(y|z))) + 14757395261209193429*((x&z)|~(y|z)) + 3689348816236245498*(z|~(x|~y)), 49374 + 3735936685*x
18446744062501692187*~z + 3735936685*(y^~(~x&(y^z))) + 3735986059*(z^~(~x&(y|z))) + 18446744073709502242*(y^(x|(y^z))) + 11207859429*(z^~(x&y)) + 18446744069973565557*(~z|~(x^y)) + 18446744055029818817*(~(x&~y)&~(y^z)) + 14943746740*(y^~(x|z)), 49374 + 3735936685*x
7471922744*(z^(~x|(~y|z))) + 18446744058765755502*(z^(x|y)) + 18446744047557896073*(~(x&y)&~(y^z)) + 3735936685*((y&~z)|~(x|(~y&z))) + 14943746740*(y^(x|(y^z))) + 14943746740*(z^~(x&(y&z))) + 18446744055029769443*(z^(~x&(y|z))) + 7471922744*(y^~(~x|(y&z))), 49374 + 3735936685*x
