# 49374 + 3735936685*(x^y)
9223372092893653274*((x&~z)|~t) + 12297829264168701879*(((~(x&~y)&~(y^z))&~t)|((~(x&y)&(x^(y^z)))&t)) + 3735936685*(((z^(x|(y&z)))&~t)|((~(x^y)&(x^z))&t)) + 15372286734317845926*((~(x&~y)&~t)|((z^(~x|(y&z)))&t)) + 3074457272145042856*((~(~x&(~y|z))&~t)|((x^(~y|z))&t)) + 12297829488324261117*(((~z&~(x^y))&~t)|((y^~(~x&(y&z)))&t)) + 78454423515*((~(x^(y|z))&~t)|((y^~(x|(y^z)))&t)) + 9223371992023659023*((((x&y)^~(x^(y&z)))&~t)|((x^(y^z))&t)) + 134493325668*(((y|(x&~z))&~t)|(((x&y)|~(y|~z))&t)) + 6148914551761959082*(((y^(x&(~y|z)))&~t)|((y^(~x|(~y&z)))&t)) + 18446744066237727620*((~(x|~y)&~t)|(((x|y)&~(y^z))&t)) + 15372286644655612356*((~(x&~x)&~t)|((~x|(y&z))&t)) + 3074457511244299460*(((y^(x|(~y&z)))&~t)|(~(x&(y^z))&t)) + 9223371943456630240*(((~(x^y)&(x^z))&~t)|(((x&y)^(x^(y&z)))&t)) + 18446744013934712778*(((x^(y|z))&~t)|(~(~x&(y^z))&t)) + 12297829432285358964*((((x&z)^(y|z))&~t)|(z&t)), 49374 + 3735936685*(x^y)
5825287593179224160*((((x^y)&~(x^z))&~t)|((~x&(~y&z))&t)) + 5825287593179224160*((~(x^(~y&z))&~t)|((~x&(y^z))&t)) + 5825287604386935467*(((y^(~x&(y|z)))&~t)|((y^~(x&(y^z)))&t)) + 13592337718663501935*(((x|~y)&~t)|((z^(x|y))&t)) + 9708812713827986673*(((y^~(x&~z))&~t)|((~(x&y)&~(y^z))&t)) + 5825287604386984841*(((x|y)&~t)|((~x|(~y&z))&t)) + 16504981556348145993*(((~(x&y)&(x^(y^z)))&~t)|(~(x^(y&z))&t)) + 17475862831840440452*(((z^~(~x|(y&z)))&~t)|((x&z)&t)) + 970881208245878495*(((~(x|~y)|~(y^z))&~t)|((~(x&~y)&~(y^z))&t)) + 17475862820632729145*((~(x&(~y&z))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 3883525165479706489*(((~(x|~y)|~(y^z))&~t)|((y^~(x|(y&z)))&t)) + 12621456413283911492*((~(x&(~y&z))&~t)|((y^~(x|(y&z)))&t)) + 9708812657789331390*(((x&z)&~t)|((~(x^y)|(x^z))&t)) + 17475862783273609165*(((~y&(x^z))&~t)|(~(y&~z)&t)) + 4854406343838289000*((~(x^(~y|z))&~t)|((z|~(x|~y))&t)) + 9708812661525218701*(((~(x&~y)&~(x^(y^z)))&~t)|((~x|(y|z))&t)), 49374 + 3735936685*(x^y)
3161196185*(((z^~(x&y))&~t)|((x&~z)&t)) + 12297829377970760601*(((z^(~x|(y|z)))&~t)|((y&~z)&t)) + 12297829380269771975*(((z^(~x|(~y&z)))&~t)|((y^(~x|(y&z)))&t)) + 18446744067674603557*((~(y|~z)&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 6148914694589260641*((((x&z)^~(x^(y&z)))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 2586406311*(((~x|(y|z))&~t)|((z^(x|(~y&z)))&t)) + 18446744073422156679*(((y&(x|z))&~t)|((z^~(~x&(y&z)))&t)) + 3735936685*(((y^(x&(~y|z)))&~t)|(~(x&z)&t)) + 18446744070548355431*((((y&z)^~(~x&(y^z)))&~t)|((z^(x&y))&t)) + 12297829375671699853*(((~(x|~y)|(x^(y^z)))&~t)|(~(~x|(y^z))&t)) + 12297829384293103597*((~(x&y)&~t)|((x&(y|z))&t)) + 6148914689991188519*(((y^(~x|(~y|z)))&~t)|(~(~x&(y&z))&t)) + 12297829385155239034*((((x^y)|(x^z))&~t)|(~(~x&(y&z))&t)) + 6148914691140718893*((((x|y)&(x^(y^z)))&~t)|((y|(x&~z))&t)) + 3448541748*((((x|~y)&(x^(y^z)))&~t)|((y^(x&(y^z)))&t)) + 6148914691428113830*(((y^~(x&(y|z)))&~t)|((z|(x&y))&t)), 49374 + 3735936685*(x^y)
16895148775764929300*(((y^(~x|(~y|z)))&~t)|((x&~x)&t)) + 5516783271203096405*((~(x&(y^z))&~t)|((y^~(x&(y^z)))&t)) + 13791958191083692219*(((~(x&y)&(x^(y^z)))&~t)|((x&(y^z))&t)) + 3965187976994460148*(((x|(y&z))&~t)|(~(x&z)&t)) + 3792788505256580566*(((y^(x&(y^z)))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 2068793728102205298*((~(~x|(y&z))&~t)|((y^~(x|(~y&z)))&t)) + 7930375961460892414*(((x|z)&~t)|((y&(x|~z))&t)) + 15860751911713876025*(((y^(x&(y|z)))&~t)|((x&(~y|z))&t)) + 344798950947681908*((~(y&z)&~t)|(((x&z)|(y&~z))&t)) + 6206381180570481713*(((z^(x|(~y&z)))&~t)|((y&z)&t)) + 12929960802506455211*(((z^~(x|(y&z)))&~t)|((y|(x&~z))&t)) + 6895979093673853080*((~(y|~z)&~t)|((y|~(x|~z))&t)) + 1206796346996891034*((~(y&z)&~t)|(((x^y)|~(x^z))&t)) + 4482386403416057071*(((z^~(x|~y))&~t)|((y|~(x^z))&t)) + 17584746688868251293*(((x^y)&~t)|(~(~x&(~y&z))&t)) + 16722749300291063659*(((x|(y^z))&~t)|((x|(~y|z))&t)), 49374 + 3735936685*(x^y)
3991400759614856533*(((~(x&~y)&~(y^z))&~t)|((x&~x)&t)) + 3775649376290645549*(((z^~(x|(y&z)))&~t)|((x&(y^z))&t)) + 5933163299195137081*((((y&z)^~(~x&(y^z)))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 5609536209265073865*(((x^z)&~t)|(~(y|~z)&t)) + 1510259750516238470*((((x&y)^(x^(~y|z)))&~t)|((~(x|y)|(y^z))&t)) + 2804768102764568590*(((y^~(x&~z))&~t)|(~(y&z)&t)) + 17691614202187369066*(((y^(~x|(y&z)))&~t)|((y^(x&(y|z)))&t)) + 18338868378311509439*(((y|~(x|z))&~t)|(((x&y)^(y|z))&t)) + 5285909123070947334*(((z^(~x|(y|z)))&~t)|(((x|y)&(x^(y^z)))&t)) + 8737931405695642356*(((z^~(x&~y))&~t)|((x&(~y|z))&t)) + 3559897974286800514*(((y^(~x&(~y|z)))&~t)|(~(~x&(y|z))&t)) + 4962282029404996807*(((~(x&y)&~(y^z))&~t)|((y&(x|z))&t)) + 8522180014899558002*(((z&~(x&~y))&~t)|(y&t)) + 1941762539580231174*((~(~x&(y&z))&~t)|(~(~x&(y^z))&t)) + 13700213427628765793*(((~(x^y)|~(x^z))&~t)|((y|(x&z))&t)) + 8630055706561663494*(((y&(x^z))&~t)|((x|(~y|z))&t)), 49374 + 3735936685*(x^y)
13835058053947909427*(((y^(x&~z))&~t)|(~(x|z)&t)) + 9223372034719993639*(((y|z)&~t)|(((y&z)^~(x&(y^z)))&t)) + 13835058058751200166*((~(x^(y&z))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 18446744071041018359*(((~x|(y^z))&~t)|(~(y&z)&t)) + 9223372037922154549*((((y&z)^~(~x&(y^z)))&~t)|((z^(x|(~y&z)))&t)) + 4611686018160561734*(((~x|(~y&z))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 4611686025098659329*(((~(x|~y)|~(x^(y^z)))&~t)|(~(x&y)&t)) + 9223372035787347693*(((z&~(x&~y))&~t)|((x^(y^z))&t)) + 9223372036854751121*((((x|y)&(y^z))&~t)|(~(x^(y|z))&t)) + 4803340113*~((y&~t)|~x) + 13835058057150119711*((((y&z)|(x&(y|z)))&~t)|((y|~z)&t)) + 2668483883*(((z|(x&~y))&~t)|((~x|(y&z))&t)) + 9223372032051460382*((((x|~y)&~(x^(y^z)))&~t)|(~(~x&(y^z))&t)) + 13835058051813102571*((((x&z)|~(y|z))&~t)|((z|~(x^y))&t)), 49374 + 3735936685*(x^y)
9051933895600243120*(((y^(x&~z))&~t)|((y&~z)&t)) + 1680093788030598960*((~(x&~y)&~t)|(~z&t)) + 13886489497658543268*((~(x|(~y&z))&~t)|((~x&(y^z))&t)) + 10852034388112961957*((~(x&~x)&~t)|((y^(x|(y&z)))&t)) + 3188749438542626604*((((x^y)&(x^z))&~t)|(~(y|~z)&t)) + 15823740499438971320*(((y|~z)&~t)|((y^(~x|(~y|z)))&t)) + 5914615897565941325*(((z|(x^y))&~t)|((~x&(y|z))&t)) + 6686087535079442542*(((y^~(x|z))&~t)|((x^(y|z))&t)) + 9977699862110789630*((((x&y)^(y|~z))&~t)|((y^(x&(y|z)))&t)) + 9840549352843080415*(((y^~(~x|(y^z)))&~t)|(~(x&(y&z))&t)) + 9549104507106403163*(((z^(~x|(~y|z)))&~t)|((z^~(x&y))&t)) + 3240180882786986846*((~(~x&(y^z))&~t)|((x&y)&t)) + 1182923180260375602*(((z^~(x|(y&z)))&~t)|((x&z)&t)) + 7217545774836563434*(((y&~z)&~t)|((z&(x|y))&t)) + 908622154253083802*(((z^~(x|(y&z)))&~t)|((x|(y&z))&t)) + 14795111648175641011*(((y^(x|(y&z)))&~t)|((y|(x&z))&t)), 49374 + 3735936685*(x^y)
13835058045942359030*(((~(x|y)|~(x^(y^z)))&~t)|(((x&y)^~(x^(y&z)))&t)) + 16909515392805921632*(((y&(x|z))&~t)|((~y&~(x^z))&t)) + 1537228677167693299*((((x&z)^~(x^(y&z)))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 7686143374630705814*~(x|(~y&(~z|t))) + 1537228658488157996*(((y^(x&(~y|z)))&~t)|((z&(x^y))&t)) + 1537228662223995933*((~(x|(y&z))&~t)|((x^y)&t)) + 7686143382102579184*(((~x|(y|z))&~t)|((y^~(~x&(y|z)))&t)) + 1537228673431805988*(((~x&(~y|z))&~t)|((y^(x&(~y|z)))&t)) + 1537228677167693299*((~(x^(~y|z))&~t)|((z^(x&y))&t)) + 3074457350599449913*(((x|(y&z))&~t)|(~(x^(y|z))&t)) + 13835058045942359030*(((z&~(x^y))&~t)|((y^(~x&(y^z)))&t)) + 7686143359687057822*(((x|~z)&~t)|(~(~x&(y^z))&t)) + 4611686012823544594*(((~(x&~y)&(x^(y^z)))&~t)|((y|~(x^z))&t)) + 4611686031503079897*(((x&~z)&~t)|((z|(x&y))&t)) + 3074457346863562602*((~x&~t)|((z|(x&y))&t)), 49374 + 3735936685*(x^y)
4402063902651953686*(((z^~(~x|(y&z)))&~t)|((x&~x)&t)) + 8384883704510106988*(((z^(x|y))&~t)|((~z&(x^y))&t)) + 9223372040590687806*(((x&~z)&~t)|(((x&z)^~(x^(y&z)))&t)) + 14463924327890152345*(((z&(x|y))&~t)|(~(x|(~y&z))&t)) + 419244205399435076*(((~x&(~y|z))&~t)|((z^(x&(y|z)))&t)) + 5869418550567623803*(((z^(x|(y|z)))&~t)|((z^~(~x&(y|z)))&t)) + 11319592959246390557*(((x|~y)&~t)|((x&(y&z))&t)) + 7546395297447124147*((((x|~y)&(y^z))&~t)|((y^~(x&(~y|z)))&t)) + 15931278972069885777*(((~x|(y^z))&~t)|((~(x|y)|(x^(y^z)))&t)) + 4611686031503079897*(((z^(~x&(~y|z)))&~t)|((x^(~y&z))&t)) + 18237121967273897393*(((y^(~x|(y^z)))&~t)|(~(x^(~y|z))&t)) + 15721656873106104924*(((~z|(x^y))&~t)|((z^(x&~y))&t)) + 9432994124610820667*(((~z|~(x^y))&~t)|(~(x&~y)&t)) + 4402063943747010351*(((x|(y&z))&~t)|((z^~(x|y))&t)) + 6917529037914852194*((~(~x|(y^z))&~t)|(~(y&~z)&t)) + 16560145235338094415*(((y^~(x&(~y&z)))&~t)|((x|(y|z))&t)), 49374 + 3735936685*(x^y)
11068046445720063950*(((~y&~(x^z))&~t)|((x&~z)&t)) + 13527612321716590926*(((z^~(x&(~y|z)))&~t)|((x&~y)&t)) + 4919131751992966176*((((x|y)&(x^(y^z)))&~t)|((y^~(~x&(y^z)))&t)) + 15987178197713013668*(((y^~(x|~z))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 4919131755728853487*((y&~t)|(~(~x|(y&z))&t)) + 12297829383718379555*(((y^~(~x|(y^z)))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 2459565875996510518*(((y|(x^z))&~t)|((z^~(x&(~y&z)))&t)) + 8608480565987720981*(((x&(y&z))&~t)|(((x|y)&~(x^(y^z)))&t)) + 11068046441984204069*(((y^~(~x|(~y&z)))&~t)|((x&(y&z))&t)) + 17216961131975458420*(((y^~(x|~z))&~t)|(~(~x|(y^z))&t)) + 8608480569723564404*(((z^(x|y))&~t)|((x^(y^z))&t)) + 17216961135711274413*(((z^~(~x|(y&z)))&~t)|((z^(~x&(~y|z)))&t)) + 9838263503985937838*(((y^(x|(~y|z)))&~t)|(((y&~z)^(x|(y^z)))&t)) + 7378697635461256802*(((y^(x&~z))&~t)|(((x|y)&~(y^z))&t)) + 18446744069973614931*(((y|~(x|z))&~t)|(((x&y)|~(y^z))&t)) + 2459565879732397829*((((x&z)^~(x^(y&z)))&~t)|((z^~(x|(y&z)))&t)), 49374 + 3735936685*(x^y)
4071738136347361916*(((y|~(x|~z))&~t)|((x&~z)&t)) + 17349145100423501158*(((z^~(x|(y&z)))&~t)|((z^(x|(y|z)))&t)) + 6798032364172376890*(((z^(~x&(~y|z)))&~t)|((y^~(~x&(~y&z)))&t)) + 8143476268958836521*(((~(x&y)&(y^z))&~t)|((y^~(x&~z))&t)) + 16251546119665626704*(((~x|(y&z))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 5169337113369349059*(((y^(x|z))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 247844931500409173*(((y|(x^z))&~t)|(~(x^(~y&z))&t)) + 17101300168923091985*((((x&z)^~(x^(~y&z)))&~t)|((x^(y&z))&t)) + 2443042881808446774*((((x^y)&~(x^z))&~t)|((y^~(~x&(y&z)))&t)) + 8568353291719625506*((((x&y)|(x^(y^z)))&~t)|(((x|y)&(x^(y^z)))&t)) + 2159791532055941889*(((z^~(~x&(~y&z)))&~t)|(~(x^y)&t)) + 12038182314045867999*(((z^(x&(~y|z)))&~t)|(((y&~z)^(x|(y^z)))&t)) + 17136706587175138323*((~(x|(y&z))&~t)|((~(x|~y)|~(y^z))&t)) + 3328203345582071082*((~(x^(~y&z))&~t)|((~(x|~y)|~(y^z))&t)) + 8709978968463796917*(((y^~(~x&(y^z)))&~t)|(~(x&~y)&t)) + 3399016182086163758*((((x&y)|~(x^(y^z)))&~t)|(~(y&~z)&t)), 49374 + 3735936685*(x^y)
1320994457740947853*(((~x|(y|z))&~t)|(~(~x|(y|z))&t)) + 5991653444933104225*(((y^(x|(y^z)))&~t)|((x&~z)&t)) + 15332971419317367595*(((~(x&y)&~(y^z))&~t)|((~x&(y^z))&t)) + 5425512965712631617*(((z^~(x|~y))&~t)|(~(~x|(y&z))&t)) + 17644711723165991195*((((x|y)&~(y^z))&~t)|(~(x|(y^z))&t)) + 5331156217930573954*(((y^~(~x&(y^z)))&~t)|((z&(x^y))&t)) + 15899111898537840203*(((x^(y&z))&~t)|(((x|y)&(x^(y^z)))&t)) + 10379242188779087608*(((z^(x|(y&z)))&~t)|((y^(~x&(y|z)))&t)) + 2972237542058914552*(((x^z)&~t)|((x&(~y|z))&t)) + 17031392864450609415*(((~x|(y&z))&~t)|((x&(y|z))&t)) + 13587371590953279918*(((z^(x|(y&z)))&~t)|((x|~y)&t)) + 1037924218130711549*(((y^(~x|(~y&z)))&~t)|((y|~(x|z))&t)) + 1887134948169181142*((~(~x&(y|z))&~t)|((y|~z)&t)) + 13398658095389213966*((((x|~y)&~(y^z))&~t)|((z^~(x|(y&z)))&t)) + 8256215376758642649*(((z^~(~x|(y&z)))&~t)|((z|(x&~y))&t)) + 7784431645320227704*((((y&z)|(~x&(y|z)))&~t)|(~(x&~z)&t)), 49374 + 3735936685*(x^y)
6416258819941923880*(((x&~z)&~t)|((~z&(x^y))&t)) + 5614226471185120080*(((y^(x|(~y&z)))&~t)|((z^(x|(~y|z)))&t)) + 4010161732576159571*(((z^(x|y))&~t)|((z^(~x|(y|z)))&t)) + 12832517613732241591*(((x|y)&~t)|((~y&~(x^z))&t)) + 12030485257503564421*(((y^~(x|(y&z)))&~t)|((x&~y)&t)) + 16040647012495393476*(((z^~(x|(y&z)))&~t)|((y^(~x|(y|z)))&t)) + 802032356228677170*(((z^(x|(y&z)))&~t)|(~x&t)) + 9624388229912885820*((((y&z)^~(x&(y^z)))&~t)|(~(x&(y|z))&t)) + 5614226445033513911*((((x&z)^~(x^(~y&z)))&~t)|((x^z)&t)) + 6416258819941923880*(((y^~(x&(~y&z)))&~t)|((y^(x|(y^z)))&t)) + 4010161773671512480*(((y|(x&z))&~t)|(((x&z)|(y&~z))&t)) + 11228452901274887251*(((~z&(x^y))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 17644711724952747816*(((~y|(x^z))&~t)|((y|(x^z))&t)) + 16040647016231330161*((((x&z)^(x^(~y&z)))&~t)|(((x&y)^(x^(y&z)))&t)) + 4812194118692379595*(((z^(~x|(~y&z)))&~t)|((z|~(x|y))&t)) + 1604064686305748171*((~y&~t)|((~x|(~y|z))&t)), 49374 + 3735936685*(x^y)
18446744013934465908*(((x&~y)&~t)|((y^~(x&~z))&t)) + 18446744062501790935*(((z^~(~x&(y|z)))&~t)|(((x&~y)|(y^z))&t)) + 18446744036350086018*(((y|(x&z))&~t)|(~(x&(~y|z))&t)) + 78454769133*(((~(x&y)&~(x^(y^z)))&~t)|((z^~(~x&(~y|z)))&t)) + 18446744066237628872*((((y&~z)|~(~x|(~y&z)))&~t)|(~(x&z)&t)) + 37359366850*(((z^(x&~y))&~t)|(~(x^(y^z))&t)) + 70982994511*(((x^(y^z))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 89662727310*(((y&(x^z))&~t)|((y^~(x|(y^z)))&t)) + 93398565247*(((y^(~x|(y|z)))&~t)|((z^~(x&(y&z)))&t)) + 18446744073709452868*(((z^(x|y))&~t)|((y^(~x|(y^z)))&t)) + 18446744028878163274*((x&~t)|(((x&y)|(y^z))&t)) + 18446743913063928543*(((~x&(~y|z))&~t)|((y|~z)&t)) + 41095402283*((~(~x|(y|z))&~t)|((y^(~x&(y^z)))&t)) + 18446744043822058136*((((x&~y)|(x^(y^z)))&~t)|((y^~(x|(y&z)))&t)) + 7471873370*(((y|(x&~z))&~t)|((x|(y&z))&t)) + 3735986059*(((x&(y|z))&~t)|(~(~x&(~y&z))&t)), 49374 + 3735936685*(x^y)
9984934864317721255*(((~(x|~y)|(x^(y^z)))&~t)|(~z&t)) + 5246321711093090098*(((y^~(~x&(~y|z)))&~t)|((~y&(x^z))&t)) + 5584794073043013438*(((~z&~(x^y))&~t)|((~y&~(x^z))&t)) + 10492643422186278944*((((x&y)^(x^(y&z)))&~t)|((y^(~x|(~y|z)))&t)) + 13200422358880475459*(((x|(~y&z))&~t)|(((x^y)&(x^z))&t)) + 6430975007805142459*((((y&z)^~(x&(y^z)))&~t)|((z^(x&y))&t)) + 13877367108931730812*(((y^~(x|(y&z)))&~t)|((z^~(x&y))&t)) + 2030834205322624587*(((~x|(~y|z))&~t)|((y^~(x&(~y|z)))&t)) + 9984934871789594625*((~(x&(~y|z))&~t)|((x&z)&t)) + 10154171049028594923*(((y^~(x|(y^z)))&~t)|(~(~x&(y|z))&t)) + 2030834201586687902*(((z^~(~x&(y|z)))&~t)|((x|(~y&z))&t)) + 8800281582549514382*(((x|(y&z))&~t)|(((x|y)&~(y^z))&t)) + 4907849345407328821*((((x&z)^(x^(~y&z)))&~t)|((y^~(x|z))&t)) + 16754382226600864310*(((~x&(y|z))&~t)|((y^~(x|z))&t)) + 13031186177905538476*(((y^~(x|(y&z)))&~t)|(y&t)) + 10661879599425229868*((~(~x&(y|z))&~t)|(z&t)), 49374 + 3735936685*(x^y)
14302544031916033196*(((y^(~x|(y^z)))&~t)|((y&~z)&t)) + 14555239161791757643*(((~x|(y^z))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 14555239158055820958*(((y|~(x|~z))&~t)|((y^(~x|(~y|z)))&t)) + 1263475623226966692*((~(x^(~y|z))&~t)|(((x&~y)|(y^z))&t)) + 9804570825481917924*(((z|~(x^y))&~t)|((y&(x^z))&t)) + 17840275775457194884*(((z^~(~x&(~y|z)))&~t)|((y^(x|(~y&z)))&t)) + 4801207363032241069*(((y&z)&~t)|((y^(x|(~y&z)))&t)) + 17486502603344724662*((~(y^z)&~t)|((y^(~x&(y|z)))&t)) + 12331522064463928564*((((x&y)|~(x^(y^z)))&~t)|((y^(~x&(y|z)))&t)) + 1516170745630817769*((((x&z)^(x^(~y&z)))&~t)|((~z|~(x^y))&t)) + 1111858546795946197*(((y&~z)&~t)|(((x&y)|(y^z))&t)) + 2425873193009278806*(((y^~(~x&(y|z)))&~t)|((y^~(x|z))&t)) + 808624397669743144*(((z^(~x|(~y&z)))&~t)|(~(x&(~y&z))&t)) + 2779646368857833835*(((~(x&y)&(y^z))&~t)|((z^~(x|(y&z)))&t)) + 14807934284195559346*(((z|(x&~y))&~t)|((z^~(x|(y&z)))&t)) + 2072100017160773151*(((y^~(x|(y&z)))&~t)|((z|(x&y))&t)), 49374 + 3735936685*(x^y)
6298888226304962686*(((z^~(~x|(y&z)))&~t)|((z^(x|(y|z)))&t)) + 13497617625661626398*(((x&y)&~t)|((~(x&~y)&(y^z))&t)) + 11697935260878738417*((~(x&(~y&z))&~t)|((~(x&y)&~(y^z))&t)) + 4049285286204132995*((((x|y)&~(x^(y^z)))&~t)|((y&(x^z))&t)) + 3149444094472847292*(((y|(x&z))&~t)|((x^(~y|z))&t)) + 1799682364782838607*(((y^(x&(y|z)))&~t)|((x^z)&t)) + 3149444116888418028*(((y^~(x&~z))&~t)|(~(x^(y^z))&t)) + 449920575318040458*(((x|z)&~t)|((x^(y&z))&t)) + 6298888222569075375*(((y|(x^z))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 10798094091563072824*((((x&y)^(x^(~y|z)))&~t)|((y&~(x^z))&t)) + 10348173497565398315*((z&~t)|((y^~(x&(~y|z)))&t)) + 16647061723870410375*(((y^~(~x|(y^z)))&~t)|((x^(~y&z))&t)) + 4949126470463495954*((~(~x&(y^z))&~t)|((z^(~x&(~y|z)))&t)) + 6298888207625328635*(((~z&~(x^y))&~t)|(((x&y)|(y^z))&t)) + 8998411745459818894*((((y&~z)^(x|(y^z)))&~t)|((y&z)&t)) + 15747220558290632093*(((y|~(x|~z))&~t)|((z|~(x|y))&t)), 49374 + 3735936685*(x^y)
14974415777701620095*((~(x|(y^z))&~t)|((x&~z)&t)) + 6944656592015813668*((~(x&y)&~t)|((z^(x|(y|z)))&t)) + 18229723558711499624*((((y&~z)^(~x|(y^z)))&~t)|((x&(~y&z))&t)) + 5208492438407967567*(((~(x^y)|~(x^z))&~t)|((y^(~x|(~y|z)))&t)) + 3906369337211845560*(((x|(~y&z))&~t)|((z^(x|(~y&z)))&t)) + 9548902820559663851*(((y&(x|~z))&~t)|((z^(x|~y))&t)) + 8897841268093634505*(((~x&(~y&z))&~t)|(~(x^z)&t)) + 9765923324349905788*(((~(x^y)|(x^z))&~t)|(x&t)) + 13238251635301584049*(((z^~(x&(y|z)))&~t)|(((x&y)|~(y|~z))&t)) + 16059518363899690110*((((y&z)^~(~x&(y^z)))&~t)|(((x&z)^~(x^(~y&z)))&t)) + 18012703036241574262*((~(x|(~y|z))&~t)|((~(x|~y)|~(y^z))&t)) + 7812738666951817750*(((x&(y^z))&~t)|(y&t)) + 16059518371371563480*(((x&(y|z))&~t)|((z|~(x|~y))&t)) + 15408456803961787394*(((~(x&y)&(y^z))&~t)|((z|(x&y))&t)) + 7812738678159627805*((~(x&(y&z))&~t)|((x|z)&t)) + 16059518367635626795*(((y|(x^z))&~t)|((x|(~y|z))&t)), 49374 + 3735936685*(x^y)
12981042130786638823*(((~(x|y)|(y^z))&~t)|((~z&(x^y))&t)) + 12297829387454272352*(((y^~(~x|(y^z)))&~t)|((z^(~x|(y|z)))&t)) + 18446744062501708645*(((y^~(~x&(~y&z)))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 6832127418379720474*((~x&~t)|(((x&~y)|(y^z))&t)) + 10931403897053652099*((~y&~t)|(~(x|~z)&t)) + 16397105858656264775*(((~x&(~y&z))&~t)|((y^(x&(y|z)))&t)) + 4099276441314416653*((((x&y)^~(x^(y&z)))&~t)|(~(x^(~y&z))&t)) + 4782489229478122092*(((x|~z)&~t)|((~(x|~y)|(y^z))&t)) + 14943812572*((((x&z)^(y|z))&~t)|((y&~(x^z))&t)) + 13664254874119054668*(((z^~(x|(y&z)))&~t)|((y^(~x&(~y|z)))&t)) + 4099276459994100078*((((x&~y)|(y^z))&~t)|((~(x^y)|~(x^z))&t)) + 13664254855439190205*(((z^~(x|y))&~t)|((~(x&~y)&~(y^z))&t)) + 6832127459475205047*(((z^~(x&(y|z)))&~t)|((~(x^y)|(x^z))&t)) + 16397105802617033462*((~(~x&(~y|z))&~t)|((y|~(x|~z))&t)) + 8881765674528491888*((((x|y)&~(x^(y^z)))&~t)|((y|~(x^z))&t)) + 10248191153721269170*(((y&~z)&~t)|((~x|(~y|z))&t)), 49374 + 3735936685*(x^y)
18446743998990916664*(((y^~(~x&(~y&z)))&~t)|(~(~x|(~y|z))&t)) + 18446744006462790034*(((y^~(x|~z))&~t)|((~x&(y^z))&t)) + 119549759966*(((~(x|~y)|(y^z))&~t)|(((x&y)^(y|~z))&t)) + 18446744069973647847*(((z^~(x|y))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 18446744051293980880*(((y^(x&(~y|z)))&~t)|(~(x&(y|z))&t)) + 18446744036350234140*(((z^~(~x|(~y&z)))&~t)|((x^z)&t)) + 18446743995254996437*((~(x|~y)&~t)|((~(x&y)&~(x^(y^z)))&t)) + 18446744043822107510*((~(x^(y^z))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 37359284560*((((x&z)|~(y|z))&~t)|(~(x&(y&z))&t)) + 18446744032614297455*((((x&y)^(x^(~y|z)))&~t)|((z^(~x|(~y&z)))&t)) + 22415570736*(((y|(x&z))&~t)|((z&~(x^y))&t)) + 18446743987783139525*(((x&y)&~t)|((~(x|~y)|~(y^z))&t)) + 37359301018*(((z^(~x|(~y&z)))&~t)|((y^~(x|z))&t)) + 26151523879*(((x|(y^z))&~t)|(~(x&(y^z))&t)) + 18446744040086170825*((((x^y)&~(x^z))&~t)|(~(x&(~y&z))&t)) + 74718602036*((((x&y)|~(y^z))&~t)|((~x|(y|z))&t)), 49374 + 3735936685*(x^y)
